variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,0.436695,0.38408434999999996,0.49168134999999985,1.011848314124392,381.4451269025088
b_CR_t1_std,0.557993,0.5500285,0.5659243,1.0002097740813995,10091.951089383569
b_DBH_std,0.042889250000000004,0.022197489999999997,0.06474293999999998,1.000412340259967,1661.0871589469355
b_IDBH_stdE2,-0.005666315,-0.0092993945,-0.0018818860000000019,1.0002100649517451,6760.8460667532445
b_BA_std,-0.06228385,-0.073027065,-0.05166385000000001,1.0000307849647072,4396.497140193614
b_BAL_std,-0.008510670000000001,-0.01965673,0.003098747999999999,1.0002449823394595,4329.393267915712
b_SI_std,-0.055486850000000004,-0.06478976,-0.04646612500000001,1.0015553249900602,7362.9959141478985
b_relDBH_std,-0.01782615,-0.030435565,-0.005727594000000023,1.001319134203274,4497.824544962198
sd_SPCD_grouped__Intercept,0.18048599999999998,0.1456305,0.23100874999999998,1.0041865795182008,691.7861789742773
sd_SPCD_grouped__DBH_std,0.0432774,0.03091966,0.061490289999999996,1.0035692941626235,1383.354102666038
cor_SPCD_grouped__Intercept__DBH_std,-0.233934,-0.5615994000000001,0.13151944999999993,1.0040456207213129,1561.938481569052
phi,10.25555,10.12639,10.3908,1.0001831805628925,8537.655237307
Intercept,0.428294,0.37532635000000003,0.483122,1.011727197587085,385.73332425217166
"r_SPCD_grouped[OTHER,Intercept]",-0.105714,-0.20511854999999998,-0.0050230335000000775,1.0011721494660863,1657.20765886035
"r_SPCD_grouped[15,Intercept]",-0.0980432,-0.1681902,-0.030312315000000048,1.0073919603586896,748.2367476861998
"r_SPCD_grouped[18,Intercept]",0.1525695,0.077693715,0.2236979,1.0072701913914643,788.3576514989816
"r_SPCD_grouped[19,Intercept]",0.115592,0.052700460000000005,0.17513425,1.007628720987667,563.45446223832
"r_SPCD_grouped[59,Intercept]",0.0461343,-0.056768479999999996,0.15273765,1.002231946920407,1768.3078392258542
"r_SPCD_grouped[63,Intercept]",0.00802073,-0.057222225,0.07170341999999998,1.0074116009485181,656.3235157367567
"r_SPCD_grouped[65,Intercept]",0.06585495,0.006573880500000002,0.1242119,1.0106099949936385,454.9363226396704
"r_SPCD_grouped[66,Intercept]",0.155217,0.08623363,0.2226502,1.006760434335844,694.5252921196326
"r_SPCD_grouped[69,Intercept]",0.27588250000000003,0.2144172,0.3375264499999999,1.0092035569157205,445.4872592385264
"r_SPCD_grouped[93,Intercept]",0.12248200000000001,0.06425818,0.17978329999999995,1.0085922311486981,508.23743598023964
"r_SPCD_grouped[96,Intercept]",0.127691,0.04279318,0.2173734,1.0040974455305638,1167.0480253295361
"r_SPCD_grouped[102,Intercept]",0.1300165,0.02845943,0.23406204999999997,1.0022494314968455,1653.6801306595003
"r_SPCD_grouped[106,Intercept]",0.0560432,-0.0012607314999999954,0.11332949999999999,1.0098976319022577,419.1255324139822
"r_SPCD_grouped[108,Intercept]",-0.201526,-0.2623934,-0.14458549999999998,1.008905128275861,502.13766685285896
"r_SPCD_grouped[113,Intercept]",0.0560273,-0.027661264999999997,0.13710314999999995,1.0042063871386617,1048.7511371279181
"r_SPCD_grouped[114,Intercept]",0.0416392,-0.08662492,0.17053205,1.00160889230207,2497.717982162675
"r_SPCD_grouped[122,Intercept]",-0.282028,-0.34055375,-0.22761465,1.0095225998097908,445.32660815647654
"r_SPCD_grouped[133,Intercept]",-0.039581000000000005,-0.17844575,0.1037288,1.000616700834805,3828.0007192451644
"r_SPCD_grouped[134,Intercept]",-0.02352835,-0.1488169,0.10235909999999995,1.0020429661957053,2518.729998172283
"r_SPCD_grouped[140,Intercept]",0.05766565,-0.096983385,0.20954355000000002,1.0022406902838088,2883.6389408679197
"r_SPCD_grouped[143,Intercept]",-0.047638299999999995,-0.13134145,0.03573460999999999,1.005518592923272,905.5120489753473
"r_SPCD_grouped[202,Intercept]",-0.08721455,-0.14670750000000002,-0.029873170000000032,1.0102884769812843,493.96956901877957
"r_SPCD_grouped[746,Intercept]",-0.5608820000000001,-0.6227368999999999,-0.5036435,1.008503313917647,459.6577697626402
