variable,p50,Est.Error,p025,p975,Rhat,Bulk_ESS,Tail_ESS
Intercept,2.620701545,0.20009837781842302,2.2239199999999997,3.012865750000001,1.0004264412157846,1233.414765739866,1800.6800306549035
DBH_std,-0.96700369625,0.04229491344735636,-1.0489912500000003,-0.8825517500000001,1.0000224011647134,2890.060145886013,2944.341898794133
IDBH_stdE2,0.196933064,0.022349456888338583,0.1545219,0.240694425,1.0019393505330954,3473.99499991544,2712.54197723506
BAL_std,-1.2839523975,0.037668493321664394,-1.35493175,-1.2070577500000002,0.9995792800389953,3034.0449216756,2994.9621364220243
CR_std,0.46645717975,0.024375859186010325,0.41850170000000003,0.5126845,1.000127100049124,6324.005908923453,2921.84655167096
SI_std,0.10643226365,0.026550617176281308,0.0543654475,0.15797275,1.000790317792394,5557.779571673299,2888.546459129957
BA_std,0.9107835575,0.03920369766959408,0.8328967500000001,0.986365525,1.0007088912866384,3359.188288928176,2999.620625373575
