variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
bm,Blue Mountains,18373,42,576.1194467599908,-1.4938351253581494,332.63879156774357,-1.588772815,-1.605,none,none
