SPCD,variant,n,obs_mort,auc,common_name
318,NE,3596,0.03281423804226924,0.937220397462013,Sugar maple
318,ON,4254,0.021156558533145242,0.9161943643932117,Sugar maple
318,SN,222,0.05405405405405406,0.5884920634920635,Sugar maple
319,ACD,95,0.06315789473684208,0.7565543071161049,SPCD 319
319,LS,86,0.16279069767441856,0.6984126984126984,SPCD 319
319,NE,52,0.09615384615384615,0.6936170212765957,SPCD 319
319,ON,85,0.16470588235294115,0.7686116700201208,SPCD 319
319,SN,2,0,NA,SPCD 319
320,ACD,2,0,NA,SPCD 320
320,BC,1,0,0,SPCD 320
320,CS,1,0,0,SPCD 320
320,EC,1,0,0,SPCD 320
320,LS,1,0,0,SPCD 320
320,NE,12,0,NA,SPCD 320
322,BC,44,0.022727272727272707,0.6046511627906976,SPCD 322
322,CR,18,0,NA,SPCD 322
322,UT,836,0.06937799043062198,0.7687040156014537,SPCD 322
331,CS,132,0,NA,SPCD 331
331,SN,2,0,NA,SPCD 331
332,NE,28,0,NA,SPCD 332
332,SN,22,0.045454545454545414,0.7142857142857143,SPCD 332
333,CA,245,0.08163265306122447,0.4902222222222222,SPCD 333
333,OC,155,0.0903225806451613,0.44174265450861194,SPCD 333
333,WS,85,0.2588235294117647,0.4971139971139971,SPCD 333
341,CS,15,0,NA,SPCD 341
341,NE,29,0.03448275862068961,1,SPCD 341
341,ON,1,0,0,SPCD 341
341,SN,46,0.19565217391304346,0.48048048048048053,SPCD 341
345,SN,9,0.4444444444444444,0.5,SPCD 345
351,AK,246,0.09756097560975607,0.9136636636636637,SPCD 351
351,BC,909,0.11991199119911988,0.8358600917431193,SPCD 351
351,BM,16,0,NA,SPCD 351
351,CA,34,0.02941176470588236,0.8787878787878788,SPCD 351
351,EC,62,0.20967741935483875,0.5463108320251178,SPCD 351
351,IE,31,0.09677419354838712,0.7857142857142857,SPCD 351
351,KT,6,0,NA,SPCD 351
351,NC,354,0.16666666666666663,0.5182993392703246,SPCD 351
351,OC,197,0.1624365482233503,0.7791666666666667,SPCD 351
351,OP,1023,0.12218963831867058,0.8522939866369711,SPCD 351
351,PN,5049,0.12279659338482873,0.8410836932534105,SPCD 351
351,SO,2,1,NA,SPCD 351
351,WC,1165,0.14935622317596564,0.8636463806441885,SPCD 351
351,WS,4,0.25,0,SPCD 351
352,BC,7,0,NA,SPCD 352
352,CA,102,0.13725490196078427,0.7467532467532467,SPCD 352
352,EC,26,0.1923076923076923,0.7619047619047619,SPCD 352
352,NC,12,0.08333333333333337,0.18181818181818182,SPCD 352
352,OC,83,0.1325301204819277,0.8042929292929293,SPCD 352
352,OP,9,0,NA,SPCD 352
352,PN,1,0,0,SPCD 352
352,WC,3,0,NA,SPCD 352
352,WS,48,0.14583333333333337,0.7317073170731707,SPCD 352
353,CR,3,0.33333333333333337,0.5,SPCD 353
355,CS,1,1,0,SPCD 355
356,ACD,33,0,NA,SPCD 356
356,CS,50,0.07999999999999996,0.9891304347826086,SPCD 356
356,LS,76,0.06578947368421051,0.847887323943662,SPCD 356
356,NE,165,0.030303030303030276,0.8075,SPCD 356
356,ON,68,0.02941176470588236,0.7348484848484849,SPCD 356
356,SN,53,0.2075471698113207,0.6038961038961039,SPCD 356
357,ACD,1,0,0,SPCD 357
357,CS,9,0.2222222222222222,1,SPCD 357
357,LS,3,0,NA,SPCD 357
357,ON,1,0,0,SPCD 357
357,SN,2,0,NA,SPCD 357
361,BC,248,0.1411290322580645,0.686653252850436,SPCD 361
361,CA,653,0.1715160796324655,0.6633053868497492,SPCD 361
361,NC,389,0.21593830334190234,0.6501561280249805,SPCD 361
361,OC,938,0.13006396588486135,0.6723923175827708,SPCD 361
361,OP,698,0.17048710601719197,0.6528642545100942,SPCD 361
361,PN,182,0.17032967032967028,0.9186071352275155,SPCD 361
361,SO,7,0,NA,SPCD 361
361,WC,219,0.1278538812785388,0.6789454001495886,SPCD 361
361,WS,138,0.14492753623188404,0.7046610169491525,SPCD 361
362,CR,2,0,NA,SPCD 362
367,CS,64,0.015625,0.5873015873015873,SPCD 367
367,NE,5,0.19999999999999996,0.5,SPCD 367
367,SN,14,0.1428571428571429,0.5,SPCD 367
371,ACD,2572,0.036547433903576954,0.9270988958150876,Yellow birch
371,LS,523,0.04780114722753348,0.958714859437751,Yellow birch
371,NE,1852,0.03833693304535635,0.945306877762928,Yellow birch
371,ON,545,0.053211009174311874,0.9644480085538626,Yellow birch
371,SN,24,0,NA,Yellow birch
372,ACD,172,0.04069767441860461,0.8025974025974026,SPCD 372
372,NE,1194,0.030988274706867713,0.9384942418650284,SPCD 372
372,SN,167,0.07185628742514971,0.528494623655914,SPCD 372
373,CS,82,0.12195121951219512,0.65,SPCD 373
373,LS,7,0.2857142857142857,1,SPCD 373
373,NE,7,0.1428571428571429,0.6666666666666666,SPCD 373
373,ON,7,0.1428571428571429,1,SPCD 373
373,SN,112,0.1875,0.7048665620094192,SPCD 373
374,BC,8,0.125,1,SPCD 374
374,BM,1,0,0,SPCD 374
374,CI,10,0.09999999999999998,0,SPCD 374
374,EC,17,0.2941176470588235,0.6166666666666666,SPCD 374
374,IE,4,0,NA,SPCD 374
374,OP,1,0,0,SPCD 374
374,UT,5,0.6,1,SPCD 374
375,ACD,2816,0.09197443181818177,0.9683494321742269,Paper birch
375,AK,961,0.06139438085327786,0.8578300574993424,Paper birch
375,BC,88,0.28409090909090906,0.8031746031746032,Paper birch
375,BM,7,0.1428571428571429,1,Paper birch
375,CS,2,0,NA,Paper birch
375,EC,76,0.3026315789473685,0.6070549630844955,Paper birch
375,EM,12,0.08333333333333337,0.09090909090909091,Paper birch
375,IE,266,0.24812030075187974,0.8095454545454546,Paper birch
375,KT,86,0.2906976744186046,0.7573770491803279,Paper birch
375,LS,2032,0.11663385826771655,0.9078664363033744,Paper birch
375,NE,1552,0.1030927835051546,0.9636314655172413,Paper birch
375,ON,2051,0.10970258410531453,0.9217889740781307,Paper birch
375,PN,69,0.1159420289855072,0.7909836065573771,Paper birch
375,WC,16,0.1875,0.97435897435897445,Paper birch
379,ACD,321,0.10280373831775702,0.9428661616161617,SPCD 379
379,NE,213,0.107981220657277,0.9302059496567505,SPCD 379
381,CS,25,0.040000000000000036,1,SPCD 381
381,SN,6,0.5,0.22222222222222224,SPCD 381
391,ACD,15,0,NA,SPCD 391
391,CS,78,0.02564102564102566,0.9276315789473684,SPCD 391
391,LS,89,0.0561797752808989,0.7761904761904762,SPCD 391
391,NE,102,0.009803921568627416,1,SPCD 391
391,ON,97,0.04123711340206182,0.7688172043010753,SPCD 391
391,SN,378,0.24338624338624337,0.5706901793858316,SPCD 391
400,SN,1,1,0,SPCD 400
401,CS,2,0.5,1,SPCD 401
401,SN,66,0.12121212121212122,0.7306034482758621,SPCD 401
402,ACD,16,0,NA,SPCD 402
402,CS,803,0.03860523038605235,0.8608975430386094,SPCD 402
402,LS,134,0.052238805970149294,0.7772778402699663,SPCD 402
402,NE,100,0.020000000000000018,1,SPCD 402
402,ON,140,0.050000000000000044,0.9065520945220193,SPCD 402
402,SN,89,0.0561797752808989,0.85,SPCD 402
403,ACD,3,0,NA,SPCD 403
403,CS,938,0.013859275053304865,0.8175467775467775,SPCD 403
403,LS,8,0,NA,SPCD 403
403,NE,253,0.02766798418972327,0.9941927990708479,SPCD 403
403,ON,12,0,NA,SPCD 403
403,SN,478,0.09414225941422594,0.6195021811649988,SPCD 403
404,CS,48,0.02083333333333337,1,SPCD 404
404,SN,68,0.044117647058823484,0.9794871794871796,SPCD 404
405,CS,39,0,NA,SPCD 405
405,SN,6,0,NA,SPCD 405
407,ACD,15,0,NA,SPCD 407
407,CS,1624,0.022167487684729092,0.8883816120906801,SPCD 407
407,LS,143,0.034965034965035,0.872463768115942,SPCD 407
407,NE,179,0.011173184357541888,0.7514124293785311,SPCD 407
407,ON,167,0.017964071856287456,0.7398373983739838,SPCD 407
407,SN,158,0.12658227848101267,0.46920289855072467,SPCD 407
408,CS,1122,0.024955436720142554,0.9445024810655523,SPCD 408
408,SN,262,0.12213740458015265,0.5021739130434782,SPCD 408
409,CS,931,0.018259935553168627,0.8749517312395418,SPCD 409
409,LS,2,0,NA,SPCD 409
409,NE,120,0.025000000000000022,0.97435897435897445,SPCD 409
409,SN,688,0.10465116279069764,0.6069173881673882,SPCD 409
410,CS,1,0,0,SPCD 410
410,SN,20,0.09999999999999998,0.4444444444444444,SPCD 410
412,CS,2,0,NA,SPCD 412
412,SN,7,0,NA,SPCD 412
413,SN,2,0,NA,SPCD 413
421,NE,7,0.5714285714285714,0.5833333333333333,SPCD 421
421,SN,6,0.16666666666666663,1,SPCD 421
422,SN,2,0.5,0,SPCD 422
423,CS,1,1,0,SPCD 423
431,BC,146,0.17123287671232879,0.547107438016529,SPCD 431
431,CA,86,0.15116279069767447,0.5100105374077977,SPCD 431
431,EC,8,0,NA,SPCD 431
431,NC,172,0.05232558139534882,0.7989093387866394,SPCD 431
431,OC,150,0.1333333333333333,0.7680769230769231,SPCD 431
431,OP,345,0.1507246376811594,0.6735363612496719,SPCD 431
431,PN,49,0.1428571428571429,0.8741496598639455,SPCD 431
431,SO,9,0,NA,SPCD 431
431,WC,307,0.1400651465798045,0.696353065539112,SPCD 431
431,WS,6,0,NA,SPCD 431
451,SN,2,0.5,1,SPCD 451
452,CS,21,0.04761904761904767,1,SPCD 452
452,LS,2,0,NA,SPCD 452
452,NE,1,0,0,SPCD 452
460,LS,1,0,0,SPCD 460
461,CS,29,0,NA,SPCD 461
461,SN,256,0.1171875,0.5853982300884956,SPCD 461
462,CS,1359,0.013245033112582738,0.9070345513298533,SPCD 462
462,LS,61,0.032786885245901676,0.9661016949152542,SPCD 462
462,NE,14,0,NA,SPCD 462
462,ON,61,0.016393442622950838,0.9166666666666666,SPCD 462
462,SN,84,0.11904761904761907,0.5067567567567568,SPCD 462
463,SN,1,1,0,SPCD 463
471,CS,237,0.13080168776371304,0.8506107109301597,SPCD 471
471,NE,15,0.06666666666666665,1,SPCD 471
471,SN,78,0.2948717948717948,0.6063241106719367,SPCD 471
475,BC,67,0.08955223880597019,0.8715846994535519,SPCD 475
475,CI,530,0.05471698113207546,0.62998141647739,SPCD 475
475,CR,15,0,NA,SPCD 475
475,EM,87,0.05747126436781613,0.7731707317073171,SPCD 475
475,IE,1,0,0,SPCD 475
475,KT,53,0.037735849056603765,0.7254901960784313,SPCD 475
475,TT,74,0.09459459459459463,0.7036247334754797,SPCD 475
475,UT,2672,0.08570359281437123,0.6250064796129035,SPCD 475
481,CS,1,1,0,SPCD 481
491,CS,609,0.0673234811165846,0.8265200961868774,SPCD 491
491,LS,3,0,NA,SPCD 491
491,NE,26,0.11538461538461542,0.6521739130434783,SPCD 491
491,ON,3,0,NA,SPCD 491
491,SN,396,0.33838383838383834,0.6734077703087615,SPCD 491
492,BC,23,0.08695652173913049,0.5714285714285714,SPCD 492
492,CA,85,0.09411764705882353,0.5584415584415584,SPCD 492
492,EC,12,0,NA,SPCD 492
492,NC,10,0.09999999999999998,0.8888888888888888,SPCD 492
492,OC,79,0.03797468354430378,0.7017543859649124,SPCD 492
492,OP,21,0.1428571428571429,0.6481481481481481,SPCD 492
492,PN,20,0.19999999999999996,0.6875,SPCD 492
492,WC,44,0.045454545454545414,0.6904761904761905,SPCD 492
492,WS,88,0.03409090909090906,0.49411764705882355,SPCD 492
500,ACD,4,0,NA,SPCD 500
500,CS,92,0.10869565217391308,0.8597560975609756,SPCD 500
500,LS,50,0.09999999999999998,0.8711111111111112,SPCD 500
500,NE,116,0.07758620689655171,0.7663551401869159,SPCD 500
500,ON,54,0.09259259259259256,0.9224489795918367,SPCD 500
500,SN,39,0.41025641025641024,0.7092391304347826,SPCD 500
501,CS,2,0,NA,SPCD 501
501,LS,1,0,0,SPCD 501
501,SN,3,0.33333333333333337,1,SPCD 501
502,CS,2,0,NA,SPCD 502
502,SN,2,0,NA,SPCD 502
511,OC,2,0,NA,SPCD 511
511,WS,1,0,0,SPCD 511
513,SN,2,1,NA,SPCD 513
521,CS,252,0.06349206349206349,0.8275953389830508,SPCD 521
521,NE,12,0.41666666666666663,0.7428571428571429,SPCD 521
521,SN,153,0.24183006535947715,0.6484156570363466,SPCD 521
531,ACD,2921,0.06230742896268404,0.9216847409618494,American beech
531,CS,284,0.010563380281690127,0.9679715302491103,American beech
531,LS,219,0.045662100456621,0.9741626794258373,American beech
531,NE,3143,0.06108813235762012,0.918562210550096,American beech
531,ON,240,0.050000000000000044,0.8951023391812866,American beech
531,SN,255,0.0862745098039216,0.5503316426063207,American beech
541,ACD,824,0.03033980582524276,0.9105381727158949,White ash
541,CS,1157,0.1573033707865169,0.8922682445759369,White ash
541,LS,367,0.07356948228882831,0.8777777777777778,White ash
541,NE,1263,0.11005542359461595,0.9418763921247344,White ash
541,ON,359,0.10027855153203347,0.8683350533195735,White ash
541,SN,226,0.20353982300884954,0.6685990338164252,White ash
542,BC,19,0.052631578947368474,0.7222222222222222,SPCD 542
542,CA,21,0.1428571428571429,0.2962962962962963,SPCD 542
542,NC,2,0,NA,SPCD 542
542,OC,11,0.09090909090909094,1,SPCD 542
542,OP,34,0.02941176470588236,1,SPCD 542
542,PN,160,0.05625000000000002,0.9661515820456218,SPCD 542
542,WC,22,0,NA,SPCD 542
543,ACD,291,0.030927835051546393,0.9653270291568163,SPCD 543
543,CS,18,0.11111111111111116,1,SPCD 543
543,LS,2275,0.047032967032967,0.8109632030899748,SPCD 543
543,NE,187,0.053475935828877,0.676271186440678,SPCD 543
543,ON,2237,0.040232454179705,0.8511928789525436,SPCD 543
544,ACD,25,0,NA,SPCD 544
544,BC,19,0.052631578947368474,0.3888888888888889,SPCD 544
544,CS,777,0.13384813384813388,0.8387244256486456,SPCD 544
544,EM,137,0.04379562043795615,0.46055979643765904,SPCD 544
544,KT,92,0.06521739130434778,0.46511627906976744,SPCD 544
544,LS,830,0.09277108433734937,0.8016936582673635,SPCD 544
544,NE,148,0.1283783783783784,0.7511219910240718,SPCD 544
544,ON,869,0.08975834292289986,0.7137346429381828,SPCD 544
544,SN,599,0.1903171953255426,0.6006330258636281,SPCD 544
545,CS,2,0,NA,SPCD 545
545,SN,28,0.2142857142857143,0.7727272727272727,SPCD 545
546,CS,45,0.0444444444444444,1,SPCD 546
546,SN,11,0.18181818181818177,1,SPCD 546
547,CR,2,0.5,1,SPCD 547
547,UT,1,0,0,SPCD 547
547,WS,5,0.8,0,SPCD 547
548,SN,20,0.15000000000000002,0.5098039215686274,SPCD 548
549,SN,1,0,0,SPCD 549
551,SN,5,0.4,1,SPCD 551
552,CS,661,0.086232980332829,0.9512606018357151,SPCD 552
552,LS,1,0,0,SPCD 552
552,NE,4,0,NA,SPCD 552
552,ON,2,0,NA,SPCD 552
552,SN,45,0.24444444444444446,0.446524064171123,SPCD 552
555,SN,122,0.3770491803278688,0.6696224256292906,SPCD 555
561,NE,1,0,0,SPCD 561
571,CS,26,0.07692307692307687,1,SPCD 571
580,SN,5,0.19999999999999996,0.5,SPCD 580
581,SN,12,0.25,0.6666666666666667,SPCD 581
582,SN,1,0,0,SPCD 582
591,NE,88,0.022727272727272707,0.8546511627906976,SPCD 591
591,SN,330,0.12424242424242427,0.6327960165414803,SPCD 591
601,ACD,1,1,0,SPCD 601
601,CS,5,0.19999999999999996,1,SPCD 601
601,LS,20,0.19999999999999996,1,SPCD 601
601,NE,5,0,NA,SPCD 601
601,ON,10,0.30000000000000004,0.5714285714285714,SPCD 601
601,SN,1,0,0,SPCD 601
602,CS,1409,0.030518097941802713,0.9690149477340052,SPCD 602
602,LS,72,0,NA,SPCD 602
602,NE,80,0.03749999999999998,0.8484848484848484,SPCD 602
602,ON,69,0.02898550724637683,0.8582089552238805,SPCD 602
602,SN,97,0.12371134020618557,0.7598039215686274,SPCD 602
603,BC,4,0.5,0.5,SPCD 603
603,CA,2,0,NA,SPCD 603
603,EC,22,0.31818181818181823,0.5619047619047619,SPCD 603
603,OC,1,0,0,SPCD 603
604,OC,3,0.33333333333333337,1,SPCD 604
604,WS,8,0.25,0.8333333333333333,SPCD 604
605,CR,2,0,NA,SPCD 605
606,CR,11,0.09090909090909094,0.2,SPCD 606
611,CA,1,0,0,SPCD 611
611,CS,253,0.02371541501976282,0.7908232118758435,SPCD 611
611,NE,148,0.05405405405405406,0.9517857142857142,SPCD 611
611,SN,3864,0.18322981366459623,0.6363862573664726,SPCD 611
621,CS,663,0.04977375565610864,0.9467532467532468,SPCD 621
621,LS,11,0,NA,SPCD 621
621,NE,477,0.027253668763102756,0.9555702917771883,SPCD 621
621,ON,11,0,NA,SPCD 621
621,SN,1623,0.13370301910043125,0.6654266442042334,SPCD 621
631,BC,398,0.128140703517588,0.5210487653274567,SPCD 631
631,CA,301,0.16943521594684385,0.6643137254901961,SPCD 631
631,NC,3835,0.12073011734028682,0.7123926171315548,SPCD 631
631,OC,3374,0.09751037344398339,0.6227968516827127,SPCD 631
631,OP,953,0.09968520461699892,0.537234695129432,SPCD 631
631,PN,24,0.20833333333333337,0.8526315789473684,SPCD 631
631,WC,1,0,0,SPCD 631
631,WS,365,0.136986301369863,0.5463492063492064,SPCD 631
641,CS,612,0.040849673202614345,0.9383304940374787,SPCD 641
641,NE,6,0,NA,SPCD 641
641,SN,49,0.16326530612244894,0.6341463414634146,SPCD 641
651,CS,3,0,NA,SPCD 651
651,NE,77,0.012987012987012991,0.8552631578947368,SPCD 651
651,SN,24,0.125,0.4444444444444445,SPCD 651
652,SN,58,0.06896551724137934,0.8379629629629629,SPCD 652
653,NE,15,0,NA,SPCD 653
653,SN,395,0.1594936708860759,0.5825205584241729,SPCD 653
654,SN,14,0.2857142857142857,0.75,SPCD 654
655,NE,15,0,NA,SPCD 655
655,SN,37,0.05405405405405406,0.9428571428571428,SPCD 655
658,SN,6,0,NA,SPCD 658
660,ACD,53,0.13207547169811318,0.9751552795031055,SPCD 660
660,CS,17,0.05882352941176472,1,SPCD 660
660,LS,42,0.09523809523809523,0.9736842105263157,SPCD 660
660,NE,130,0.13076923076923075,0.9286829776158251,SPCD 660
660,ON,32,0.09375,0.7471264367816092,SPCD 660
660,SN,4,0.25,0.6666666666666666,SPCD 660
661,AK,2,0,NA,SPCD 661
661,BC,6,0,NA,SPCD 661
661,PN,41,0.04878048780487809,1,SPCD 661
661,WC,3,0,NA,SPCD 661
662,SN,8,0.625,0.3333333333333333,SPCD 662
663,NE,8,0.125,1,SPCD 663
680,NE,1,0,0,SPCD 680
681,CS,107,0.06542056074766356,0.95,SPCD 681
681,LS,10,0,NA,SPCD 681
681,NE,2,0,NA,SPCD 681
681,ON,7,0,NA,SPCD 681
681,SN,4,0,NA,SPCD 681
682,CS,407,0.10073710073710074,0.9169665467146475,SPCD 682
682,LS,8,0,NA,SPCD 682
682,NE,1,0,0,SPCD 682
682,ON,9,0.11111111111111116,0.875,SPCD 682
682,SN,42,0.19047619047619047,0.5735294117647058,SPCD 682
691,CS,23,0,NA,SPCD 691
691,SN,259,0.02316602316602312,0.7114624505928854,SPCD 691
692,SN,15,0.06666666666666665,0,SPCD 692
693,ACD,2,0,NA,SPCD 693
693,CS,638,0.023510971786833812,0.9522739432851792,SPCD 693
693,LS,6,0.16666666666666663,1,SPCD 693
693,NE,417,0.007194244604316502,0.7882447665056361,SPCD 693
693,ON,12,0,NA,SPCD 693
693,SN,920,0.12717391304347825,0.6308288363082883,SPCD 693
694,SN,1002,0.0978043912175649,0.5689001264222503,SPCD 694
701,ACD,299,0.04347826086956519,0.7848305540613233,SPCD 701
701,CS,443,0.015801354401805856,0.8784403669724771,SPCD 701
701,LS,558,0.023297491039426577,0.9126323218066337,SPCD 701
701,NE,418,0.03349282296650713,0.8475954738330976,SPCD 701
701,ON,566,0.030035335689045928,0.9294974820529305,SPCD 701
701,SN,226,0.11946902654867253,0.5914758980085614,SPCD 701
711,CS,1,0,0,SPCD 711
711,NE,73,0.013698630136986356,0.3611111111111111,SPCD 711
711,SN,641,0.1388455538221529,0.6875508874776095,SPCD 711
712,NE,7,0,NA,SPCD 712
712,SN,12,0.08333333333333337,0.6363636363636364,SPCD 712
721,SN,125,0.43999999999999995,0.5916883116883117,SPCD 721
722,SN,47,0.12765957446808507,0.573170731707317,SPCD 722
730,CA,4,0,NA,SPCD 730
730,OC,4,0,NA,SPCD 730
730,WS,5,0,NA,SPCD 730
731,CS,376,0.04255319148936165,0.9684027777777778,SPCD 731
731,NE,37,0.027027027027026973,1,SPCD 731
731,SN,105,0.1428571428571429,0.7533333333333334,SPCD 731
732,CR,2,0.5,1,SPCD 732
740,LS,12,0,NA,SPCD 740
740,ON,13,0.07692307692307687,1,SPCD 740
740,SN,1,1,0,SPCD 740
741,ACD,132,0.045454545454545414,0.9206349206349207,SPCD 741
741,LS,609,0.1280788177339901,0.8966149983099135,SPCD 741
741,NE,73,0.0273972602739726,0.9859154929577465,SPCD 741
741,ON,602,0.12292358803986714,0.919251638001638,SPCD 741
742,ACD,2,0,NA,SPCD 742
742,BC,1,0,0,SPCD 742
742,CR,1,0,0,SPCD 742
742,CS,253,0.07114624505928857,0.8756501182033097,SPCD 742
742,EM,6,0,NA,SPCD 742
742,KT,3,0,NA,SPCD 742
742,LS,53,0.07547169811320753,0.9744897959183674,SPCD 742
742,NE,16,0.0625,1,SPCD 742
742,ON,68,0.08823529411764708,0.9596774193548387,SPCD 742
742,SN,19,0.1578947368421053,0.3333333333333333,SPCD 742
743,ACD,427,0.0374707259953162,0.9846411192214112,Red oak
743,CS,28,0.0357142857142857,1,Red oak
743,LS,1208,0.055463576158940375,0.9590566013054797,Red oak
743,NE,340,0.07647058823529407,0.9552915237628613,Red oak
743,ON,1107,0.054200542005420016,0.9801177968799746,Red oak
743,SN,4,0.25,0.3333333333333333,Red oak
744,CS,2,0.5,1,SPCD 744
744,SN,3,0.33333333333333337,1,SPCD 744
745,BC,6,0,NA,SPCD 745
745,CR,9,0.11111111111111116,0.375,SPCD 745
745,EM,76,0.07894736842105265,0.738095238095238,SPCD 745
745,KT,38,0.10526315789473684,0.7058823529411764,SPCD 745
746,ACD,880,0.08068181818181819,0.9638747192673967,Chestnut oak
746,AK,251,0.3266932270916335,0.4087169865781498,Chestnut oak
746,BC,278,0.20503597122302153,0.8189251409065651,Chestnut oak
746,BM,20,0.15000000000000002,0.8431372549019608,Chestnut oak
746,CA,11,0,NA,Chestnut oak
746,CI,187,0.25133689839572193,0.6562310030395136,Chestnut oak
746,CR,4843,0.19698533966549658,0.725038583803266,Chestnut oak
746,CS,15,0.1333333333333333,0.6538461538461539,Chestnut oak
746,EC,111,0.3153153153153153,0.5545112781954887,Chestnut oak
746,EM,649,0.19876733436055471,0.7565742397137746,Chestnut oak
746,IE,123,0.17886178861788615,0.815931593159316,Chestnut oak
746,KT,456,0.17105263157894735,0.7448785782119115,Chestnut oak
746,LS,6342,0.098076316619363,0.9372835765520653,Chestnut oak
746,NE,670,0.10298507462686568,0.979189273915455,Chestnut oak
746,OC,93,0.15053763440860213,0.8752260397830018,Chestnut oak
746,ON,6183,0.10189228529839889,0.9539142291168223,Chestnut oak
746,OP,39,0.20512820512820518,0.935483870967742,Chestnut oak
746,SO,148,0.19594594594594594,0.8809040857722399,Chestnut oak
746,TT,2,0.5,1,Chestnut oak
746,UT,4334,0.21019843101061375,0.7926219385682122,Chestnut oak
746,WS,197,0.14720812182741116,0.8610426929392446,Chestnut oak
747,AK,598,0.09866220735785958,0.8574258671110971,SPCD 747
747,BC,55,0.07272727272727275,0.5343137254901961,SPCD 747
747,BM,3,0.33333333333333337,0.5,SPCD 747
747,CA,11,0,NA,SPCD 747
747,CI,38,0.10526315789473684,0.007352941176470588,SPCD 747
747,EC,104,0.05769230769230771,0.48299319727891155,SPCD 747
747,EM,83,0.15662650602409633,0.6835164835164835,SPCD 747
747,IE,83,0.06024096385542166,0.8025641025641025,SPCD 747
747,KT,99,0.08080808080808077,0.625,SPCD 747
747,OC,30,0,NA,SPCD 747
747,OP,16,0,NA,SPCD 747
747,PN,128,0.1015625,0.9163879598662207,SPCD 747
747,SO,13,0.15384615384615385,1,SPCD 747
747,WC,70,0.0714285714285714,0.8953846153846154,SPCD 747
747,WS,59,0.06779661016949157,0.95,SPCD 747
748,CA,40,0.15000000000000002,0.6470588235294118,SPCD 748
748,CR,15,0.33333333333333337,0.52,SPCD 748
748,OC,17,0.11764705882352944,0.8666666666666667,SPCD 748
748,UT,22,0,NA,SPCD 748
749,BC,4,0,NA,SPCD 749
749,CI,10,0.09999999999999998,0.1111111111111111,SPCD 749
749,CR,17,0.05882352941176472,0.4375,SPCD 749
749,EM,25,0.19999999999999996,0.86,SPCD 749
749,KT,16,0.125,0.7142857142857143,SPCD 749
749,UT,23,0.04347826086956519,1,SPCD 749
753,LS,5,0,NA,SPCD 753
753,ON,1,0,0,SPCD 753
756,CR,152,0.046052631578947345,0.5783251231527093,SPCD 756
756,OC,16,0.0625,1,SPCD 756
756,SN,28,0.2857142857142857,0.30624999999999997,SPCD 756
757,CR,560,0.03214285714285714,0.6312013120131201,SPCD 757
758,OC,1,1,0,SPCD 758
760,CS,1,0,0,SPCD 760
760,ON,1,0,0,SPCD 760
760,SN,2,1,NA,SPCD 760
761,ACD,177,0.17514124293785316,0.9102960671674768,SPCD 761
761,LS,48,0.04166666666666663,0.9021739130434783,SPCD 761
761,NE,126,0.12698412698412698,0.8977272727272727,SPCD 761
761,ON,46,0.17391304347826086,0.7006578947368421,SPCD 761
761,SN,5,0.19999999999999996,1,SPCD 761
762,ACD,229,0.06986899563318782,0.949237089201878,SPCD 762
762,CS,1209,0.0909842845326716,0.9285879725370172,SPCD 762
762,LS,716,0.06564245810055869,0.918678243170181,SPCD 762
762,NE,1322,0.08018154311649017,0.9423566285998014,SPCD 762
762,ON,704,0.08664772727272729,0.8908803508145731,SPCD 762
762,SN,516,0.20542635658914732,0.6392544868844915,SPCD 762
763,ACD,15,0,NA,SPCD 763
763,BC,4,0,NA,SPCD 763
763,BM,4,0,NA,SPCD 763
763,CA,12,0.16666666666666663,0.95,SPCD 763
763,CS,3,0,NA,SPCD 763
763,EC,18,0,NA,SPCD 763
763,LS,57,0.07017543859649122,0.9575471698113207,SPCD 763
763,NC,2,0,NA,SPCD 763
763,NE,12,0,NA,SPCD 763
763,OC,4,0.25,0.6666666666666666,SPCD 763
763,ON,63,0.07936507936507942,0.7103448275862069,SPCD 763
763,OP,9,0.11111111111111116,1,SPCD 763
763,PN,16,0.125,0.8214285714285714,SPCD 763
763,SO,2,0.5,0,SPCD 763
763,WC,4,0,NA,SPCD 763
765,LS,1,0,0,SPCD 765
765,ON,1,0,0,SPCD 765
766,CS,27,0.18518518518518523,0.9818181818181818,SPCD 766
766,LS,4,0,NA,SPCD 766
766,NE,4,0.5,1,SPCD 766
766,ON,2,0.5,0,SPCD 766
766,SN,6,0.16666666666666663,0.6,SPCD 766
768,BC,41,0.24390243902439024,0.7322580645161291,SPCD 768
768,BM,21,0.04761904761904767,0.8,SPCD 768
768,CA,1,0,0,SPCD 768
768,EC,28,0.3214285714285714,0.7251461988304093,SPCD 768
768,NC,8,0,NA,SPCD 768
768,OC,9,0.33333333333333337,0.6666666666666667,SPCD 768
768,OP,39,0.1282051282051282,0.6176470588235294,SPCD 768
768,PN,143,0.1678321678321678,0.7734593837535014,SPCD 768
768,WC,49,0.24489795918367352,0.6463963963963965,SPCD 768
768,WS,13,0.3846153846153846,0.8,SPCD 768
771,BC,2,0,NA,SPCD 771
771,NE,16,0.0625,1,SPCD 771
771,OP,1,0,0,SPCD 771
771,PN,3,0,NA,SPCD 771
771,SN,4,0,NA,SPCD 771
771,WC,3,0,NA,SPCD 771
801,CA,443,0.10383747178329572,0.5977439491840981,SPCD 801
