SPCD,variant,n,obs_mort,auc,common_name
52,CA,11,0,NA,SPCD 52
52,OC,6,0,NA,SPCD 52
55,CA,35,0.3142857142857143,0.5227272727272727,SPCD 55
55,OC,28,0.2857142857142857,0.725,SPCD 55
56,CA,5,0,NA,SPCD 56
58,CR,6,0,NA,SPCD 58
59,CR,237,0.05063291139240511,0.34444444444444444,SPCD 59
61,SN,35,0.11428571428571432,0.6129032258064516,SPCD 61
62,CA,35,0,NA,SPCD 62
62,CR,26,0,NA,SPCD 62
62,OC,143,0.06293706293706292,0.433665008291874,SPCD 62
62,WS,289,0.0692041522491349,0.3680297397769517,SPCD 62
63,CR,1404,0.04629629629629628,0.6137186189464009,SPCD 63
64,BC,512,0.05859375,0.5847856154910097,SPCD 64
64,BM,2177,0.04363803399173172,0.4793417260731078,SPCD 64
64,CA,67,0.014925373134328401,0.9242424242424242,SPCD 64
64,CI,497,0.06036217303822933,0.7044254104211277,SPCD 64
64,EC,95,0.1473684210526316,0.8095238095238095,SPCD 64
64,OC,811,0.027127003699136898,0.48991819334024655,SPCD 64
64,OP,1011,0.04055390702274975,0.6190344480764395,SPCD 64
64,SO,3321,0.03432700993676607,0.5474291434854677,SPCD 64
64,UT,27,0,NA,SPCD 64
64,WS,513,0.021442495126705707,0.34099963781238685,SPCD 64
65,BC,65,0.01538461538461533,0.375,SPCD 65
65,CI,82,0,NA,SPCD 65
65,CR,4984,0.014245585874799405,0.5703781000679428,SPCD 65
65,EM,162,0.006172839506172867,0.9006211180124224,SPCD 65
65,KT,92,0.010869565217391353,0.8901098901098901,SPCD 65
65,OC,112,0,NA,SPCD 65
65,SO,7,0,NA,SPCD 65
65,TT,374,0.03208556149732622,0.5202578268876612,SPCD 65
65,UT,15274,0.018724630090349637,0.3288203989765239,SPCD 65
65,WS,254,0,NA,SPCD 65
66,BC,303,0.08910891089108908,0.36647879763821795,SPCD 66
66,BM,4,0,NA,SPCD 66
66,CI,58,0,NA,SPCD 66
66,CR,937,0.03094983991462108,0.57154792647729,SPCD 66
66,EM,2693,0.08243594504270335,0.43763877191639233,SPCD 66
66,IE,37,0.027027027027026973,0.027777777777777776,SPCD 66
66,KT,1579,0.08993033565547814,0.4741293971203701,SPCD 66
66,TT,7,0,NA,SPCD 66
66,UT,818,0.0330073349633252,0.5116355293346444,SPCD 66
67,SN,3,0.33333333333333337,1,SPCD 67
68,CS,3036,0.020421607378129147,0.9475074299845977,SPCD 68
68,LS,87,0,NA,SPCD 68
68,NE,70,0.05714285714285716,0.9507575757575758,SPCD 68
68,ON,88,0.022727272727272707,0.9941860465116279,SPCD 68
68,SN,821,0.10596833130328864,0.7161201415640953,SPCD 68
69,CR,3344,0.013456937799043112,0.5818059344582533,SPCD 69
70,ACD,14,0,NA,SPCD 70
70,CS,1,0,0,SPCD 70
70,LS,1,0,0,SPCD 70
70,NE,26,0,NA,SPCD 70
70,ON,7,0.1428571428571429,1,SPCD 70
71,ACD,204,0.06372549019607843,0.9359645590012082,SPCD 71
71,CS,3,0,NA,SPCD 71
71,LS,1610,0.075776397515528,0.7389002732240437,SPCD 71
71,NE,128,0.0859375,0.9595959595959596,SPCD 71
71,ON,1623,0.0745532963647566,0.713318880610976,SPCD 71
72,BC,55,0.07272727272727275,0.8137254901960784,SPCD 72
72,EC,265,0.04150943396226414,0.5114531138153185,SPCD 72
72,EM,5,0,NA,SPCD 72
72,IE,66,0.015151515151515138,0.16923076923076924,SPCD 72
72,KT,61,0.032786885245901676,0.5847457627118644,SPCD 72
73,BC,993,0.0785498489425982,0.714249684741488,SPCD 73
73,BM,2188,0.07084095063985374,0.851339986988877,SPCD 73
73,CI,33,0.2727272727272727,0.20370370370370372,SPCD 73
73,EC,2175,0.1259770114942529,0.5784181971071699,SPCD 73
73,EM,7,0,NA,SPCD 73
73,IE,3057,0.07589139679424273,0.6895865120537077,SPCD 73
73,KT,1761,0.06643952299829647,0.6146203755692807,SPCD 73
73,OP,546,0.08791208791208793,0.8022506693440429,SPCD 73
73,SO,31,0.4516129032258065,0.06722689075630249,SPCD 73
73,WC,7,0.1428571428571429,1,SPCD 73
81,BC,249,0.07228915662650603,0.4831649831649832,SPCD 81
81,CA,1918,0.09071949947862357,0.611624090477697,SPCD 81
81,EC,36,0.11111111111111116,0.7109375,SPCD 81
81,NC,22,0.045454545454545414,0.2857142857142857,SPCD 81
