SPCD,variant,n,rmse,bias,r2,common_name
101,WS,841,6.739221361498543,-0.2383625144911462,0.6636534186616496,SPCD 101
102,CR,148,7.089035539042068,0.5111071776565541,0.37959842977519065,SPCD 102
102,UT,22,13.52122139483469,3.5816304619041666,-0.2109500103451052,SPCD 102
103,BC,9,26.0658772983305,-20.73590865995375,0.08654516820705549,SPCD 103
103,CA,213,12.147327715921762,0.6383455207468043,0.7397920563339606,SPCD 103
103,NC,118,9.867635228266249,0.8235137683000303,0.6565381528184115,SPCD 103
103,OC,116,12.744216607860684,3.4670658502444587,0.586490781374055,SPCD 103
103,OP,21,8.90951340515221,-1.7912150394406616,0.7318509035725187,SPCD 103
103,PN,1,16.846685747532756,-16.846685747532756,NA,SPCD 103
103,SO,17,9.089852996140893,-1.1421863382174597,0.709532544946605,SPCD 103
103,WC,1,65.63667858846507,-65.63667858846507,NA,SPCD 103
103,WS,72,11.774511675362097,-0.7636508584267091,0.5710677065915871,SPCD 103
104,CA,1,36.710449047567764,-36.710449047567764,NA,SPCD 104
104,OC,98,12.456104304118714,-0.6659006105045161,0.4029852064006113,SPCD 104
104,WS,293,11.997902598852825,0.07746015049497393,0.4977216920230242,SPCD 104
105,ACD,5,15.049345439653191,14.36933656301156,-1.077061611903983,SPCD 105
105,CS,6,10.081229117472207,4.525995650573844,0.2498005948979085,SPCD 105
105,LS,1080,9.085252035124356,-1.0664295583135286,0.6642761374336983,SPCD 105
105,NE,4,16.3161815176261,-1.6002167164463081,0.2462423519628426,SPCD 105
105,ON,1128,9.472396306836407,-0.5563286721071224,0.6422010192335781,SPCD 105
106,CR,7534,4.845884892541014,0.08259404607948606,0.4527998613838845,SPCD 106
106,UT,4932,4.263015479690394,-0.004546510902593962,0.4193813456483222,SPCD 106
107,SN,158,9.570206696391626,1.2100788945479182,0.6872035816797337,SPCD 107
108,AK,1280,8.846229421747166,0.461947348904007,0.6599640083805245,Lodgepole pine
108,BC,6516,11.780808020467378,0.2566386340238545,0.6523290197271532,Lodgepole pine
108,BM,6989,10.936915083197173,0.25764022235728934,0.717046017082587,Lodgepole pine
108,CA,388,11.096880743233417,0.27842566320826545,0.78957728778225,Lodgepole pine
108,CI,10632,11.075136419424457,0.31366338054981074,0.653549466436814,Lodgepole pine
108,CR,2280,9.431171058060627,0.11890495704876895,0.5014742096674973,Lodgepole pine
108,EC,4969,12.98246080922963,0.5990897522243669,0.6219996971220677,Lodgepole pine
108,EM,14836,10.362815124499674,-0.1398506756569848,0.6183201264746643,Lodgepole pine
108,IE,8179,11.883658718055926,0.017356278864735265,0.6345677943752213,Lodgepole pine
108,KT,12618,10.94507685813783,0.06432820004388293,0.6192882241865582,Lodgepole pine
108,NC,352,9.140852588405647,0.17896676977057355,0.4263777064217166,Lodgepole pine
108,OC,1692,15.345943575918787,0.0987072608403241,0.6764897306453876,Lodgepole pine
108,OP,5297,10.333806449053224,0.4377420748843145,0.7074787030100504,Lodgepole pine
108,PN,348,12.202836006214458,1.2864675430487373,0.48319519520917564,Lodgepole pine
108,SO,13429,9.289611329685687,0.25905183597288056,0.7400895831818516,Lodgepole pine
108,UT,1799,9.2892294175069,0.2403270446305762,0.6407483471037052,Lodgepole pine
108,WC,714,10.851463823543451,0.7807931002865064,0.7493996370492954,Lodgepole pine
108,WS,4100,15.106689787303145,-0.129029945665336,0.695647027595323,Lodgepole pine
109,CA,18,14.9518138611674,-8.002292759015702,0.1960979009396654,SPCD 109
109,OC,26,12.810125629352378,3.3857007672332418,0.6998031559164706,SPCD 109
109,WS,54,10.038280259023809,-1.0635469176263985,0.7818382852250765,SPCD 109
110,CS,1524,10.615579286292618,0.021011373881414,0.6096882985762776,SPCD 110
110,NE,15,9.50491981642439,0.79003515693705,0.5829957809615591,SPCD 110
110,SN,1305,11.74739566035733,-1.2387732599963726,0.6733668880199164,SPCD 110
111,SN,2423,9.315759367960117,-0.6736477988226316,0.7543883880349861,SPCD 111
112,CR,2,16.861006208087126,-15.375238428116791,0.2124832954317104,SPCD 112
113,BC,141,9.854337727361193,-3.289223440662275,0.46616027875292543,SPCD 113
113,CI,504,9.178260347085134,-0.15570488526974852,0.4325858715438905,SPCD 113
113,CR,293,7.99751121771416,-0.14942509322054962,0.46990408313906895,SPCD 113
113,EM,1005,8.254131128171352,-0.4405100046689231,0.48952523723619124,SPCD 113
113,KT,533,7.864001700008682,0.7322459485213136,0.5133180213521773,SPCD 113
113,OC,55,13.784587239067928,-0.5575619820078074,0.482718517195883,SPCD 113
113,UT,248,8.817883054449066,1.047993703859487,0.5415254366111107,SPCD 113
113,WS,104,13.021055290847316,0.2674036300706206,0.4821888108870531,SPCD 113
114,CR,160,8.070480314752977,-0.37416880010564413,0.7130123085772642,SPCD 114
115,SN,46,12.10506727594292,-2.9068486506456255,0.7439680872892809,SPCD 115
116,BC,17,9.465119299539655,-1.334470067117002,0.8566211183563018,SPCD 116
116,CA,891,12.314905464658755,0.023706339307276034,0.8432965451418115,SPCD 116
116,NC,18,6.023818587305124,1.1734474390786873,0.9119374519248334,SPCD 116
116,OC,1932,14.471980086947799,0.07422433667703646,0.8095332849090247,SPCD 116
116,OP,38,10.433638730280657,0.9706687808067016,0.8771791085589854,SPCD 116
116,SO,747,9.900581988858796,-0.2976433562886325,0.8506506504341975,SPCD 116
116,WC,7,34.110618686836126,-14.123716119298589,0.6427879838305706,SPCD 116
