year,tpa,ba,qmd,sdi,top_ht,n_trees,variant
50,138,82.90122718613819,10.494874314658803,149.1240052375763,9.158797923000693,138,ACD
0,200,60.14999723724917,7.425729302276445,124.04128957650833,5.943729634682213,200,AK
1,183,59.22424800031315,7.703011353815513,120.37637286802318,5.952258223120231,183,AK
2,162,57.85973550936019,8.092207681106817,115.33538822886344,5.960775609840049,162,AK
3,152,56.885063645228335,8.283495402818735,112.35087859973697,5.969276123631974,152,AK
4,139,55.49200135488444,8.55547446345489,108.20979634926057,5.977763400277781,139,AK
5,126,53.6158600523043,8.832785242239288,103.24221356968955,5.98623136675324,126,AK
6,116,52.42910005670804,9.103188008329413,99.76163920037027,5.994672023636338,116,AK
7,104,50.63598674541751,9.448204277073868,94.94430610478358,6.003093244201221,104,AK
8,94,49.031081356447494,9.779307771154473,90.69270953630617,6.011484298401571,94,AK
9,89,48.377361956931786,9.983030391027897,88.75772208103298,6.019845795144252,89,AK
10,85,47.85547431547303,10.159975367961463,87.19300333381086,6.028192554186225,85,AK
11,78,46.40794779418087,10.444440640165926,83.63832489058245,6.036526383795524,78,AK
12,70,45.2264556834644,10.883875429534337,80.192851748885,6.044829016765769,70,AK
13,64,43.43039988797531,11.154323413247504,76.26519096966615,6.053103667630883,64,AK
14,58,42.308635067298695,11.56476509907193,73.24240274980889,6.061334742040045,58,AK
15,52,39.67090801959383,11.826893991042143,68.07079514397401,6.069534636762788,52,AK
16,45,37.31238538720278,12.329814867500325,62.979293681555355,6.077660933556302,45,AK
17,42,36.36848074283149,12.600107191885852,60.86252209718221,6.08571154242923,42,AK
18,39,34.44313370668495,12.724927910443194,57.416460007332866,6.093724919272437,39,AK
19,35,32.714079731874826,13.090903971548734,53.92675799885225,6.101663070702279,35,AK
20,34,32.30249910020568,13.19820617460855,53.07687499163435,6.109525009961375,34,AK
21,32,31.197926101077957,13.369777466931897,51.00106970463249,6.117361163451034,32,AK
22,29,30.050370669673708,13.783586089312607,48.53716051609665,6.12513909411832,29,AK
23,26,27.913218969486287,14.029900551546541,44.77091487758915,6.1328521210926255,26,AK
24,24,26.41917437041344,14.20660498803231,42.16558999337371,6.140438619506655,24,AK
25,22,24.723403105324866,14.354203201397768,39.29833225322333,6.147921111957837,22,AK
26,22,24.889842116031584,14.402438712665429,39.510499333647445,6.155271979963166,22,AK
27,21,24.29082679170036,14.562897964074185,38.39122980811491,6.162622970936309,21,AK
28,20,24.14935785218274,14.879012240770207,37.84525430478808,6.169914998462517,20,AK
29,19,23.2992907752646,14.99446088363512,36.40178029937876,6.177182719836227,19,AK
30,18,23.35410712015584,15.423455570620598,36.08312246801425,6.18436548176122,18,AK
31,17,22.42079173433806,15.550247902510392,34.529263502072084,6.191539361463946,17,AK
32,16,22.16655622821576,15.937691917063725,33.80747952835666,6.198613549170171,16,AK
33,15,21.413384654031383,16.178316786060385,32.46603569450941,6.205648454412011,15,AK
34,15,21.54669004267333,16.228596337226374,32.628130943627255,6.212591213849832,15,AK
35,12,18.020344778194136,16.593088530358138,27.049824436008336,6.219532782168761,12,AK
36,11,17.780435443223535,17.215163791803633,26.304502692353186,6.226013243874113,11,AK
37,11,17.88734081166951,17.26683956107376,26.43134815664201,6.232438527692512,11,AK
38,10,16.540695542143254,17.414587400458625,24.359348503057326,6.238861582148483,10,AK
39,10,16.63913048373572,17.466328305495956,24.47561418367115,6.24504049630614,10,AK
40,9,15.799142884167935,17.940387283687613,22.995484852315197,6.251216889111382,9,AK
41,9,15.891809366665948,17.992923107947412,23.103659561367056,6.257213560396668,9,AK
42,9,15.984715121507495,18.045441043778112,23.21198859705718,6.263207439706533,9,AK
43,7,13.904362374049839,19.083710700607558,19.749762297030752,6.269198540478979,7,AK
44,6,12.853483499440742,19.818514664276243,17.986653553727866,6.274759289021875,6,AK
45,6,12.92620151743627,19.87449678470307,18.06826939271287,6.280113141750781,6,AK
46,6,12.9990968808195,19.930457613112388,18.149993315449105,6.285464459945954,6,AK
47,6,13.072169373192748,19.98639716292551,18.231825028498022,6.29081325427901,6,AK
48,5,10.935446063138615,20.024863049891458,15.240146419748875,6.011260904723163,5,AK
49,4,9.063502557161575,20.382354017755404,12.543340387616045,6.011433136611865,4,AK
50,3,9.04130439677021,23.50667611785798,11.827233431560753,6.443043257149969,3,AK
0,200,60.14999723724917,7.425729302276445,124.04128957650833,8.167625287680607,200,BC
1,188,57.88164397298253,7.513249472289844,118.81232199759518,8.187101374314828,188,BC
2,171,55.54275475081192,7.717061440853224,112.81231280833686,8.206504020954926,171,BC
3,158,51.28045757811745,7.714072349753479,104.17114504156294,8.225825301058679,158,BC
4,141,48.88053419382732,7.972503540375764,98.01186191583452,8.244994387510523,141,BC
5,126,43.560948498758755,7.961587941739222,87.39268008385304,8.264058217421862,126,BC
6,118,41.184178183795055,7.999456918254891,82.46964325926756,8.184954408730087,118,BC
7,109,38.031319275765455,7.998227480362297,76.16079517037954,7.94538907094759,109,BC
8,92,33.42549676749588,8.161713146905607,66.4044000110662,7.964108134991072,92,BC
9,87,32.37380357307462,8.259876287565882,64.01205779464134,7.982500975466066,87,BC
10,81,31.499373110291707,8.443932467585187,61.7432299287392,8.000786991193571,81,BC
11,74,29.804471259705004,8.593323401527822,58.01768231887221,8.01897444896909,74,BC
12,70,29.226600977370477,8.74936310633279,56.48982470063919,8.036980994682608,70,BC
13,65,27.672855312382918,8.835001208238397,53.28131942439642,8.034730007058299,65,BC
14,61,26.615560209669106,8.944152464726974,50.99765903053394,8.052466098831891,61,BC
15,55,24.91084532392809,9.112744486033833,47.38050055475158,8.070047463016783,55,BC
16,46,21.80715112607887,9.323025158329074,41.10518298272001,8.08737306003056,46,BC
17,43,21.291171518054142,9.528002377808653,39.78931255364135,8.104165896431919,43,BC
18,40,20.39687791006451,9.669146888905209,37.897275132778354,8.12082423362016,40,BC
19,36,19.44957432904667,9.952681480688124,35.726985189524484,8.137263077417185,36,BC
20,33,18.17475539015191,10.048786581537811,33.258779227005185,8.153451045075967,33,BC
21,28,14.59392200818516,9.775597242183336,26.998400044942095,8.01057050727876,28,BC
22,24,12.811198704233774,9.892944396596086,23.588959163878357,7.9548071993006335,24,BC
23,20,10.984981670923313,10.035083160771297,20.112736407427597,7.849573738230527,20,BC
24,19,10.950903216873385,10.279795502230426,19.860431669918803,7.862613118033729,19,BC
25,18,10.907731804575837,10.540647219958135,19.5872960240606,7.875567313455799,18,BC
26,17,9.944068292893713,10.356044162972847,17.981881068328118,7.776926004013085,17,BC
27,17,10.026837187085258,10.399053827410276,18.10189379071977,7.789206288012671,17,BC
28,16,9.850106851505075,10.624213385885435,17.633004662657363,7.801485495841508,16,BC
29,14,9.668759233026838,11.252723832089567,16.919852808051672,7.813556125518411,14,BC
30,14,9.744866024943509,11.2969244375848,17.026649460381392,7.8254074716437305,14,BC
31,11,8.203352570286741,11.693261215654099,14.139348724746807,7.553305446640126,11,BC
32,10,7.403771174748023,11.650989187789023,12.779453814712177,7.311618489291731,10,BC
33,10,7.461216921423485,11.696101772869918,12.858965391864164,7.322011253132063,10,BC
34,8,7.245970635036657,12.886637045611696,12.018881124636,7.3323963562725485,8,BC
35,6,5.210008013063069,12.61769065775728,8.714128323697805,6.785672987097852,6,BC
36,6,5.2518051463777145,12.668202076328033,8.77018585942976,6.795388086957672,6,BC
37,6,5.2937506559867185,12.71869113565071,8.826353881687336,6.805092606844945,6,BC
38,6,5.335844290694103,12.769157800382368,8.882631959072318,6.814786590272746,6,BC
39,6,5.378085801298742,12.819602037996892,8.939019664775682,6.824470080267612,6,BC
40,6,5.4204749405659385,12.870023818695474,8.99551657649968,6.834143119377798,6,BC
41,6,5.463011463199695,12.920423115320045,9.052122276381844,6.8438057496813816,6,BC
42,6,5.505695125815593,12.970799903269544,9.108836350920747,6.853458012794192,6,BC
43,3,1.028665003126945,7.928894884710266,2.0670813782844384,6.058082208649344,3,BC
44,3,1.0498929057832156,8.010288879824794,2.1012444596870044,6.0747753652818615,3,BC
45,3,1.071238919075261,8.091310164246993,2.1354603290858516,6.091377926572856,3,BC
46,3,1.0927016280939585,8.171964532920754,2.1697277526931265,6.107891320677596,3,BC
47,3,1.1142796726840476,8.252257707529642,2.2040455710960347,6.124316942037103,3,BC
48,2,0.9043658407683849,9.10528161557488,1.7206632164683207,6.309607262220332,2,BC
49,2,0.9214876733523958,9.191069975268132,1.7467572003398923,6.327230424336435,2,BC
50,1,0.2981430878459681,7.393476178268974,0.615888546985368,5.984970033436568,1,BC
0,200,60.14999723724917,7.425729302276445,124.04128957650833,5.8010240309216234,200,BM
1,191,58.90008328519976,7.51930283636031,120.86439348101601,5.809040084730938,191,BM
2,178,57.36632658951334,7.686963602988895,116.69614135322186,5.817044367369097,178,BM
3,168,55.3803694497191,7.774269449486673,112.15481460349693,5.825032841768877,168,BM
4,154,53.55300181423186,7.984870087940491,107.31504884117402,5.8329987846323395,154,BM
5,142,50.10288938347604,8.043100940903008,100.11360324426313,5.840941986834538,142,BM
6,137,49.867424593211126,8.169293354536617,99.03225681751745,5.848836832740581,137,BM
7,129,46.750333154227114,8.151430034722907,92.92230361528439,5.7719520715801345,129,BM
8,118,44.3096525157872,8.297446747729841,87.45565318986175,5.779783432172044,118,BM
9,114,44.112596887367346,8.42296880612761,86.55187588365825,5.787573018141363,114,BM
10,110,44.116069405910004,8.57508371235446,85.94888885330799,5.795357955164848,110,BM
11,102,41.97098407430711,8.685819409063127,81.35635796694409,5.803141734524205,102,BM
12,96,41.10415302924572,8.86020031571081,79.05295635110828,5.810882500814668,96,BM
13,93,40.59471229943993,8.94601382546205,77.77650084468895,5.818603179034792,93,BM
14,86,39.37648603464862,9.162322162931552,74.73385279072433,5.826310537995959,86,BM
15,81,37.856182580918414,9.256828223268103,71.55777980679157,5.833987379999649,81,BM
16,72,36.11099933330616,9.589364144829469,67.31396036757145,5.841623482030131,72,BM
17,70,35.74153779591864,9.675510810319784,66.39030342703866,5.849208431056099,70,BM
18,63,33.896140485618574,9.932101659935178,62.31485732849158,5.856778755132473,63,BM
19,57,32.44839864928327,10.21634409719293,58.99214020317597,5.86428695247018,57,BM
20,56,32.26058549777538,10.27728533818559,58.51306964578128,5.871739909136519,56,BM
21,53,31.274419493757488,10.401428766048598,56.45600374799995,5.879180670928785,53,BM
22,50,28.621966605910067,10.244742301518073,51.97855131476612,5.851432151880257,50,BM
23,46,25.211313826127174,10.02432477428313,46.179721912811885,5.808058764037544,46,BM
24,44,24.570543442946356,10.118528242329118,44.8400429955575,5.815137183109979,44,BM
25,41,23.735814097567815,10.302590613722902,43.00935183389027,5.822168979077963,41,BM
26,41,23.93562695084757,10.34586437194049,43.29966535211938,5.829138470655908,41,BM
27,41,24.13623288453692,10.389128567897275,43.59065005745792,5.8361123227789475,41,BM
28,38,22.71398319032008,10.468661494842344,40.89864348896293,5.843090511231684,38,BM
29,36,22.25638931692264,10.646636088704662,39.80873877435125,5.849959560161948,36,BM
30,34,21.818045045759153,10.846878210036783,38.73852343663465,5.856783498826599,34,BM
31,33,21.17964589582539,10.847725398385384,37.60386854689024,5.863561758534869,33,BM
32,29,20.125772394744516,11.280116495655522,35.185303507602356,5.87027484215754,29,BM
33,29,20.28163725869521,11.323711912624416,35.403813232290155,5.876878737862212,29,BM
34,27,19.930511051284057,11.633586965856184,34.42184601882994,5.883485573052087,27,BM
35,22,16.79254874232152,11.829959933553864,28.811166029866225,5.890045272906978,22,BM
36,22,16.916860277516314,11.87366648750967,28.982200650051162,5.8962162408799,22,BM
37,21,16.90927927667695,12.150361701292931,28.706812403044403,5.9023890661743215,21,BM
38,20,15.867912656710743,12.060941422039969,27.01760417974938,5.908545160442174,20,BM
39,19,15.587532601619609,12.264453255574388,26.36537480723904,5.9145277977739745,19,BM
40,17,14.8681382842232,12.663103033173806,24.83280892654378,5.920447202452272,17,BM
41,17,14.97257131267313,12.707497701008757,24.972687654064497,5.926222121442722,17,BM
42,16,15.0223333060233,13.120337624268242,24.74125497799526,5.931997905579022,16,BM
43,13,11.702609071303328,12.84712583554726,19.43465998730249,5.851174977247411,13,BM
44,12,11.442671999353687,13.222373079146216,18.78809918371007,5.856202992152934,12,BM
45,10,11.138539333210629,14.290598797625591,17.73601040782306,5.861164375040151,10,BM
46,10,11.212434692889017,14.337923821458716,17.83037434225651,5.8660466396676085,10,BM
47,10,11.286562893675356,14.385241537259605,17.924912286557397,5.870928949314814,10,BM
48,9,9.880152177749808,14.187205763341726,15.777456151076118,5.764809219000039,9,BM
49,7,8.50150516632443,14.92228041613793,13.307716214919894,5.645152978029733,7,BM
50,7,8.557918024869887,14.971707935687657,13.378534749286887,5.64938048873032,7,BM
0,200,60.14999723724917,7.425729302276445,124.04128957650833,8.007350723885452,200,CA
1,183,51.57755192424523,7.18854710584243,107.73581270361737,7.595597301004459,183,CA
2,164,49.61212621729844,7.447462091761543,102.19206419451635,7.614564261519612,164,CA
3,149,44.6427012002953,7.411709748266483,92.13089836687367,7.633469004828467,149,CA
4,134,40.757558819187864,7.4677193522971095,83.86321727334024,7.405365862066768,134,CA
5,120,36.345831328512055,7.452002394020204,74.84786006368793,7.424238770464487,120,CA
6,112,33.795870412001094,7.438050319767401,69.64820011057894,7.4211471473975825,112,CA
7,103,31.453098031132814,7.482546204493066,64.66756724878073,7.298488320755849,103,CA
8,89,27.971959550800523,7.591065657975515,57.18418250517704,7.31704290783852,89,CA
9,84,25.455186522220902,7.453921318765372,52.41515769586201,7.149502636187641,84,CA
10,81,25.327124454191818,7.5715838835601925,51.82982394086759,7.16799488934939,81,CA
11,74,23.995354540017935,7.710526446255444,48.753027457974895,7.1864574244767745,74,CA
12,69,22.578615249865656,7.745695350017462,45.79215174444723,7.204804985692016,69,CA
13,62,18.883715895057765,7.472814289783719,38.84488264395882,7.0267221687986705,62,CA
14,58,18.194611069463313,7.583919191197074,37.209803533353885,7.044894835041211,58,CA
15,52,16.370410762578356,7.597390019823222,33.45567070341986,7.062967689034848,52,CA
16,44,14.444609018541083,7.758233789062186,29.276696528297247,7.080788034723916,44,CA
17,41,14.035731326110524,7.922493657025856,28.21351565396675,7.098278496467261,41,CA
18,38,13.399377081115874,8.040569526056505,26.777432253294993,7.115659404149638,38,CA
19,33,11.897382844891379,8.130271600151513,23.671869141805445,7.00477248853319,33,CA
20,30,11.14416936401281,8.252765973413924,22.042634533583293,7.021722572538614,30,CA
21,26,9.348202191789492,8.1192082344144,18.609847072326257,6.929687645971641,26,CA
22,23,8.000418548886406,7.985989620432237,16.03117909584237,6.881379778505526,23,CA
23,20,6.773751259542365,7.880176227909658,13.64489390486545,6.756663636098146,20,CA
24,19,6.728531942935814,8.057859009352239,13.434953323033294,6.771730606039288,19,CA
25,18,6.6775443852543654,8.247236421022553,13.211360962517109,6.786703551819407,18,CA
26,17,6.103638400755545,8.113462683275142,12.154159782819445,6.730281261877365,17,CA
27,17,6.179818399068785,8.163938062697692,12.275747357437837,6.74484625643354,17,CA
28,16,5.963277213235849,8.26644562535736,11.787363543913415,6.75940178247406,16,CA
29,14,5.74200366980768,8.671695516908335,11.137430024033794,6.773713406334932,14,CA
30,14,5.809987705451234,8.72287992475949,11.243128281510705,6.787761027257818,14,CA
31,12,4.384510793387706,8.184765746037723,8.70074186001246,6.538248645439525,12,CA
32,11,3.937548535564108,8.101266571515907,7.845490959640116,6.447788790911943,11,CA
33,11,3.9911341368446775,8.156204848500446,7.931057993204986,6.46160235574284,11,CA
34,9,3.5861783847988495,8.547340296490242,6.995701275133443,6.475392591699167,9,CA
35,6,2.8935144842577474,9.403153170660488,5.435696934111106,6.360682442420157,6,CA
36,6,2.931044522134007,9.463938029755345,5.492203624135529,6.372908292831415,6,CA
37,6,2.968731685788775,9.524587021037146,5.548803273483858,6.385097949370047,6,CA
38,5,1.7275970697370504,7.959257082722277,3.4663340965665084,5.982461329931111,5,CA
39,5,1.758682347762138,8.030544729954178,3.5162985217421165,5.996261321113772,5,CA
40,5,1.7899110932230367,8.101529785232504,3.566318219866078,6.009991526689543,5,CA
41,5,1.8212820594682142,8.172217336725138,3.6163924731467816,6.023653048091506,5,CA
42,4,1.7078331637632824,8.847672344571123,3.28640124290405,6.179810087189497,4,CA
43,2,0.8330752252367395,8.739033761049388,1.6109378296480752,6.15876598938986,2,CA
44,2,0.8497177150097269,8.825892711567024,1.6367133281330626,6.175909497310793,2,CA
45,2,0.8664707188816894,8.912473529932054,1.6625594803650634,6.192991206923141,2,CA
46,2,0.8833334825848969,8.998780402228507,1.6884754872304903,6.210011922732903,2,CA
47,2,0.9003110862138318,9.084846767129656,1.7144694629049213,6.226979428665435,2,CA
48,2,0.91742371626235375,9.170780291080181,1.7405723869814993,6.243919253637758,2,CA
49,2,0.9346708322723276,9.256581997535326,1.766783330574219,6.260831502817206,2,CA
50,1,0.33107160628714233,7.791072995549737,0.6699056238313646,5.9892625364479795,1,CA
0,200,60.14999723724917,7.425729302276445,124.04128957650833,5.237633851850626,200,CI
1,173,44.94978706758727,6.9020336639268,95.41228693996334,5.126151138850849,173,CI
2,154,36.751150269089564,6.614719206840818,79.330746145054,5.062252477774215,154,CI
3,132,27.932922740781542,6.228845084860814,61.74446282112988,5.013964974544852,132,CI
4,111,21.020449864675403,5.892448820449289,47.4949864860111,4.871920272459533,111,CI
5,93,17.14472032709397,5.813799277986702,38.94406689377089,4.876271074617486,93,CI
6,82,14.376340334180988,5.669614779333747,32.9812645499955,4.868162040274241,82,CI
7,72,11.321270735331298,5.369299693046896,26.53690789229099,4.803100477326593,72,CI
8,56,8.456983034248898,5.261990037869719,19.981763367522067,4.80241746960061,56,CI
9,51,7.218042477545206,5.094023381915082,17.274400140635834,4.764977171557949,51,CI
10,45,5.531843257222302,4.747500088382349,13.612528720783532,4.710877926152878,45,CI
11,40,4.903980298712667,4.741116947990552,12.0739247165843,4.7147226958703135,40,CI
12,36,4.195283183773921,4.622380534288968,10.433065698837542,4.693004925337576,36,CI
13,29,2.850083406976069,4.244886585284761,7.330322371675508,4.662268062504024,29,CI
14,27,2.78944875322092,4.352247824201847,7.103937292230427,4.666068723117051,27,CI
15,23,2.5318639740307303,4.4925464070196535,6.367638707089678,4.669842615040635,23,CI
16,20,2.2553242570087213,4.547008886907135,5.645207495481049,4.673560423525031,20,CI
17,19,2.150856983487925,4.555806520360998,5.379610867501436,4.6735052461042645,19,CI
18,14,1.5581341053606403,4.517256010394099,3.9102266945531525,4.6552479888727465,14,CI
19,12,1.1061506687234308,4.11105063046504,2.881214096374632,4.622675354889024,12,CI
20,11,1.0649918548927546,4.213209996317041,2.7472407524555886,4.626416524742154,11,CI
21,7,0.5666875435321326,3.8526461138600645,1.514402874616512,4.606137923396805,7,CI
22,6,0.5109722571529376,3.9514759290261297,1.3519168848752605,4.602906577388888,6,CI
23,5,0.42645875374641956,3.954483974514296,1.1279741976297764,4.595281678713409,5,CI
24,5,0.4498216150879465,4.061359778462189,1.1773015159139477,4.598860091053465,5,CI
25,5,0.47350268955700414,4.166894724829766,1.2267868503981563,4.602422754504214,5,CI
26,4,0.39587468890047844,4.259760452424701,1.016771116788565,4.605098992959627,4,CI
27,4,0.4158159411836073,4.365730040584807,1.0576726620314656,4.608748686659096,4,CI
28,4,0.43601468927710996,4.470507935462045,1.0987092171800583,4.612384351053743,4,CI
29,4,0.45645850063430404,4.574113737913847,1.1398630117203261,4.616005412501403,4,CI
30,4,0.4771356220951021,4.676567750083246,1.1811177498416725,4.619611379402999,4,CI
31,3,0.31754108945212056,4.405301563355093,0.8048263043789872,4.610494885413458,3,CI
32,2,0.25934747622813575,4.875984547184968,0.6314951511328695,4.627234071977552,2,CI
33,2,0.27118153489193925,4.985989559746437,0.6545170075928959,4.631200591320919,2,CI
34,2,0.2831677342259952,5.09498829289045,0.6776334194093926,4.635158582955782,2,CI
35,2,0.2953005059168405,5.202994934014517,0.7008364926811179,4.639107451727499,2,CI
36,2,0.3075745032061263,5.310023867297629,0.724118820026996,4.643046657068714,2,CI
37,2,0.3199845898619957,5.416089586898205,0.7474734440473163,4.646975708093338,2,CI
38,1,0.11376734155646805,4.567148263013644,0.2842695892918024,4.618134489893341,1,CI
39,1,0.11992473085729564,4.689112815828717,0.29655178601707055,4.622416730127513,1,CI
40,1,0.12619006847157774,4.810042275036935,0.308922096739768,4.626700717584842,1,CI
41,1,0.13256044081138932,4.929958633136424,0.32137601156356194,4.630985607368034,1,CI
42,1,0.1390330280746531,5.048882877342752,0.33390925018094425,4.635270611891744,1,CI
0,200,60.14999723724917,7.425729302276445,124.04128957650833,6.308951317963151,200,CR
1,188,56.95486785849149,7.452857285594301,117.28323899948954,6.319194557658689,188,CR
2,175,55.181884843989195,7.603534945890069,112.73739631286205,6.3293901686869,175,CR
3,164,51.651279367673496,7.598973376384585,105.54933449205355,6.339554600847989,164,CR
4,149,49.47206490582727,7.802309791063796,100.04709627235191,6.3496553516763194,149,CR
5,136,44.71824487102673,7.764423691112859,90.60751428607075,6.35970974695851,136,CR
6,131,42.864132706093244,7.745468248527932,86.93463174024043,6.309921239820881,131,CR
7,122,39.61678694193713,7.716067442518552,80.46933914094238,6.184634837688451,122,CR
8,108,35.853235142502506,7.8016884317966815,72.50808951581139,6.194480483156986,108,CR
9,105,35.7829748193023,7.904599621691368,71.99237517229494,6.204203622624038,105,CR
10,101,35.49175055893934,8.026742460092958,70.97526070498273,6.21391599871687,101,CR
11,92,33.407669638178966,8.159536375650585,66.37597711546493,6.223609742165811,92,CR
12,85,31.642069185791705,8.261507099442511,62.56033573907004,6.233216394111757,85,CR
13,80,30.033766930795643,8.296524785750163,59.28139461641753,6.231041526800091,80,CR
14,75,28.851267540514357,8.39823692906841,56.67391315031058,6.2404724326391285,75,CR
15,68,26.19016491548764,8.403321232518497,51.43428564721556,6.249830311360267,68,CR
16,58,23.56593189216614,8.631069579186871,45.794329529853385,6.259015798408107,58,CR
17,55,22.959478132810826,8.748547754669692,44.37822382239214,6.267993713361824,55,CR
18,52,22.00274098830391,8.807913212558248,42.41549615613769,6.276905158172991,52,CR
19,48,21.3840529901801,9.037757779528533,40.80549561745751,6.285713590223294,48,CR
20,46,20.940779444180958,9.135952036217196,39.78942820140691,6.294444541951503,46,CR
21,43,18.22030223512222,8.81413840778831,35.114148412920095,6.203893043356141,43,CR
22,40,16.705532102994976,8.750572479658315,32.28706141669784,6.185473704164039,40,CR
23,37,14.869203585326964,8.583794210072094,28.957228696289295,6.129629700351693,37,CR
24,35,14.657775539972755,8.762667176427989,28.31387644356016,6.137496033233427,35,CR
25,32,14.407954956499275,9.085785659050098,27.43606166786954,6.14529793023128,32,CR
26,31,13.611650555629648,8.972446016235985,26.048553680954164,6.118714094574491,31,CR
27,31,13.73895910219481,9.01430760346689,26.243886679074777,6.12626760201074,31,CR
28,29,13.092661363526346,9.098111899458502,24.91809244263857,6.13382531639159,29,CR
29,28,12.980652162924821,9.21946130600423,24.575956664928917,6.141203465453977,28,CR
30,26,12.813117076709064,9.50554514053565,23.96770655645861,6.148527031369027,26,CR
31,25,12.628032690782607,9.623524355561726,23.506681289329894,6.155780349782955,25,CR
32,20,11.338330261142554,10.195202563472158,20.630290780893734,6.120837750989122,20,CR
33,20,11.433320154798377,10.237820007730615,20.768877126664403,6.127624532699462,20,CR
34,16,10.606004700156348,11.024330426968097,18.71092674272004,6.134413295935717,16,CR
35,14,10.192477359917449,11.553462664682343,17.651477396523784,6.14087768367549,14,CR
36,14,10.271006832381989,11.59788495836838,17.76053337717957,6.147145600068579,14,CR
