variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
ie,Inland Empire,16164,28,485.42585202230885,-1.6704778503290239,289.9105138699857,-1.6471877725,-1.605,none,BAMAXA
