SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior
17,0.319930615125,5.989502917625,399.2161173018775,0.02185061978162,-1.62533715271838,543.4665364000052,-1.6156770351508682,1084,0.7,0.30000000000000004,500.1914106705669,-1.6185750704211217,NA
19,0.1413676576433,5.810939960143299,333.9328617823632,-0.025642054370375,-1.672829826870375,420.7155497045012,-1.7984061492308772,1888,0.7,0.30000000000000004,394.6807433278598,-1.7607332525227266,NA
64,-0.087493176053275,5.582079126446724,265.623296490724,0.07267099378255,-1.5745167787174499,367.2692989856564,-1.180479895623355,74,0.7,0.30000000000000004,336.77549823717663,-1.2986909605515835,NA
65,-0.048526945301775,5.621045357198224,276.17793698205196,0.053433814521853,-1.593753957978147,429.8297952211896,-0.9353150967168598,103,0.7,0.30000000000000004,383.7342377494483,-1.132846755095246,NA
66,-0.307820080325,5.361752222174999,213.09801457155726,-0.0386194819154125,-1.6858072544154123,316.31561926006407,-1.787629360575844,273,0.7,0.30000000000000004,285.35033785351203,-1.7570827287277146,NA
72,0.0327774490669325,5.702349751566932,299.5704908305423,-0.00782083469853425,-1.6550086071985342,NA,NA,NA,NA,NA,NA,NA,NA
73,0.131991181003,5.801563483503,330.81638173853725,-0.00102893038628775,-1.6482167028862877,457.79801969596514,-1.5894552042002335,460,0.7,0.30000000000000004,419.70352830873674,-1.6070836538060498,NA
93,0.2291445270125,5.8987168295125,364.5693629531653,-0.0028191060723925,-1.6500068785723925,466.2738838127162,-1.7661104213627856,1103,0.7,0.30000000000000004,435.7625275548509,-1.7312793585256676,NA
94,-0.1935803230469125,5.475991979453087,238.88732074796198,-1.1089606008750002e-4,-1.6472986685600874,NA,NA,NA,NA,NA,NA,NA,NA
101,0.18080456097375,5.85037686347375,347.3652650948337,-0.02980386791169125,-1.6769916404116911,481.96939487712064,-1.9536717276880469,442,0.7,0.30000000000000004,441.5881559424346,-1.87066770150514,NA
108,0.17828238450875,5.84785468700875,346.49025253035825,-0.0751434328175875,-1.7223312053175874,440.1833142051019,-1.8799174371872787,2850,0.7,0.30000000000000004,412.07539570267886,-1.8326415676263714,NA
113,-0.06258402502624374,5.606988277473756,272.3228408812257,-0.01909809291279,-1.66628586541279,369.5295595106106,-1.9477750244588947,89,0.7,0.30000000000000004,340.3675439217951,-1.8633282767450634,NA
119,-0.204955543614875,5.464616758885125,236.1853218358751,0.01614733057886,-1.63104044192114,355.987486839261,-1.1661485912894864,31,0.31,0.69,273.32399298692474,-1.4869239682253275,NA
122,-0.217037300198875,5.452535002301125,233.34895690573316,-0.009951140249696625,-1.6571389127496965,355.81128662034695,-1.6126107467130275,1210,0.7,0.30000000000000004,319.0725877059628,-1.6259691965240282,NA
202,0.0748695210954125,5.7444418235954124,312.4491773890724,-0.01252724332440625,-1.6597150158244063,437.41800124149495,-1.769957416019467,5242,0.7,0.30000000000000004,399.9273540857682,-1.7368846959609487,NA
242,0.53853540975,6.2081077122499995,496.76034781665425,0.0511969072657375,-1.5959908652342625,659.7628536829751,-1.5345114626766105,448,0.7,0.30000000000000004,610.8621019230789,-1.552955283443906,NA
263,0.434179890875,6.103752193375,447.5338571886179,-0.0098434579690625,-1.6570312304690624,563.3740637152691,-1.6067176453723533,196,0.7,0.30000000000000004,528.6220017572738,-1.6218117209013658,NA
264,0.484935449625,6.154507752124999,470.835017870905,8.319722280737499e-4,-1.646355800271926,611.7830235527887,-1.8427217484418132,169,0.7,0.30000000000000004,569.4986218482236,-1.7838119639908472,NA
321,-0.23092262735075,5.43864967514925,230.13122165063402,0.0091190511756625,-1.6380687213243375,NA,NA,NA,NA,NA,NA,NA,NA
322,0.01001882146395,5.67959112396395,292.8296744051296,0.0181358816934475,-1.6290518908065523,603.5193158846039,-1.1251712723184009,37,0.37,0.63,407.7848417525351,-1.4426160619659363,NA
375,0.05242420988865,5.72199651238865,305.5142775024916,-0.023488278259325,-1.670676050759325,NA,NA,NA,NA,NA,NA,NA,NA
475,-0.17300324115625,5.49656906134375,243.85384778527512,-0.0066469963632225,-1.6538347688632224,298.2851967957326,-1.9017266119094334,87,0.7,0.30000000000000004,281.95579209259535,-1.8273590589955702,NA
544,-0.326358057708,5.343214244792,209.1839994481058,0.01837953235745125,-1.6288082401425488,NA,NA,NA,NA,NA,NA,NA,NA
740,-0.1060520481081775,5.563520254391822,260.7390905814515,-0.0010683559552562502,-1.6482561284552562,NA,NA,NA,NA,NA,NA,NA,NA
745,-0.1652786756868625,5.504293626813137,245.74480681324732,0.007537025282525125,-1.6396507472174748,NA,NA,NA,NA,NA,NA,NA,NA
746,-0.1997929908475,5.4697793116525,237.40779384575703,0.001341733498,-1.645846039002,256.1476579111275,-2.0613101348527842,240,0.7,0.30000000000000004,250.52569869151637,-1.9366709060975489,NA
747,-0.16309609207625,5.50647621042375,246.28175115079438,6.9184748918625e-4,-1.6464959250108138,308.38527721251864,-1.5596319316054408,44,0.44,0.56,273.60730261795305,-1.6082757679124497,NA
749,-0.2538866183946375,5.415685684105362,224.90670777403645,-0.00996896831692125,-1.6571567408169212,NA,NA,NA,NA,NA,NA,NA,NA
