SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
17,1084,-1.6156770351508682,-1.62533715271838,-1.6185750704211217,1.6156770351508682,1.62533715271838,1.6185750704211217,0.013575070421121715
19,1888,-1.7984061492308772,-1.672829826870375,-1.7607332525227266,1.7984061492308772,1.672829826870375,1.7607332525227266,0.15573325252272663
64,74,-1.180479895623355,-1.5745167787174499,-1.2986909605515835,1.180479895623355,1.5745167787174499,1.2986909605515835,-0.3063090394484165
65,103,-0.9353150967168598,-1.593753957978147,-1.132846755095246,0.9353150967168598,1.593753957978147,1.132846755095246,-0.4721532449047541
66,273,-1.787629360575844,-1.6858072544154123,-1.7570827287277146,1.787629360575844,1.6858072544154123,1.7570827287277146,0.15208272872771467
72,NA,NA,-1.6550086071985342,NA,NA,1.6550086071985342,NA,NA
73,460,-1.5894552042002335,-1.6482167028862877,-1.6070836538060498,1.5894552042002335,1.6482167028862877,1.6070836538060498,0.002083653806049801
93,1103,-1.7661104213627856,-1.6500068785723925,-1.7312793585256676,1.7661104213627856,1.6500068785723925,1.7312793585256676,0.12627935852566763
94,NA,NA,-1.6472986685600874,NA,NA,1.6472986685600874,NA,NA
101,442,-1.9536717276880469,-1.6769916404116911,-1.87066770150514,1.9536717276880469,1.6769916404116911,1.87066770150514,0.2656677015051401
108,2850,-1.8799174371872787,-1.7223312053175874,-1.8326415676263714,1.8799174371872787,1.7223312053175874,1.8326415676263714,0.22764156762637144
113,89,-1.9477750244588947,-1.66628586541279,-1.8633282767450634,1.9477750244588947,1.66628586541279,1.8633282767450634,0.2583282767450634
119,31,-1.1661485912894864,-1.63104044192114,-1.4869239682253275,1.1661485912894864,1.63104044192114,1.4869239682253275,-0.11807603177467252
122,1210,-1.6126107467130275,-1.6571389127496965,-1.6259691965240282,1.6126107467130275,1.6571389127496965,1.6259691965240282,0.020969196524028177
202,5242,-1.769957416019467,-1.6597150158244063,-1.7368846959609487,1.769957416019467,1.6597150158244063,1.7368846959609487,0.13188469596094876
242,448,-1.5345114626766105,-1.5959908652342625,-1.552955283443906,1.5345114626766105,1.5959908652342625,1.552955283443906,-0.052044716556093995
263,196,-1.6067176453723533,-1.6570312304690624,-1.6218117209013658,1.6067176453723533,1.6570312304690624,1.6218117209013658,0.016811720901365845
264,169,-1.8427217484418132,-1.646355800271926,-1.7838119639908472,1.8427217484418132,1.646355800271926,1.7838119639908472,0.1788119639908472
321,NA,NA,-1.6380687213243375,NA,NA,1.6380687213243375,NA,NA
322,37,-1.1251712723184009,-1.6290518908065523,-1.4426160619659363,1.1251712723184009,1.6290518908065523,1.4426160619659363,-0.1623839380340637
375,NA,NA,-1.670676050759325,NA,NA,1.670676050759325,NA,NA
475,87,-1.9017266119094334,-1.6538347688632224,-1.8273590589955702,1.9017266119094334,1.6538347688632224,1.8273590589955702,0.22235905899557018
544,NA,NA,-1.6288082401425488,NA,NA,1.6288082401425488,NA,NA
740,NA,NA,-1.6482561284552562,NA,NA,1.6482561284552562,NA,NA
745,NA,NA,-1.6396507472174748,NA,NA,1.6396507472174748,NA,NA
746,240,-2.0613101348527842,-1.645846039002,-1.9366709060975489,2.0613101348527842,1.645846039002,1.9366709060975489,0.3316709060975489
747,44,-1.5596319316054408,-1.6464959250108138,-1.6082757679124497,1.5596319316054408,1.6464959250108138,1.6082757679124497,0.0032757679124497674
749,NA,NA,-1.6571567408169212,NA,NA,1.6571567408169212,NA,NA
