variable,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept,5.69153635875,0.03824237264948439,5.61282875,5.765001
b_ln_qmd_centered,-1.625010505,0.03398811913706442,-1.6913704999999999,-1.55684975
sd_SPCD__Intercept,0.176683404075,0.03431767944320284,0.12100169999999999,0.2537602
sd_SPCD__ln_qmd_centered,0.1156858650125,0.04038758543449498,0.0596153775,0.21586627499999972
cor_SPCD__Intercept__ln_qmd_centered,0.05339201014255,0.2869837650042869,-0.5019531749999999,0.583052325
sigma,0.209851467875,0.0023187157742645416,0.20533695,0.214448025
Intercept,5.99087980375,0.038431748706474,5.9121885,6.0641105
"r_SPCD[15,Intercept]",0.113960862004125,0.04563646688786268,0.0257086375,0.20639009999999994
"r_SPCD[19,Intercept]",0.2256629022,0.04960133603450817,0.130883625,0.3252823
"r_SPCD[20,Intercept]",0.04520579029295,0.11548620040320182,-0.181075975,0.2731783499999999
"r_SPCD[64,Intercept]",-0.0811634827697675,0.09005055505812067,-0.25751032500000004,0.09916034249999992
"r_SPCD[65,Intercept]",0.003154508693185875,0.038409789876882705,-0.07049750499999999,0.08175667
"r_SPCD[66,Intercept]",-0.01563672239175375,0.052790776018538786,-0.11695062499999999,0.08817438499999998
"r_SPCD[93,Intercept]",0.21288785805,0.04364562608138735,0.1316907,0.30374392499999997
"r_SPCD[96,Intercept]",-0.1345980631242625,0.08740669789351438,-0.305532925,0.03411945749999988
"r_SPCD[101,Intercept]",0.0320782411321525,0.10409037667162697,-0.16959607499999999,0.24257235
"r_SPCD[102,Intercept]",-0.090847738814765,0.11604377338246345,-0.32355215,0.13294492499999988
"r_SPCD[106,Intercept]",-0.088102894689375,0.04066056919190437,-0.16530630000000002,-0.0063743472500000006
"r_SPCD[108,Intercept]",0.0880084347835625,0.05428793978308729,-0.015685202499999995,0.19688169999999997
"r_SPCD[113,Intercept]",-0.03200152043971875,0.06297640947380989,-0.15421887499999998,0.09039289249999985
"r_SPCD[116,Intercept]",0.1106988417049625,0.0884808592553125,-0.06349355749999998,0.2872407749999999
"r_SPCD[122,Intercept]",-0.22937045235,0.049796710737012743,-0.32636675000000004,-0.13047760000000005
"r_SPCD[133,Intercept]",-0.131328502955625,0.0393971998484843,-0.20663667500000002,-0.0514138075
"r_SPCD[142,Intercept]",0.0260460367799525,0.08479135299681737,-0.14299662499999996,0.18819357499999992
"r_SPCD[202,Intercept]",-0.00989229861044875,0.0433568744695825,-0.0922217175,0.07797825749999997
"r_SPCD[321,Intercept]",0.117277324422525,0.12847221472444822,-0.13303895,0.36942689999999984
"r_SPCD[322,Intercept]",0.1524412230271625,0.08419401781859401,-0.009071364499999996,0.32078049999999997
"r_SPCD[475,Intercept]",0.04047411061754875,0.041933378406243484,-0.039907965,0.1252240999999999
"r_SPCD[746,Intercept]",0.178579094115,0.043875019557467365,0.09602687750000001,0.268318425
"r_SPCD[747,Intercept]",-0.160355954454,0.1373724152402769,-0.43475402500000004,0.10313109999999996
"r_SPCD[748,Intercept]",-0.3102556443385,0.12835408326045705,-0.5682691000000001,-0.06872243000000006
"r_SPCD[749,Intercept]",-0.30127233914375,0.0993482390538102,-0.5027508,-0.11155865000000004
"r_SPCD[814,Intercept]",0.17837835853075,0.06461634227674953,0.059576600000000014,0.3103738
"r_SPCD[15,ln_qmd_centered]",-0.0212494849981275,0.06229683282586484,-0.1514006,0.100769225
"r_SPCD[19,ln_qmd_centered]",-0.02774823932075375,0.06347278451538624,-0.155183275,0.09542093499999996
"r_SPCD[20,ln_qmd_centered]",0.0015944781694749999,0.11732515509529037,-0.2356916,0.23868927499999998
"r_SPCD[64,ln_qmd_centered]",0.0636787828463125,0.102388593488899,-0.1205751,0.28651822499999996
"r_SPCD[65,ln_qmd_centered]",0.1137158377225,0.03627346980037175,0.042906647500000006,0.18385157499999996
"r_SPCD[66,ln_qmd_centered]",-0.05118674540321,0.06169170614980168,-0.17398202499999998,0.0699101724999999
"r_SPCD[93,ln_qmd_centered]",-0.01413458549478,0.061906627600938485,-0.137016125,0.11097849999999998
"r_SPCD[96,ln_qmd_centered]",0.0061138072563125,0.12043610198348907,-0.23229514999999998,0.25536357499999984
"r_SPCD[101,ln_qmd_centered]",0.00966227237631,0.1114480807987691,-0.207293875,0.24454889999999996
"r_SPCD[102,ln_qmd_centered]",-0.0233867879839425,0.11824469203088322,-0.268789475,0.20350614999999997
"r_SPCD[106,ln_qmd_centered]",0.047282255481225,0.045376912805766306,-0.0405763175,0.137524325
"r_SPCD[108,ln_qmd_centered]",-0.2161602781975,0.06880456983595411,-0.35564382499999997,-0.09100689750000002
"r_SPCD[113,ln_qmd_centered]",-0.06040813025265,0.1024459187967728,-0.283700975,0.12879687499999995
"r_SPCD[116,ln_qmd_centered]",0.03720393458425,0.11703105718322698,-0.176409475,0.30590775
"r_SPCD[122,ln_qmd_centered]",-0.06462829503165,0.0628225448883563,-0.192693625,0.05507175499999998
"r_SPCD[133,ln_qmd_centered]",7.7103301000875e-4,0.04105150193364363,-0.0804200025,0.08063752749999997
"r_SPCD[142,ln_qmd_centered]",0.136812033880175,0.13799387631650983,-0.07488363999999999,0.47520354999999986
"r_SPCD[202,ln_qmd_centered]",-0.005526514250325,0.05296750360648178,-0.109846775,0.09824065999999992
"r_SPCD[321,ln_qmd_centered]",-0.0430097048448,0.11791736985534877,-0.30559525,0.1719143999999999
"r_SPCD[322,ln_qmd_centered]",-0.00460438148809875,0.08966077366986189,-0.18160817499999998,0.1788178249999999
"r_SPCD[475,ln_qmd_centered]",-0.02093818719348,0.04935293180510536,-0.1199734,0.07378892999999993
