variable,estimate
b_Intercept,2.409665
b_DBH_std,-0.6032234999999999
b_IDBH_stdE2,0.115228
b_BAL_std,-0.484334
b_CR_std,0.488886
b_SI_std,-0.03490085
b_BA_std,0.4600905
sd_SPCD__Intercept,0.9958635
Intercept,2.52805
"r_SPCD[15,Intercept]",-0.6893279999999999
"r_SPCD[19,Intercept]",-0.8729845
"r_SPCD[64,Intercept]",0.7819795
"r_SPCD[65,Intercept]",1.572705
"r_SPCD[66,Intercept]",0.9169529999999999
"r_SPCD[93,Intercept]",-0.984903
"r_SPCD[96,Intercept]",0.4147465
"r_SPCD[101,Intercept]",-0.739527
"r_SPCD[106,Intercept]",0.4890245
"r_SPCD[108,Intercept]",-1.4706649999999999
"r_SPCD[113,Intercept]",-1.156205
"r_SPCD[122,Intercept]",1.181285
"r_SPCD[133,Intercept]",0.348458
"r_SPCD[142,Intercept]",0.303721
"r_SPCD[202,Intercept]",-0.49981
"r_SPCD[313,Intercept]",0.2441865
"r_SPCD[322,Intercept]",0.43161099999999997
"r_SPCD[374,Intercept]",-0.5810165
"r_SPCD[475,Intercept]",0.2922255
"r_SPCD[746,Intercept]",-0.5324139999999999
"r_SPCD[748,Intercept]",0.8569985
"r_SPCD[749,Intercept]",0.879123
"r_SPCD[814,Intercept]",-0.7156735
lprior,-3.83598
lp__,-7370.155
