SPCD,n_stands,qr_intercept,qr_slope,qr_sdimax_10,reineke_sdimax
15,285,9.999568764857464,-1.7249637314604047,414.7570764298066,571.0544321978476
19,300,10.410776818383098,-1.8188951033069134,504.02005945672994,713.9218795672934
65,4389,9.307816105565,-1.415323670040552,423.6522362523943,815.6873899983511
66,140,10.637923565428983,-2.011562917022003,405.908911725543,623.2257234865679
93,375,9.845213284106864,-1.5922907633489585,482.42637029398713,607.8769685527997
106,670,9.63087476122199,-1.6241705313724213,361.7972265395452,436.6634390939707
108,293,10.937510113470807,-2.1853044327397337,367.1096961522834,693.328763165668
113,39,7.897637684039507,-0.7752263749877373,451.5169841420502,393.1103331732427
122,169,10.631735258651558,-2.1541316258423415,290.5175212654599,441.70567603283973
133,1725,9.71735335484387,-1.6796832403043431,347.1440296156274,526.6834683137619
202,352,10.125919020293258,-1.8237158288878499,374.8995557801092,557.0519701734737
322,73,10.291094568466809,-1.7829610230515027,485.7407743065734,583.0480328960595
475,472,9.663054834694744,-1.5743083928891304,419.0858524796773,628.5419410977678
746,720,9.66308540112935,-1.446464621008185,562.5485982596495,728.2512689121324
814,220,9.533527385888085,-1.3652265951601208,595.8428628183082,607.1170962093521
