variable,Estimate,Est.Error,Q2.5,Q97.5,Rhat,Bulk_ESS,Q5,Q95
b_a_Intercept,50.03023995,5.821275758469791,38.4043425,60.71913250000001,NA,NA,NA,NA
b_b_Intercept,0.0556876624725,0.019442747283146777,0.0168926275,0.09492198000000002,NA,NA,NA,NA
b_c_Intercept,1.2546837825,0.018558169204658928,1.21934975,1.2913535,NA,NA,NA,NA
sd_SPCD__a_Intercept,32.217786225,4.9153530998232196,24.218239999999998,43.4627375,NA,NA,NA,NA
sd_SPCD__b_Intercept,2.1521125975,0.31933279214819654,1.55196675,2.8772520000000004,NA,NA,NA,NA
sigma,6.077232875,0.023849720232597453,6.0313185,6.1247110000000005,NA,NA,NA,NA
"r_SPCD__a[15,Intercept]",32.448916575,6.191941117233964,20.824325,45.2629225,NA,NA,NA,NA
"r_SPCD__a[19,Intercept]",43.247012725,6.087613345491123,32.051935,55.7898475,NA,NA,NA,NA
"r_SPCD__a[64,Intercept]",-25.808927365625,7.405986764306912,-39.4505775,-10.2481025,NA,NA,NA,NA
"r_SPCD__a[65,Intercept]",-38.354145575,5.825961510235895,-49.0412275,-26.6247925,NA,NA,NA,NA
"r_SPCD__a[66,Intercept]",-25.9090246265,6.030188275094134,-37.064170000000004,-13.903832499999996,NA,NA,NA,NA
"r_SPCD__a[93,Intercept]",52.294511475,6.051852647973099,41.028305,64.450885,NA,NA,NA,NA
"r_SPCD__a[96,Intercept]",81.5959427,12.958575230131029,58.986985,109.8075,NA,NA,NA,NA
"r_SPCD__a[101,Intercept]",9.02530697410025,12.561275361901393,-11.5294025,37.68757000000003,NA,NA,NA,NA
"r_SPCD__a[102,Intercept]",4.01448245078225,9.794466060671635,-12.710725,26.010595000000002,NA,NA,NA,NA
"r_SPCD__a[106,Intercept]",-29.9033497375,5.8683663406763005,-40.796715,-17.985879999999995,NA,NA,NA,NA
"r_SPCD__a[108,Intercept]",18.7774579905,5.9116367050284255,7.919769,30.765875,NA,NA,NA,NA
"r_SPCD__a[113,Intercept]",-6.544980913119375,6.055255616101436,-17.8176,5.237427250000001,NA,NA,NA,NA
"r_SPCD__a[122,Intercept]",37.35619545,6.458596820106165,24.9292525,50.5156,NA,NA,NA,NA
"r_SPCD__a[133,Intercept]",-22.81907867825,5.910591576776354,-34.002535,-10.901645,NA,NA,NA,NA
"r_SPCD__a[142,Intercept]",-7.6884581239725,6.714039672444186,-20.377055,6.414447750000001,NA,NA,NA,NA
"r_SPCD__a[202,Intercept]",35.818495275,5.921618531257109,24.6334775,47.91323,NA,NA,NA,NA
"r_SPCD__a[313,Intercept]",14.0652929861675,21.313473852007743,-18.020244999999996,64.65502750000002,NA,NA,NA,NA
"r_SPCD__a[321,Intercept]",12.2767634852,18.448614261654438,-15.694257499999999,55.98117750000002,NA,NA,NA,NA
"r_SPCD__a[322,Intercept]",-7.652797616945,6.204783400524158,-19.046274999999998,5.450956000000002,NA,NA,NA,NA
"r_SPCD__a[374,Intercept]",12.1508372986625,28.97333475562088,-42.780049999999996,73.7947975,NA,NA,NA,NA
"r_SPCD__a[475,Intercept]",-36.513986775,5.855160261893838,-47.26163,-24.652679999999997,NA,NA,NA,NA
"r_SPCD__a[740,Intercept]",-0.2011289803525,19.31485869430691,-28.171205,44.461945,NA,NA,NA,NA
"r_SPCD__a[746,Intercept]",34.790789575,5.991716036446,23.37063,46.902705000000005,NA,NA,NA,NA
"r_SPCD__a[748,Intercept]",30.5818880275,7.462555221243,16.72663,46.16510500000001,NA,NA,NA,NA
"r_SPCD__a[749,Intercept]",36.2477430075,14.700089065833303,12.6545325,70.30852000000002,NA,NA,NA,NA
"r_SPCD__a[756,Intercept]",-3.370372022485,25.51764762886228,-41.63747,57.96595000000001,NA,NA,NA,NA
"r_SPCD__a[814,Intercept]",20.988538731875,12.507523261646314,0.09413983750000005,48.4923,NA,NA,NA,NA
"r_SPCD__a[990,Intercept]",-11.622276179675,26.56726900950841,-49.975295,49.52356250000001,NA,NA,NA,NA
"r_SPCD__b[15,Intercept]",1.37065851,0.06674868881704418,1.238377,1.501764,NA,NA,NA,NA
"r_SPCD__b[19,Intercept]",1.60745954,0.06664233960250289,1.4786682500000001,1.74069175,NA,NA,NA,NA
"r_SPCD__b[64,Intercept]",1.98542382775,0.6753791836310468,0.95813725,3.62043625,NA,NA,NA,NA
"r_SPCD__b[65,Intercept]",2.5728518075,0.12159579490855267,2.347649,2.818499,NA,NA,NA,NA
"r_SPCD__b[66,Intercept]",1.9725656875,0.22796691067481262,1.5563935,2.433393,NA,NA,NA,NA
"r_SPCD__b[93,Intercept]",1.3825992475,0.05109502347308075,1.2805555,1.48041225,NA,NA,NA,NA
"r_SPCD__b[96,Intercept]",1.05120011925,0.12299452403717334,0.82515735,1.3007255,NA,NA,NA,NA
"r_SPCD__b[101,Intercept]",1.817533074,0.5337835560014442,0.96975255,3.0211399999999995,NA,NA,NA,NA
"r_SPCD__b[102,Intercept]",1.79220255475,0.48018277203105836,1.00288675,2.85771475,NA,NA,NA,NA
"r_SPCD__b[106,Intercept]",2.1056222325,0.13694315763080833,1.85060775,2.38431725,NA,NA,NA,NA
"r_SPCD__b[108,Intercept]",2.9076739775,0.10020311893232384,2.71111675,3.1075035,NA,NA,NA,NA
"r_SPCD__b[113,Intercept]",2.61172894,0.19533539270582095,2.2552114999999997,3.00711225,NA,NA,NA,NA
"r_SPCD__b[122,Intercept]",1.18218949475,0.06677527923877838,1.05655825,1.31863025,NA,NA,NA,NA
"r_SPCD__b[133,Intercept]",1.58915718,0.09880568048660818,1.4008332500000003,1.78963125,NA,NA,NA,NA
"r_SPCD__b[142,Intercept]",2.3467251175,0.4153990217093626,1.6550857499999998,3.2548580000000005,NA,NA,NA,NA
"r_SPCD__b[202,Intercept]",1.6015877325,0.05690698604651865,1.48815,1.7134437500000002,NA,NA,NA,NA
"r_SPCD__b[313,Intercept]",2.37918632075,1.0065277954483394,1.0285885000000001,4.91726375,NA,NA,NA,NA
"r_SPCD__b[321,Intercept]",2.2611753465,0.7247382916960218,1.1508744999999998,3.923289,NA,NA,NA,NA
"r_SPCD__b[322,Intercept]",2.8596710225,0.2389403481472367,2.4026015,3.35026475,NA,NA,NA,NA
"r_SPCD__b[374,Intercept]",2.3213606469,1.3734126303154754,0.11235115000000004,5.28300675,NA,NA,NA,NA
"r_SPCD__b[475,Intercept]",2.911119,0.3084154351408312,2.3486785,3.547051,NA,NA,NA,NA
"r_SPCD__b[740,Intercept]",1.6318176935,1.0855566599439597,0.4037041,4.343063000000001,NA,NA,NA,NA
"r_SPCD__b[746,Intercept]",1.9581499775,0.07985505588134008,1.8029647500000001,2.11050075,NA,NA,NA,NA
"r_SPCD__b[748,Intercept]",2.0035751175,0.21592686633832267,1.6199665,2.47821275,NA,NA,NA,NA
"r_SPCD__b[749,Intercept]",1.29002432225,0.27900842947235766,0.801271175,1.88327825,NA,NA,NA,NA
"r_SPCD__b[756,Intercept]",1.51773995833875,1.1810998647265034,0.16926290000000005,4.64225625,NA,NA,NA,NA
"r_SPCD__b[814,Intercept]",1.067709884,0.17739632227080934,0.7379322250000001,1.4375615,NA,NA,NA,NA
"r_SPCD__b[990,Intercept]",0.80660733696375,0.9523779118651676,-0.007561747499999999,3.564335750000003,NA,NA,NA,NA
lprior,-18.789660075,1.5754224617802568,-22.4519175,-16.149135,NA,NA,NA,NA
lp__,-96796.95795,7.29016209787917,-96812.5,-96783.6,NA,NA,NA,NA
