SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
11,220,-1.5672863774000014,-1.5549995569028874,-1.563600331250867,1.5672863774000014,1.5549995569028874,1.563600331250867,-0.04139966874913292
15,814,-1.6850320548735624,-1.6100509940431262,-1.6625377366244316,1.6850320548735624,1.6100509940431262,1.6625377366244316,0.057537736624431624
17,1111,-1.6068402886040227,-1.6099237514118974,-1.6077653274463852,1.6068402886040227,1.6099237514118974,1.6077653274463852,0.002765327446385246
19,105,-1.9831328171790523,-1.5941861513220161,-1.8664488174219414,1.9831328171790523,1.5941861513220161,1.8664488174219414,0.26144881742194137
20,NA,NA,-1.6036417005894787,NA,NA,1.6036417005894787,NA,NA
21,148,-1.8068313270806893,-1.6313500101505043,-1.7541869320016337,1.8068313270806893,1.6313500101505043,1.7541869320016337,0.1491869320016337
22,93,-1.1208231377099183,-1.6304457242792236,-1.27370991368071,1.1208231377099183,1.6304457242792236,1.27370991368071,-0.33129008631929
41,NA,NA,-1.575523735105011,NA,NA,1.575523735105011,NA,NA
42,NA,NA,-1.6027234450257073,NA,NA,1.6027234450257073,NA,NA
64,421,-1.4501056263145056,-1.5601698588172723,-1.4831248960653358,1.4501056263145056,1.5601698588172723,1.4831248960653358,-0.12187510393466416
73,155,-1.740715451353122,-1.5966821045685824,-1.6975054473177602,1.740715451353122,1.5966821045685824,1.6975054473177602,0.09250544731776023
81,103,-1.1786722191111725,-1.5076945622686748,-1.277378922058423,1.1786722191111725,1.5076945622686748,1.277378922058423,-0.3276210779415769
93,154,-1.4355406994381654,-1.556357810606625,-1.4717858327887035,1.4355406994381654,1.556357810606625,1.4717858327887035,-0.13321416721129653
98,80,-1.3474905304538174,-1.5236672198783974,-1.4003435372811914,1.3474905304538174,1.5236672198783974,1.4003435372811914,-0.20465646271880855
101,NA,NA,-1.5561496414295874,NA,NA,1.5561496414295874,NA,NA
103,NA,NA,-1.6349287147329874,NA,NA,1.6349287147329874,NA,NA
108,1385,-1.7557562216734106,-1.6667473227953749,-1.7290535520099999,1.7557562216734106,1.6667473227953749,1.7290535520099999,0.1240535520099999
116,NA,NA,-1.6191082755807873,NA,NA,1.6191082755807873,NA,NA
117,39,-1.4605203117856576,-1.593102648071225,-1.5413955369198535,1.4605203117856576,1.593102648071225,1.5413955369198535,-0.063604463080146445
119,NA,NA,-1.40909685717665,NA,NA,1.40909685717665,NA,NA
122,3464,-1.925562131908928,-1.7260097712,-1.8656964236962497,1.925562131908928,1.7260097712,1.8656964236962497,0.2606964236962497
202,7670,-1.529538445989428,-1.60423991396075,-1.5519488863808244,1.529538445989428,1.60423991396075,1.5519488863808244,-0.05305111361917558
211,NA,NA,-1.6904504563531748,NA,NA,1.6904504563531748,NA,NA
231,NA,NA,-1.5471208952327062,NA,NA,1.5471208952327062,NA,NA
242,137,-1.5769174188766806,-1.6526607284666124,-1.5996404117536602,1.5769174188766806,1.6526607284666124,1.5996404117536602,-0.005359588246339753
263,703,-1.6301205152462224,-1.60069079576626,-1.6212915994022334,1.6301205152462224,1.60069079576626,1.6212915994022334,0.01629159940223346
264,422,-1.7003081427622744,-1.6060410039615287,-1.6720280011220507,1.7003081427622744,1.6060410039615287,1.6720280011220507,0.06702800112205076
312,98,-1.679839709704973,-1.6881741008288624,-1.68234002704214,1.679839709704973,1.6881741008288624,1.68234002704214,0.07734002704214005
351,351,-1.7131001802159138,-1.5876117132575212,-1.6754536401283961,1.7131001802159138,1.5876117132575212,1.6754536401283961,0.07045364012839617
361,109,-1.4575175668520766,-1.5429790697444,-1.4831560177197738,1.4575175668520766,1.5429790697444,1.4831560177197738,-0.12184398228022619
431,NA,NA,-1.5865453562716598,NA,NA,1.5865453562716598,NA,NA
475,34,-1.2859372995185465,-1.5830299681178586,-1.4820184607940923,1.2859372995185465,1.5830299681178586,1.4820184607940923,-0.12298153920590771
542,NA,NA,-1.6090159380555373,NA,NA,1.6090159380555373,NA,NA
631,132,-1.6439634762192503,-1.610286693181475,-1.6338604413079176,1.6439634762192503,1.610286693181475,1.6338604413079176,0.02886044130791765
746,NA,NA,-1.5479190525747,NA,NA,1.5479190525747,NA,NA
747,NA,NA,-1.5954023344968111,NA,NA,1.5954023344968111,NA,NA
768,NA,NA,-1.5315892963744724,NA,NA,1.5315892963744724,NA,NA
805,47,-0.9493903859975534,-1.5313134771473873,-1.2578096243069654,0.9493903859975534,1.5313134771473873,1.2578096243069654,-0.34719037569303457
815,142,-1.3970330234255863,-1.5444700489880374,-1.4412641310943217,1.3970330234255863,1.5444700489880374,1.4412641310943217,-0.16373586890567826
818,32,-1.1675422385340803,-1.5294344757102873,-1.4136289598139011,1.1675422385340803,1.5294344757102873,1.4136289598139011,-0.19137104018609885
920,NA,NA,-1.590282735417175,NA,NA,1.590282735417175,NA,NA
981,NA,NA,-1.5329768493968123,NA,NA,1.5329768493968123,NA,NA
