SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior
117,0.02320940088548,5.83155548338548,340.88851330949655,-0.005933258071225,-1.593102648071225,591.7211057317123,-1.4605203117856576,39,0.39,0.61,438.71322435416073,-1.5413955369198535,NA
119,-0.11439838553029374,5.6939476969697065,297.0640276761974,0.17807253282335,-1.40909685717665,NA,NA,NA,NA,NA,NA,NA,NA
122,-0.3176319985125,5.4907140839875,242.4302606303382,-0.1388403812,-1.7260097712,334.7354600122819,-1.925562131908928,3464,0.7,0.30000000000000004,307.0439001976988,-1.8656964236962497,NA
202,0.27049515213750003,6.0788412346375,436.52307371952423,-0.01707052396075,-1.60423991396075,606.0064139119662,-1.529538445989428,7670,0.7,0.30000000000000004,555.1614118542336,-1.5519488863808244,NA
211,-0.029114921811222876,5.779231160688777,323.51036728903847,-0.103281066353175,-1.6904504563531748,NA,NA,NA,NA,NA,NA,NA,NA
231,-0.7936406262375,5.0147054562625,150.6117684788378,0.04004849476729375,-1.5471208952327062,NA,NA,NA,NA,NA,NA,NA,NA
242,0.402555724,6.2109018065,498.1502839501313,-0.0654913384666125,-1.6526607284666124,680.51372746128,-1.5769174188766806,137,0.7,0.30000000000000004,625.8046944079354,-1.5996404117536602,NA
263,0.342293862125,6.150639944625,469.0174359519192,-0.01352140576626,-1.60069079576626,614.4565147709717,-1.6301205152462224,703,0.7,0.30000000000000004,570.824791125256,-1.6212915994022334,NA
264,0.433725489875,6.242071572375,513.9220356702693,-0.01887161396152875,-1.6060410039615287,661.2563138399381,-1.7003081427622744,422,0.7,0.30000000000000004,617.0560303890375,-1.6720280011220507,NA
312,-0.1212798884056875,5.687066194094313,295.0267983547082,-0.1010047108288625,-1.6881741008288624,420.53680094140714,-1.679839709704973,98,0.7,0.30000000000000004,382.8838001653975,-1.68234002704214,NA
351,-0.188235402993,5.620110679507,275.9199202255838,-4.4232325752125e-4,-1.5876117132575212,390.6092085557006,-1.7131001802159138,351,0.7,0.30000000000000004,356.20242205666557,-1.6754536401283961,NA
361,0.1619901000225,5.9703361825225,391.6373102400621,0.0441903202556,-1.5429790697444,588.8590502332652,-1.4575175668520766,109,0.7,0.30000000000000004,529.6925282353043,-1.4831560177197738,NA
431,0.29657698230125,6.10492306480125,448.05816868505457,6.240337283399999e-4,-1.5865453562716598,NA,NA,NA,NA,NA,NA,NA,NA
475,-0.3541372039625,5.4542088785375,233.73988126770416,0.00413942188214125,-1.5830299681178586,334.5839991843004,-1.2859372995185465,34,0.34,0.6599999999999999,268.0268813593469,-1.4820184607940923,NA
542,-0.172515146633425,5.635830935866575,280.2917250202906,-0.0218465480555375,-1.6090159380555373,NA,NA,NA,NA,NA,NA,NA,NA
631,0.472227586875,6.280573669375,534.0949698855229,-0.023117303181475,-1.610286693181475,644.8255932534424,-1.6439634762192503,132,0.7,0.30000000000000004,611.6064062430665,-1.6338604413079176,NA
746,-0.600441938875,5.207904143625,182.7107211945959,0.0392503374253,-1.5479190525747,NA,NA,NA,NA,NA,NA,NA,NA
747,-0.026231900574325,5.782114181925675,324.4444003198626,-0.00823294449681125,-1.5954023344968111,NA,NA,NA,NA,NA,NA,NA,NA
768,-0.76163211132,5.04671397118,155.5106116137524,0.0555800936255275,-1.5315892963744724,NA,NA,NA,NA,NA,NA,NA,NA
805,0.167453305877375,5.975799388377375,393.7827606688244,0.0558559128526125,-1.5313134771473873,668.6864263347256,-0.9493903859975534,47,0.47,0.53,522.987483531798,-1.2578096243069654,NA
815,-0.37537133075,5.43297475175,228.828943256019,0.0426993410119625,-1.5444700489880374,322.35291086015184,-1.3970330234255863,142,0.7,0.30000000000000004,294.295720578912,-1.4412641310943217,NA
818,-0.13212618637705,5.67621989612295,291.84414101630006,0.0577349142897125,-1.5294344757102873,434.35054066804264,-1.1675422385340803,32,0.32,0.6799999999999999,337.44618890485765,-1.4136289598139011,NA
920,-0.54418636295,5.26415971955,193.28382791033556,-0.003113345417175,-1.590282735417175,NA,NA,NA,NA,NA,NA,NA,NA
981,0.1039886840603625,5.912334766560362,369.56800392765246,0.0541925406031875,-1.5329768493968123,NA,NA,NA,NA,NA,NA,NA,NA
