SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior
11,0.441494526875,6.249840609375,517.9302648602646,0.0321698330971125,-1.5549995569028874,675.9860928761433,-1.5672863774000014,220,0.7,0.30000000000000004,628.5693444713797,-1.563600331250867,NA
15,0.1821125246719,5.9904586071719,399.59782634075344,-0.02288160404312625,-1.6100509940431262,553.3960859409142,-1.6850320548735624,814,0.7,0.30000000000000004,507.2566080608659,-1.6625377366244316,NA
17,0.0403643931660625,5.848710475666063,346.78690187481027,-0.0227543614118975,-1.6099237514118974,471.417643877814,-1.6068402886040227,1111,0.7,0.30000000000000004,434.02842127691287,-1.6077653274463852,NA
19,-0.0094158813967075,5.798930201103293,329.9463947464076,-0.00701676132201625,-1.5941861513220161,419.1676081186581,-1.9831328171790523,105,0.7,0.30000000000000004,392.401244106983,-1.8664488174219414,NA
20,0.4725603719625,6.2809064544624995,534.272738304508,-0.01647231058947875,-1.6036417005894787,NA,NA,NA,NA,NA,NA,NA,NA
21,0.482161088375,6.290507170875,539.4268413031668,-0.0441806201505045,-1.6313500101505043,697.1263811872141,-1.8068313270806893,148,0.7,0.30000000000000004,649.8165192219999,-1.7541869320016337,NA
22,0.49328920725,6.30163528975,545.463171525396,-0.04327633427922375,-1.6304457242792236,737.2832863618606,-1.1208231377099183,93,0.7,0.30000000000000004,679.7372519109213,-1.27370991368071,NA
41,0.330372155218875,6.138718237718875,463.45914553309086,0.01164565489498875,-1.575523735105011,NA,NA,NA,NA,NA,NA,NA,NA
42,0.2282743127063425,6.036620395206342,418.47635762618694,-0.0155540550257075,-1.6027234450257073,NA,NA,NA,NA,NA,NA,NA,NA
64,-0.769920796875,5.038425285625,154.22696029383914,0.0269995311827275,-1.5601698588172723,241.40427735536514,-1.4501056263145056,421,0.7,0.30000000000000004,215.25108223690734,-1.4831248960653358,NA
73,0.02241215898549875,5.830758241485499,340.6168510081375,-0.0095127145685825,-1.5966821045685824,461.38441507506985,-1.740715451353122,155,0.7,0.30000000000000004,425.15414585499013,-1.6975054473177602,NA
81,0.11217933825265,5.92052542075265,372.6074381334733,0.079474827731325,-1.5076945622686748,565.2474021348038,-1.1786722191111725,103,0.7,0.30000000000000004,507.45541293440465,-1.277378922058423,NA
93,0.08679053800680862,5.8951366205068085,363.26646215700686,0.030811579393375,-1.556357810606625,487.23435309533374,-1.4355406994381654,154,0.7,0.30000000000000004,450.04398581383566,-1.4717858327887035,NA
98,0.246077755669625,6.054423838169625,425.993393600735,0.0635021701216025,-1.5236672198783974,480.17279812535145,-1.3474905304538174,80,0.7,0.30000000000000004,463.9189767679665,-1.4003435372811914,NA
101,-0.3715466353875,5.4367994471125,229.70582007852016,0.031019748570412498,-1.5561496414295874,NA,NA,NA,NA,NA,NA,NA,NA
103,0.273758056096,6.082104138596,437.94973284484513,-0.0477593247329875,-1.6349287147329874,NA,NA,NA,NA,NA,NA,NA,NA
108,-0.17098129233975,5.63736479016025,280.7219815772725,-0.079577932795375,-1.6667473227953749,384.2051490854495,-1.7557562216734106,1385,0.7,0.30000000000000004,353.1601988329964,-1.7290535520099999,NA
116,-0.4618468695375,5.3464992129625,209.8722921188805,-0.0319388855807875,-1.6191082755807873,NA,NA,NA,NA,NA,NA,NA,NA
