SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
11,1016,-1.7047390935386875,-1.6412737291471,-1.6856994842212112,1.7047390935386875,1.6412737291471,1.6856994842212112,0.0806994842212112
15,815,-1.6850320548735624,-1.611195812430485,-1.6628811821406393,1.6850320548735624,1.611195812430485,1.6628811821406393,0.05788118214063931
17,1494,-1.6391214500667046,-1.6298594053322015,-1.6363428366463537,1.6391214500667046,1.6298594053322015,1.6363428366463537,0.03134283664635373
19,468,-1.5981401144752239,-1.624867638439725,-1.6061583716645742,1.5981401144752239,1.624867638439725,1.6061583716645742,0.0011583716645742204
20,NA,NA,-1.6143486448500675,NA,NA,1.6143486448500675,NA,NA
21,148,-1.8068313270806893,-1.6339912991201213,-1.7549793186925189,1.8068313270806893,1.6339912991201213,1.7549793186925189,0.1499793186925189
22,179,-1.246396337099231,-1.614483038832395,-1.3568223476191803,1.246396337099231,1.614483038832395,1.3568223476191803,-0.24817765238081968
41,NA,NA,-1.5895964697539389,NA,NA,1.5895964697539389,NA,NA
42,46,-1.4968101320444398,-1.580796706711975,-1.542162882364909,1.4968101320444398,1.580796706711975,1.542162882364909,-0.06283711763509103
64,421,-1.4501056263145056,-1.5625376400565387,-1.4838352304371156,1.4501056263145056,1.5625376400565387,1.4838352304371156,-0.12116476956288436
72,NA,NA,-1.6072613922347263,NA,NA,1.6072613922347263,NA,NA
73,396,-1.78774178478898,-1.7148814799246126,-1.7658836933296698,1.78774178478898,1.7148814799246126,1.7658836933296698,0.16088369332966979
81,103,-1.1786722191111725,-1.5188087313257626,-1.2807131727755494,1.1786722191111725,1.5188087313257626,1.2807131727755494,-0.32428682722445057
93,333,-1.4627950666987874,-1.6043681512562225,-1.505266992066018,1.4627950666987874,1.6043681512562225,1.505266992066018,-0.09973300793398199
98,113,-1.545363242852783,-1.5356813214965626,-1.5424586664459168,1.545363242852783,1.5356813214965626,1.5424586664459168,-0.0625413335540832
101,46,-1.6926892404070266,-1.57408630392085,-1.6286436547044914,1.6926892404070266,1.57408630392085,1.6286436547044914,0.023643654704491368
103,NA,NA,-1.6392715184815125,NA,NA,1.6392715184815125,NA,NA
108,1747,-1.7587556296356053,-1.657389521115355,-1.7283457970795302,1.7587556296356053,1.657389521115355,1.7283457970795302,0.1233457970795302
116,NA,NA,-1.6218316890358124,NA,NA,1.6218316890358124,NA,NA
117,39,-1.4605203117856576,-1.6011859036935374,-1.5463263228494641,1.4605203117856576,1.6011859036935374,1.5463263228494641,-0.05867367715053584
119,NA,NA,-1.4316023189843126,NA,NA,1.4316023189843126,NA,NA
122,4065,-1.9186889097034596,-1.7240079195875,-1.8602846126686716,1.9186889097034596,1.7240079195875,1.8602846126686716,0.25528461266867164
202,12402,-1.4928802466844169,-1.5801448513945044,-1.5190596280974433,1.4928802466844169,1.5801448513945044,1.5190596280974433,-0.08594037190255666
211,NA,NA,-1.6862703771840875,NA,NA,1.6862703771840875,NA,NA
231,NA,NA,-1.5567714008540163,NA,NA,1.5567714008540163,NA,NA
242,699,-1.5022699834884221,-1.576214733312825,-1.5244534084357428,1.5022699834884221,1.576214733312825,1.5244534084357428,-0.08054659156425714
263,2222,-1.743738944245202,-1.669348350541875,-1.721421766134204,1.743738944245202,1.669348350541875,1.721421766134204,0.11642176613420396
264,686,-1.5996330838489667,-1.6093060261229988,-1.6025349665311763,1.5996330838489667,1.6093060261229988,1.6025349665311763,-0.002465033468823652
312,209,-1.7320393731061912,-1.6079608320810688,-1.6948158107986546,1.7320393731061912,1.6079608320810688,1.6948158107986546,0.08981581079865464
351,702,-1.5750466487119823,-1.575059033281352,-1.5750503640827933,1.5750466487119823,1.575059033281352,1.5750503640827933,-0.029949635917206674
361,109,-1.4575175668520766,-1.556482209217225,-1.4872069595616213,1.4575175668520766,1.556482209217225,1.4872069595616213,-0.11779304043837868
374,NA,NA,-1.5636195829241037,NA,NA,1.5636195829241037,NA,NA
