SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior,sdimax_combined_orig,w_qr_new,w_bayes_new,sdimax_source
11,0.51678405375,6.341614470000001,567.712126101204,-0.0426034691471,-1.6412737291471,713.2607877659452,-1.7047390935386877,1016,0.7,0.30000000000000004,669.5961892665229,-1.6856994842212112,NA,669.5961892665229,0.7,0.30000000000000004,qr_dominant
15,0.165578850374375,5.990409266624376,399.5781104516127,-0.012525552430485,-1.611195812430485,553.3960859409142,-1.6850320548735624,815,0.7,0.30000000000000004,507.2506932941237,-1.6628811821406393,NA,507.2506932941237,0.7,0.30000000000000004,qr_dominant
17,0.05043095545708625,5.8752613717070865,356.1177276061056,-0.03118914533220162,-1.6298594053322015,483.7325149361794,-1.6391214500667046,1494,0.7,0.30000000000000004,445.4480787371573,-1.6363428366463535,NA,445.4480787371573,0.7,0.30000000000000004,qr_dominant
19,0.140815879358875,5.965646295608876,389.8048758575997,-0.026197378439725,-1.624867638439725,556.6684322533926,-1.598140114475224,468,0.7,0.30000000000000004,506.60936533465474,-1.6061583716645742,NA,506.60936533465474,0.7,0.30000000000000004,qr_dominant
20,0.4481288702,6.27295928645,530.0436101431258,-0.0156783848500675,-1.6143486448500677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.464979609625,6.289810025875,539.0509136311604,-0.03532103912012125,-1.6339912991201213,697.1263811872141,-1.8068313270806893,148,0.7,0.30000000000000004,649.703740920398,-1.7549793186925189,NA,649.703740920398,0.7,0.30000000000000004,qr_dominant
22,0.42865632325,6.2534867395,519.8221529407448,-0.015812778832395,-1.614483038832395,734.9013915876752,-1.246396337099231,179,0.7,0.30000000000000004,670.3776199935961,-1.3568223476191803,NA,670.3776199935961,0.7,0.30000000000000004,qr_dominant
41,0.301184259998625,6.126014676248626,457.60880256202154,0.00907379024606125,-1.5895964697539389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.461151125625,6.2859815418750005,536.9911113091807,0.017873553288025,-1.580796706711975,678.4641737994954,-1.4968101320444398,46,0.46,0.54,569.5299156819531,-1.542162882364909,NA,602.0687200547255,0.23,0.77,bayes_dominant
64,-0.7863910515,5.03843936475,154.22913168977712,0.03613261994346125,-1.5625376400565387,241.4042773553651,-1.4501056263145056,421,0.7,0.30000000000000004,215.25173365568872,-1.4838352304371156,NA,215.25173365568872,0.7,0.30000000000000004,qr_dominant
72,-0.36822620854125,5.45660420770875,234.3004363126948,-0.00859113223472625,-1.6072613922347263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,-0.0082764360287375,5.816553980221263,335.812839752499,-0.1162112199246125,-1.7148814799246126,465.3752575692028,-1.78774178478898,396,0.7,0.30000000000000004,426.50653222419163,-1.7658836933296698,NA,426.5065322241916,0.7,0.30000000000000004,qr_dominant
81,0.09382716758418748,5.918657583834188,371.9121177791016,0.0798615286742375,-1.5188087313257626,565.2474021348038,-1.1786722191111725,103,0.7,0.30000000000000004,471.4797892222882,-1.2807131727755494,NA,507.2468168280931,0.515,0.485,qr_dominant
93,0.03886840680072875,5.863698823050729,352.02381270875196,-0.0056978912562225,-1.6043681512562225,482.78021445359445,-1.4627950666987874,333,0.7,0.30000000000000004,443.5532939301417,-1.505266992066018,NA,443.5532939301417,0.7,0.30000000000000004,qr_dominant
98,0.2293034609,6.05413387715,425.8698900284491,0.0629889385034375,-1.5356813214965626,552.7835998362604,-1.545363242852783,113,0.7,0.30000000000000004,497.57613606986246,-1.5424586664459168,NA,514.709486893917,0.565,0.43500000000000005,qr_dominant
101,-0.312412584375,5.512417831875,247.74941993490873,0.02458395607915,-1.57408630392085,294.7639137165559,-1.6926892404070266,46,0.46,0.54,258.5627535046876,-1.6286436547044914,NA,269.37608707446645,0.23,0.77,bayes_dominant
103,0.2487424034534875,6.073572819703488,434.2293365239962,-0.0406012584815125,-1.6392715184815123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,-0.1284707769671375,5.696359639282862,297.78139374928793,-0.05871926111535512,-1.657389521115355,407.1887518466358,-1.7587556296356053,1747,0.7,0.30000000000000004,374.36654441743144,-1.7283457970795302,NA,374.36654441743144,0.7,0.30000000000000004,qr_dominant
116,-0.473805657375,5.351024758875,210.8242312099704,-0.0231614290358125,-1.6218316890358124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.0046133220253175,5.829443738275318,340.16940321425574,-0.0025156436935375,-1.6011859036935374,591.7211057317123,-1.4605203117856576,39,0.39,0.61,389.2219852051598,-1.546326322849464,NA,438.2745671960638,0.195,0.8049999999999999,bayes_dominant
119,-0.211132072083875,5.613698344166125,274.15628970809996,0.1670679410156875,-1.4316023189843126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,-0.33814856125,5.4866818550000005,241.45469448083105,-0.1253376595875,-1.7240079195875,334.6250151361176,-1.9186889097034596,4065,0.7,0.30000000000000004,306.67391893953163,-1.8602846126686716,NA,306.67391893953163,0.7,0.30000000000000004,qr_dominant
