variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,-0.158746,-0.21535005000000002,-0.10171850000000007,1.0111277385655093,558.0761367837924
b_CR_t1_std,0.566028,0.5596947999999999,0.5726415,1.0008319570876378,7795.1315689457115
b_DBH_std,0.115674,0.07668225999999999,0.1542383,1.0047843376751724,940.5030008707763
b_IDBH_stdE2,-0.03210665,-0.03681445,-0.02717733,1.0014404001235415,7736.047564071665
b_BA_std,-0.0321743,-0.04270469,-0.022246795000000007,1.0009885723925354,4141.753900740862
b_BAL_std,-0.0470667,-0.058295820000000005,-0.03621086000000001,1.000946928992669,3592.5618934424688
b_SI_std,-0.015436849999999998,-0.021421375,-0.009461291000000002,1.0028271817141896,8617.858773762116
b_relDBH_std,-0.02944595,-0.03898775,-0.020188580000000005,1.0008507083750542,5660.91601753412
sd_SPCD_grouped__Intercept,0.163434,0.12592675,0.21801504999999996,1.0016102483017124,991.2070306533262
sd_SPCD_grouped__DBH_std,0.09410765,0.06444577,0.13758684999999996,1.0018169528926775,1205.7907349455709
cor_SPCD_grouped__Intercept__DBH_std,-0.6385275,-0.8580815500000001,-0.23278480000000018,1.003138818642241,967.6841241314459
phi,12.23615,12.07359,12.39531,0.9997820124946534,6753.992605127297
Intercept,-0.191787,-0.2491462,-0.13428075,1.0110927831984389,552.9699416192658
"r_SPCD_grouped[OTHER,Intercept]",-0.17155700000000002,-0.29174355,-0.05254414000000014,1.0016175745129026,2111.8018269222985
"r_SPCD_grouped[11,Intercept]",0.0917228,0.031965375,0.15013769999999999,1.009568132387569,594.5244927974741
"r_SPCD_grouped[15,Intercept]",0.08243700000000001,0.01692076,0.1508776,1.0075645490962226,744.1652438876838
"r_SPCD_grouped[17,Intercept]",0.0133917,-0.062447169999999996,0.08909535999999998,1.0071486650404722,903.868649897576
"r_SPCD_grouped[19,Intercept]",0.19259199999999999,0.10494074999999999,0.28409829999999997,1.0053428452817645,1001.0309359412857
"r_SPCD_grouped[21,Intercept]",-0.01249805,-0.09076735,0.06443699499999998,1.0060331950426549,988.9771520254034
"r_SPCD_grouped[22,Intercept]",0.06872455,0.0026130270000000017,0.13319425,1.008163453806822,704.0884225951503
"r_SPCD_grouped[42,Intercept]",0.1602695,0.07646169,0.24235809999999994,1.0052614671697317,1098.384323043327
"r_SPCD_grouped[81,Intercept]",-0.0479881,-0.12345695,0.02232103999999986,1.0061948704325152,846.463678878906
"r_SPCD_grouped[93,Intercept]",0.386611,0.27168635,0.5082290999999999,1.001339760403554,2457.379431789732
"r_SPCD_grouped[108,Intercept]",-0.06118635,-0.16091404999999998,0.021354219999999934,1.0075369095237439,1002.5721479903591
"r_SPCD_grouped[117,Intercept]",-0.03032795,-0.22645464999999998,0.18013204999999993,1.0008974447115735,3471.380436361954
"r_SPCD_grouped[119,Intercept]",0.120083,0.012949465000000005,0.2266632,1.002836545561649,1933.2100966625883
"r_SPCD_grouped[122,Intercept]",-0.1502275,-0.23209349999999998,-0.06643295500000002,1.0045833831817244,1165.1184414147863
"r_SPCD_grouped[202,Intercept]",-0.13674350000000002,-0.19497735000000002,-0.07895886500000002,1.0112041763123814,562.0694632792022
"r_SPCD_grouped[231,Intercept]",0.06523994999999999,-0.04543107999999999,0.17003414999999997,1.0024584995545283,1577.415655690564
"r_SPCD_grouped[242,Intercept]",0.14548,0.084283155,0.20769299999999996,1.0114667422880155,610.8011580911237
"r_SPCD_grouped[263,Intercept]",0.101523,0.04304552000000001,0.15981505000000001,1.0110485147479595,563.9743952051591
"r_SPCD_grouped[264,Intercept]",0.19692900000000002,0.1368899,0.25854284999999994,1.0077808471730616,668.7560767413561
"r_SPCD_grouped[312,Intercept]",-0.057118100000000005,-0.13519910000000002,0.020340284999999875,1.0055625749306114,914.2480259985118
"r_SPCD_grouped[351,Intercept]",-0.1294565,-0.21067044999999998,-0.04614051500000003,1.0075112210065353,900.9638870841635
"r_SPCD_grouped[361,Intercept]",-0.206445,-0.30826264999999997,-0.10448490000000003,1.0033011628912283,1612.6938967724177
"r_SPCD_grouped[431,Intercept]",-0.0956176,-0.197076,-8.937499000000088e-4,1.0061399506431572,1588.6487536822224
"r_SPCD_grouped[492,Intercept]",-0.00149687,-0.14758575,0.15401259999999997,1.0031090339543647,2727.8808158098814
"r_SPCD_grouped[747,Intercept]",-0.2408365,-0.3834668,-0.10442880000000013,1.00149838315938,2824.069985852852
"r_SPCD_grouped[768,Intercept]",-0.2021525,-0.3513013,-0.05459652000000008,1.001627033417359,2462.692898530097
"r_SPCD_grouped[815,Intercept]",0.07379350000000001,-0.038336595,0.18011965,1.0034208599615284,1724.2572118046992
"r_SPCD_grouped[818,Intercept]",-0.15410649999999998,-0.30168029999999996,-0.008408092000000183,1.0004600173525893,2639.0918187503344
"r_SPCD_grouped[OTHER,DBH_std]",0.09917495,0.017527715,0.19229244999999998,1.000704008366236,3357.2525290292187
"r_SPCD_grouped[11,DBH_std]",-0.0326071,-0.07464185,0.009033073499999997,1.0047964797074915,1052.055703957658
"r_SPCD_grouped[15,DBH_std]",-0.02678815,-0.08222764999999999,0.02800546499999999,1.0037522386427966,1534.3550742788084
"r_SPCD_grouped[17,DBH_std]",-0.040973499999999996,-0.11576979999999999,0.025665904999999968,1.0014891404717479,2662.0241792390393
"r_SPCD_grouped[19,DBH_std]",-0.06625629999999999,-0.15777965,0.020809074999999937,1.0006780863442486,2943.3735118378427
"r_SPCD_grouped[21,DBH_std]",-0.02099895,-0.081978555,0.035174409999999996,1.0023759732224014,1887.0021922939652
