variable,estimate
b_Intercept,-0.4339875
b_DBH_std,0.275412
b_IDBH_stdE2,-0.046346200000000004
b_BA_std,-0.0777065
b_BAL_std,-0.0607793
b_CR_std,-0.7531445
b_SI_std,-0.04264365
sd_SPCD__Intercept,0.4472525
sigma,1.28323
Intercept,-0.4785305
"r_SPCD[11,Intercept]",0.27919550000000004
"r_SPCD[15,Intercept]",0.247743
"r_SPCD[17,Intercept]",0.1307425
"r_SPCD[19,Intercept]",0.6082295
"r_SPCD[20,Intercept]",-0.294756
"r_SPCD[21,Intercept]",-0.04468385
"r_SPCD[22,Intercept]",0.1383045
"r_SPCD[42,Intercept]",0.46575900000000003
"r_SPCD[73,Intercept]",-0.217952
"r_SPCD[81,Intercept]",-0.1177365
"r_SPCD[93,Intercept]",1.0112
"r_SPCD[98,Intercept]",0.18020550000000002
"r_SPCD[108,Intercept]",0.0384548
"r_SPCD[116,Intercept]",-0.14553349999999998
"r_SPCD[117,Intercept]",-0.582667
"r_SPCD[119,Intercept]",0.4234965
"r_SPCD[122,Intercept]",-0.254931
"r_SPCD[202,Intercept]",-0.267197
"r_SPCD[231,Intercept]",0.334981
"r_SPCD[242,Intercept]",0.3835095
"r_SPCD[263,Intercept]",0.280203
"r_SPCD[264,Intercept]",0.571639
"r_SPCD[312,Intercept]",-0.09290405
"r_SPCD[351,Intercept]",-0.4154525
"r_SPCD[352,Intercept]",-0.1468105
"r_SPCD[361,Intercept]",-0.5543875
"r_SPCD[375,Intercept]",-0.7371785
"r_SPCD[431,Intercept]",-0.185421
"r_SPCD[492,Intercept]",0.1190245
"r_SPCD[542,Intercept]",0.0042048450000000005
"r_SPCD[631,Intercept]",-0.0329029
"r_SPCD[747,Intercept]",-0.5219985
"r_SPCD[763,Intercept]",-0.049411449999999996
"r_SPCD[768,Intercept]",-0.5222765
"r_SPCD[771,Intercept]",0.011674549999999999
"r_SPCD[805,Intercept]",-0.2242825
"r_SPCD[815,Intercept]",0.30308
"r_SPCD[818,Intercept]",-0.337912
lprior,-4.57934
lp__,-50106.4
