SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior,sdimax_combined_orig,w_qr_new,w_bayes_new,sdimax_source
42,0.40070954788,6.14476234288,466.2688237885944,0.079767651667,-1.5342462633329998,676.8338554821487,-1.4142540087163031,647,0.7,0.30000000000000004,613.6643459740824,-1.4502516851013123,NA,613.6643459740824,0.7,0.30000000000000004,qr_dominant
94,-0.31643097908575,5.42762181591425,227.60730918684988,-0.05765367392838375,-1.6716675889283836,295.1828088367152,-1.88471483461649,285,0.7,0.30000000000000004,274.9101589417556,-1.820800660910058,NA,274.9101589417556,0.7,0.30000000000000004,qr_dominant
95,-0.117591349422,5.626461445578,277.67779912383673,0.02622383995735,-1.58779007504265,601.4689534183766,-1.111901837782691,127,0.7,0.30000000000000004,483.2851821008695,-1.2546683089606787,NA,504.3316071300146,0.635,0.365,qr_dominant
98,0.39120916555375,6.13526196055375,461.8600672920839,-0.0020395766525375,-1.6160534916525373,627.4987572434615,-1.5103116245618236,696,0.7,0.30000000000000004,577.8071502580482,-1.5420341846890375,NA,577.8071502580482,0.7,0.30000000000000004,qr_dominant
108,-0.0711563405658575,5.6728964544341425,290.87582399526644,0.093833730640575,-1.520180184359425,371.89185906693314,-1.5774166405402097,123,0.7,0.30000000000000004,340.7006855643415,-1.5602457036859745,679,347.58704854543316,0.615,0.385,qr_dominant
242,0.61163293205,6.35568572705,575.7570174848207,0.0967019012901625,-1.5173120137098377,764.4014303776888,-1.217843780758775,337,0.7,0.30000000000000004,707.8081065098283,-1.3076842506440938,762,707.8081065098283,0.7,0.30000000000000004,qr_dominant
263,0.45812540066625,6.20217819566625,493.8235147011695,0.0269575824778975,-1.5870563325221023,644.2884888867014,-1.5904166156544297,1382,0.7,0.30000000000000004,599.1489966310419,-1.5894085307147312,682,599.1489966310419,0.7,0.30000000000000004,qr_dominant
264,0.29873095171375,6.04278374671375,421.06353918053094,0.13574906704275,-1.47826484795725,627.7277303919486,-1.242531455876958,809,0.7,0.30000000000000004,565.7284730285234,-1.3132514735010457,687,565.7284730285234,0.7,0.30000000000000004,qr_dominant
351,-0.45978599536525,5.28426679963475,197.20953632291196,-0.0476493440514625,-1.6616632590514624,NA,NA,NA,NA,NA,NA,NA,441,NA,NA,NA,NA
375,-0.37714456892125,5.36690822607875,214.1995861799445,-0.187700748566375,-1.801714663566375,225.507508039156,-2.271893169536036,135,0.7,0.30000000000000004,221.83243343491228,-2.1308396177451376,466,222.11513148139255,0.675,0.32499999999999996,qr_dominant
376,-0.3828708868275,5.3611819081725,212.97651643927853,-0.182883729711625,-1.796897644711625,235.9065484291257,-2.2276022638421344,88,0.7,0.30000000000000004,219.85552603623267,-2.0983908781029816,466,229.02753883217156,0.3,0.7,bayes_dominant
741,-0.33366640738175,5.41038638761825,223.71801285280844,0.00905879075225975,-1.6049551242477402,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,NA,NA
746,-0.07356822191905875,5.670484573080941,290.1751113768048,-0.0250317255649125,-1.6390456405649123,304.2632488428691,-1.9692074300634368,61,0.61,0.39,294.4015526166241,-1.840444332159012,562,298.768875231104,0.3,0.7,bayes_dominant
747,-0.217540774191375,5.526512020808625,251.26597031817192,0.01460075217945,-1.59941316282055,363.0190009281902,-1.4077760521059006,85,0.7,0.30000000000000004,284.7918795011774,-1.4652671853202954,452,329.49309174518476,0.3,0.7,bayes_dominant
