SPCD,n_stands,qr_intercept,qr_slope,qr_sdimax_10,reineke_sdimax
42,647,9.773866028093657,-1.4142540087163031,676.8338554821487,804.0089129074577
94,285,10.027311138115241,-1.88471483461649,295.1828088367152,513.0117113257526
95,127,8.959623515369184,-1.111901837782691,601.4689534183766,445.47267491933786
98,696,9.919362723007145,-1.5103116245618236,627.4987572434615,1066.1629541557193
108,123,9.550739152526953,-1.5774166405402097,371.89185906693314,417.80527711440436
242,337,9.44328201877743,-1.217843780758775,764.4014303776888,885.316761280402
263,1382,10.130216180764101,-1.5904166156544295,644.2884888867014,797.3873332795405
264,809,9.303140930005261,-1.242531455876958,627.7277303919486,886.1714025276463
375,135,10.649580798510998,-2.271893169536036,225.50750803915602,387.5192706578705
376,88,10.59267951121451,-2.2276022638421344,235.9065484291257,478.2153942032823
746,61,10.252160950305909,-1.9692074300634366,304.2632488428691,441.10510943873203
747,85,9.135979328902794,-1.4077760521059006,363.0190009281902,474.9271856224849
