variable,estimate
b_Intercept,3.326015
b_DBH_std,-1.20417
b_IDBH_stdE2,0.04731785
b_BAL_std,-3.14744
b_CR_std,1.138355
b_SI_std,0.1621465
b_BA_std,2.95704
sd_SPCD__Intercept,1.540975
Intercept,3.369345
"r_SPCD[11,Intercept]",0.2074065
"r_SPCD[19,Intercept]",1.033625
"r_SPCD[42,Intercept]",0.887926
"r_SPCD[94,Intercept]",-2.7587099999999998
"r_SPCD[95,Intercept]",-1.49608
"r_SPCD[98,Intercept]",0.6071645
"r_SPCD[108,Intercept]",0.39937449999999997
"r_SPCD[242,Intercept]",1.9506299999999999
"r_SPCD[263,Intercept]",0.77732
"r_SPCD[264,Intercept]",1.005265
"r_SPCD[351,Intercept]",0.319472
"r_SPCD[375,Intercept]",0.19491399999999998
"r_SPCD[661,Intercept]",0.294018
"r_SPCD[746,Intercept]",-2.6271649999999998
"r_SPCD[747,Intercept]",0.4369075
lprior,-4.327275
lp__,-5035.81
