variable,estimate
b_Intercept,-0.0837987
b_DBH_std,0.1741905
b_IDBH_stdE2,-0.017757000000000002
b_BA_std,-0.092385
b_BAL_std,0.03034655
b_CR_std,-0.391735
b_SI_std,-0.057170200000000004
sd_SPCD__Intercept,0.2379985
sigma,0.9925835000000001
Intercept,-0.101604
"r_SPCD[11,Intercept]",0.19958
"r_SPCD[19,Intercept]",-0.04403915
"r_SPCD[42,Intercept]",-0.03818125
"r_SPCD[94,Intercept]",0.33306749999999996
"r_SPCD[95,Intercept]",-0.04992315
"r_SPCD[98,Intercept]",-0.05535425
"r_SPCD[108,Intercept]",-0.3589865
"r_SPCD[231,Intercept]",0.0407916
"r_SPCD[242,Intercept]",0.3165505
"r_SPCD[263,Intercept]",-0.0374538
"r_SPCD[264,Intercept]",-1.70285e-4
"r_SPCD[351,Intercept]",-0.14337
"r_SPCD[375,Intercept]",0.19068600000000002
"r_SPCD[746,Intercept]",-0.3076945
"r_SPCD[747,Intercept]",-0.02567125
lprior,-4.47515
lp__,-42370.1
