variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
ak,Alaska,4797,14,637.6550759102315,-1.3948150314697634,312.32764936492595,-1.614013915,-1.605,SDICON,none
