variable,Estimate,Est.Error,Q2.5,Q97.5,Rhat,Bulk_ESS,Q5,Q95
b_a_Intercept,75.331925825,2.2976514410374986,70.54612499999999,79.6474425,NA,NA,NA,NA
b_b_Intercept,0.0613142205725,0.01913901967453227,0.022749885,0.0987584825,NA,NA,NA,NA
b_c_Intercept,1.1217726875,0.013215012273535396,1.09688625,1.14826025,NA,NA,NA,NA
sd_SPCD__a_Intercept,14.8895549,1.7411401284496646,11.6702,18.5192425,NA,NA,NA,NA
sd_SPCD__b_Intercept,2.98111716,0.2832402254261553,2.51956525,3.6507840000000003,NA,NA,NA,NA
sigma,8.444437365,0.03460467449754505,8.377329,8.51270275,NA,NA,NA,NA
"r_SPCD__a[12,Intercept]",10.265031817775,4.441221857631984,2.0902920000000003,19.472820000000002,NA,NA,NA,NA
"r_SPCD__a[68,Intercept]",-2.439114492775,13.363738919981555,-27.4920225,25.225262500000014,NA,NA,NA,NA
"r_SPCD__a[70,Intercept]",-1.08955548032,11.391616620782635,-20.432387499999997,23.079615000000008,NA,NA,NA,NA
"r_SPCD__a[71,Intercept]",2.173550897273,3.520050486189995,-4.30581625,9.297826000000006,NA,NA,NA,NA
"r_SPCD__a[91,Intercept]",1.1946174227875,11.822805277874606,-18.7029875,27.83942750000001,NA,NA,NA,NA
"r_SPCD__a[94,Intercept]",6.5222020741375,4.673656287273436,-1.7834544999999997,16.5645175,NA,NA,NA,NA
"r_SPCD__a[95,Intercept]",6.364729109845,4.12238924691918,-1.5790370000000002,14.917870000000002,NA,NA,NA,NA
"r_SPCD__a[96,Intercept]",-3.1856208975375,14.903217933363281,-32.22468249999999,27.133462500000004,NA,NA,NA,NA
"r_SPCD__a[105,Intercept]",15.593449689125,5.798045031714302,4.923240000000001,28.1598475,NA,NA,NA,NA
"r_SPCD__a[125,Intercept]",22.388634425,3.2412122208639143,16.122035000000004,29.049007500000002,NA,NA,NA,NA
"r_SPCD__a[129,Intercept]",26.293543725,3.7308171175456684,19.4709425,33.81293,NA,NA,NA,NA
"r_SPCD__a[130,Intercept]",4.5927402906,9.726263854860473,-12.611524999999999,25.940282500000002,NA,NA,NA,NA
"r_SPCD__a[136,Intercept]",5.1782529540425,12.055231988385714,-16.368425,31.563980000000004,NA,NA,NA,NA
"r_SPCD__a[202,Intercept]",-2.64239162474,15.065798063191014,-32.88355,26.752155000000005,NA,NA,NA,NA
"r_SPCD__a[241,Intercept]",-23.583313,2.48911629014244,-28.3625425,-18.608942499999998,NA,NA,NA,NA
"r_SPCD__a[261,Intercept]",6.27256814666,4.078580147271334,-1.631228,14.6846025,NA,NA,NA,NA
"r_SPCD__a[313,Intercept]",-25.155382625,3.0507392218109177,-30.8379225,-18.93376,NA,NA,NA,NA
"r_SPCD__a[314,Intercept]",12.3597719826175,11.528075344419104,-8.02593875,35.87619500000001,NA,NA,NA,NA
"r_SPCD__a[315,Intercept]",-5.80021992771725,14.384950797106399,-31.643150000000002,23.571827500000015,NA,NA,NA,NA
"r_SPCD__a[316,Intercept]",1.6067176159095,2.3685000343753884,-2.96764375,6.453890250000001,NA,NA,NA,NA
"r_SPCD__a[317,Intercept]",12.139970433,3.142984673945058,6.1259745,18.276482499999997,NA,NA,NA,NA
"r_SPCD__a[318,Intercept]",5.661109387275,2.393093604418086,1.1832175,10.575607500000002,NA,NA,NA,NA
"r_SPCD__a[319,Intercept]",-1.5066349553675,13.300189852402044,-26.0586475,25.75760750000001,NA,NA,NA,NA
"r_SPCD__a[356,Intercept]",-15.196506112025,12.834206832208187,-36.202435,13.376985,NA,NA,NA,NA
"r_SPCD__a[357,Intercept]",-6.094982989825,14.890457193446442,-34.038085,22.70126250000001,NA,NA,NA,NA
"r_SPCD__a[371,Intercept]",-11.468331615,2.659606959384007,-16.5828,-6.066667249999999,NA,NA,NA,NA
"r_SPCD__a[373,Intercept]",-2.71755713038,11.419057418994994,-22.2338975,21.533515,NA,NA,NA,NA
"r_SPCD__a[375,Intercept]",-4.94447288229325,2.6304218467084524,-10.012424999999999,0.33411050000000014,NA,NA,NA,NA
"r_SPCD__a[391,Intercept]",-4.2359478204325,12.051665434338085,-25.024455,21.040282500000004,NA,NA,NA,NA
"r_SPCD__a[402,Intercept]",22.0660071725,5.943214231269488,11.32873,34.5894425,NA,NA,NA,NA
"r_SPCD__a[403,Intercept]",38.421506675,7.06390339435564,25.4287175,52.886160000000004,NA,NA,NA,NA
"r_SPCD__a[407,Intercept]",18.6108510417,7.179087352085874,5.3563215,34.02970000000001,NA,NA,NA,NA
"r_SPCD__a[409,Intercept]",1.0296917221755,12.118914298080801,-20.522467499999998,27.4473625,NA,NA,NA,NA
