variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-4858.831585,-4843.43,242.39555788051857,294.96326999999974,-5250.931500000001,-4487.299,2.212792597662127,5.1055830522275025,11.370897688597974
mu_b0,0.727231232,0.728252,0.026062107464776375,0.0236378331,0.6764614,0.7732983,1.8698633698186777,5.72412517325271,17.21460638031476
sigma_b0,1.11047821525,0.722241,0.7164258241097778,0.2440782141,0.5507569,2.7059805,2.533891537463939,4.80000792430276,11.251504356008637
z_b0[1],-0.16929152735,-0.15376,0.08237951661169585,0.07423452330000001,-0.32039195000000004,-0.04779988000000001,2.3978624868968246,4.916407189869413,13.4732749935846
z_b0[2],-0.0032074262440249996,-0.007871465000000001,0.04722391481304616,0.037301007681,-0.080825805,0.084057125,3.548091821345419,4.388524777960171,10.93487683480659
z_b0[3],-0.007525300022275,0.00776388,0.05428922315606057,0.07978223458799999,-0.08276002,0.06747747999999998,2.5867232152661446,4.8215729227171815,16.041141238924652
z_b0[4],-0.28138568005,-0.24119800000000002,0.13290100421775036,0.09480263310000003,-0.56008795,-0.11739225000000006,2.286104321186155,5.012084291888354,14.779420329714728
z_b0[5],0.00875425395297975,1.83711e-4,0.02666204735390194,0.020323497108599996,-0.02303936,0.061599774999999975,2.1438839908480873,5.215489514605375,18.17893927309589
z_b0[6],-0.068672248575,-0.06778200000000001,0.024772575470258445,0.029150955330000006,-0.11021695000000001,-0.02987293000000002,1.9659375641903007,5.516349352218473,18.485741603839084
z_b0[7],-0.6239622525,-0.699205,0.24847595049751325,0.2941619247000001,-0.92717355,-0.24329055000000002,2.5667278206806974,4.77944044946909,12.158165626729758
z_b0[8],0.012566364217825,0.01128265,0.04753267762108148,0.057234735179999996,-0.049680745,0.09654457499999995,2.6210756573062657,4.770278635000754,16.981127657951436
z_b0[9],-0.0409949622177015,-0.051797499999999996,0.03329785488375314,0.023298540090000004,-0.07591302,0.020825539999999993,1.6992810727737924,6.301103442538995,24.03152264588769
z_b0[10],0.114539602775,0.1126415,0.0480043766908746,0.04306960413,0.03898947,0.2000248,2.2997693529996637,5.016003158357746,15.768591701292287
z_b0[11],0.12173897005,0.1173165,0.05340573698825261,0.05686452996,0.03678977,0.2081533,1.7774201703339423,5.9977690855115515,16.962788650009575
z_b0[12],0.01324100632775,0.01411225,0.03271601817250778,0.037968941219999996,-0.04080265,0.06179862499999998,1.9750495563167099,5.501096032915147,18.311057044244198
