SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior
12,0.20887353525,5.685297784,294.5055310294504,-0.062284160215375,-1.701162277715375,351.1525397797993,-1.8417640587847985,5033,0.7,0.30000000000000004,334.15843715469464,-1.7995835244639715,NA
68,-0.1095367034505,5.3668875452995,214.19515641139296,-0.00366285407146,-1.64254097157146,257.21909949796304,-1.8343559998288668,109,0.7,0.30000000000000004,244.31191657199201,-1.7768114913516446,NA
70,0.125426963515845,5.601851212265845,270.92748776852665,-0.00959279862744375,-1.6484709161274438,NA,NA,NA,NA,NA,NA,NA,NA
71,-0.098949481265875,5.377474767484125,216.47493509003718,-0.098543893125,-1.737422010625,215.41800476873314,-2.191354652549651,2349,0.7,0.30000000000000004,215.73508386512435,-2.0551748599722557,NA
91,0.13633325784675,5.61275750659675,273.8984744710101,-0.007560223805475,-1.646438341305475,322.82002504272634,-2.146880139465965,45,0.45,0.55,295.9131722282824,-1.8716371504776954,NA
94,0.102049659745,5.578473908495,264.6673907734183,-0.04581752634170875,-1.6846956438417087,337.6331194547181,-1.813496790117905,1009,0.7,0.30000000000000004,315.74340085032816,-1.774856446235046,NA
95,0.12491549995875,5.6013397487087495,270.78895366251095,-0.016384183792415,-1.655262301292415,335.54800085148577,-1.7637859951876174,3986,0.7,0.30000000000000004,316.1202866947933,-1.7312288870190566,NA
96,-0.33962188315,5.1368023655999995,170.17075355129649,0.01649420351525,-1.62238391398475,NA,NA,NA,NA,NA,NA,NA,NA
105,-0.054987927128035,5.4214363216219645,226.20379067777733,-0.027039580142,-1.665917697642,269.09397286171566,-1.880184307388337,3096,0.7,0.30000000000000004,256.22691820653415,-1.815904324464436,356
122,-0.123337257778625,5.3530869909713745,211.2594483113618,0.0105959570733275,-1.6282821604266724,NA,NA,NA,NA,NA,NA,NA,NA
125,0.2360138615,5.71243811025,302.6079611765767,-0.0461246589435125,-1.6850027764435125,381.70535360416335,-1.8670612626228693,5576,0.7,0.30000000000000004,357.9761358758874,-1.8124437167690624,505
129,0.23766530525,5.714089554,303.1081140762813,0.0293647844498,-1.6095133330502,399.21813727106854,-1.6330395792303118,3026,0.7,0.30000000000000004,370.3851303126324,-1.6259817053762782,529
130,0.0411476117307,5.5175718604807,249.02962380203047,-0.02510224190871425,-1.6639803594087144,262.25839945987235,-2.06846663611712,292,0.7,0.30000000000000004,258.2897667625198,-1.947120753104598,408
136,0.2307621655125,5.7071864142625,301.0229218763347,-0.0213037206482375,-1.6601818381482376,NA,NA,NA,NA,NA,NA,NA,NA
202,-0.16204021833425,5.3143840304157495,203.23928534645646,0.0105455357170025,-1.6283325817829974,NA,NA,NA,NA,NA,NA,NA,NA
241,0.543048674875,6.019472923625,411.36171953258247,-0.0370271287526625,-1.6759052462526625,508.9701392669698,-1.7790297450982848,8178,0.7,0.30000000000000004,479.68761334665356,-1.7480923954445982,771
261,0.403723722375,5.880147971125,357.86219106227475,-0.0108219047808625,-1.6497000222808624,426.95977925014773,-1.7835056040806596,1495,0.7,0.30000000000000004,406.23050279378583,-1.7433639295407206,510
313,-0.1205616843375,5.3558625644125,211.84662892978596,0.047821338509,-1.591056778991,279.8800063272148,-1.6839260684641217,624,0.7,0.30000000000000004,259.46999310798617,-1.6560652816221852,344
314,0.1698846243016,5.6463088730516,283.24404420550803,-0.0090838966126875,-1.6479620141126876,NA,NA,NA,NA,NA,NA,NA,371
316,0.206872103375,5.683296352125,293.9166877337171,-0.020116536922825,-1.6589946544228251,366.56461974914157,-1.7355175479888867,9568,0.7,0.30000000000000004,344.7702401445142,-1.7125606799190682,421
317,0.17985585285,5.6562801016,286.0824630492195,0.054981594599,-1.583896522901,380.54124329339595,-1.5463897372430353,873,0.7,0.30000000000000004,352.20360922014305,-1.5576417729404248,590
318,0.1905186221375,5.6669428708875,289.1492153298729,-0.0382692549545,-1.6771473724545,336.31684184301145,-1.8111384823495367,12295,0.7,0.30000000000000004,322.16655388906986,-1.7709411493810256,371
319,0.109736885876085,5.586161134626085,266.70978898658933,-0.005989509847099875,-1.6448676273471,NA,NA,NA,NA,NA,NA,NA,243
341,-0.308806059258,5.167618189492,175.49634026401606,0.02388485062773,-1.61499326687227,NA,NA,NA,NA,NA,NA,NA,NA
356,-0.069657136748255,5.406767112001745,222.90977919636458,0.002367752151609875,-1.6365103653483901,NA,NA,NA,NA,NA,NA,NA,NA
357,-0.415645311862875,5.060778936887125,157.71331721045365,0.0351927411742875,-1.6036853763257124,NA,NA,NA,NA,NA,NA,NA,NA
371,0.228261205,5.70468545375,300.27101607064765,-0.038768231566075,-1.677646349066075,373.4387863030174,-1.7663750825262263,596,0.7,0.30000000000000004,351.48845523330647,-1.739756462488181,369
373,-0.3173806195,5.15904362925,173.9979694380203,0.01398670546319625,-1.6248914120368037,NA,NA,NA,NA,NA,NA,NA,NA
375,0.11850290179375,5.59492715054375,269.05804864575435,-0.012277490830611375,-1.6511556083306114,325.740968902859,-1.7709630948086221,3716,0.7,0.30000000000000004,308.7360928257276,-1.7350208488652188,466
391,0.0831444358026,5.5595686845526,259.710794884396,-0.01403266043754125,-1.6529107779375412,NA,NA,NA,NA,NA,NA,NA,375
402,1.0853476813124999e-4,5.476532783518131,239.01654692198048,-0.018108099900648874,-1.6569862174006489,264.8904988368981,-1.8079562675990688,181,0.7,0.30000000000000004,257.1283132624228,-1.7626652525395428,301
403,-7.965884505275002e-4,5.475627660299472,238.80030537310407,3.5369999836e-4,-1.63852441750164,NA,NA,NA,NA,NA,NA,NA,276
405,0.102367671929625,5.578791920679625,264.75157161311404,-0.006411952392625,-1.645290069892625,NA,NA,NA,NA,NA,NA,NA,NA
407,-0.08507013981178375,5.391354108938216,219.50041187523283,-0.018894905954775,-1.657773023454775,232.997210528406,-1.9166543784350933,284,0.7,0.30000000000000004,228.94817093245405,-1.838989971940998,302
409,-0.0835809186987375,5.392843330051263,219.82754004555056,0.00654176199631625,-1.6323363555036838,NA,NA,NA,NA,NA,NA,NA,NA
421,0.03314852511228,5.5095727738622795,247.045560198242,-0.00159492355094625,-1.6404730410509463,NA,NA,NA,NA,NA,NA,NA,243
462,-0.1080945851633625,5.368329663586637,214.50427400196241,0.0550941993841625,-1.5837839181158375,362.6205485750658,-1.246632149437755,39,0.39,0.61,272.26962108547275,-1.4522947283313854,420
500,-0.191831681388,5.284592567362,197.27379129088106,0.03263723170983375,-1.6062408857901662,315.18725568306314,-1.3722806794762896,42,0.42,0.5800000000000001,246.79744633559756,-1.5079775991383382,463
531,0.210465806525,5.686890055275,294.9748372590976,-0.0186191403220725,-1.6574972578220726,359.16769221122763,-1.690384871737323,473,0.7,0.30000000000000004,339.9098357255886,-1.680518587562748,364
541,0.1943204765625,5.6707447253125,290.2506108998312,0.045879767403925,-1.592998350096075,426.1054171220133,-1.4045028986357995,542,0.7,0.30000000000000004,385.34897525535865,-1.461051534073882,408
543,0.1299514120375,5.6063756607875,272.1560624556924,-0.023336174387195874,-1.6622142918871958,333.0596065038505,-1.7855290344245085,3929,0.7,0.30000000000000004,314.78854328940304,-1.7485346116633147,423
544,0.03088686849715,5.50731111724715,246.48745932693978,0.01358920363459375,-1.6252889138654063,324.1982634117126,-1.6829738433330728,1335,0.7,0.30000000000000004,300.88502218628076,-1.6656683644927728,414
552,-0.28853261908625,5.18789162966375,179.09056536744532,0.01601285973548125,-1.6228652577645188,NA,NA,NA,NA,NA,NA,NA,NA
601,-0.19248180386875,5.28394244488125,197.14558084506237,0.0021865407827875,-1.6366915767172125,210.76385981588842,-1.8618882075782182,39,0.39,0.61,202.45670964368452,-1.724518262753005,283
602,-0.14960109137125,5.32682315737875,205.78319381909353,0.0497713385143225,-1.5891067789856774,305.07870009097917,-1.5670136238394061,208,0.7,0.30000000000000004,275.2900482094135,-1.5736415703832876,283
621,0.1308114548714625,5.607235703621463,272.3902290091261,-1.068360862075e-4,-1.6389849535862075,NA,NA,NA,NA,NA,NA,NA,NA
660,-0.2446810537025,5.2317431950475,187.11870378150692,0.0096085027117975,-1.6292696147882024,NA,NA,NA,NA,NA,NA,NA,422
681,-0.537799169625,4.938625079125,139.5782085770101,0.0373226717942875,-1.6015554457057126,NA,NA,NA,NA,NA,NA,NA,NA
682,-0.45353579360875,5.02288845514125,151.84928078687864,0.018835421304225,-1.620042696195775,NA,NA,NA,NA,NA,NA,NA,NA
693,-0.37928092352875,5.09714332522125,163.55401867515968,0.0264131491139475,-1.6124649683860526,NA,NA,NA,NA,NA,NA,NA,430
