variable,estimate
b_Intercept,-0.531911
b_DBH_std,-0.015725549999999998
b_IDBH_stdE2,0.02982065
b_BA_std,-0.18999749999999999
b_BAL_std,-0.186402
b_CR_std,-1.50073
b_SI_std,-0.026500799999999998
sd_SPCD__Intercept,0.643683
sigma,2.21451
Intercept,-0.5018515
"r_SPCD[12,Intercept]",1.14452
"r_SPCD[68,Intercept]",0.5763240000000001
"r_SPCD[71,Intercept]",0.4867975
"r_SPCD[91,Intercept]",0.09318545
"r_SPCD[94,Intercept]",0.8485325
"r_SPCD[95,Intercept]",0.2508595
"r_SPCD[96,Intercept]",0.285111
"r_SPCD[105,Intercept]",-0.574343
"r_SPCD[125,Intercept]",-0.275831
"r_SPCD[129,Intercept]",0.417513
"r_SPCD[130,Intercept]",-0.7170985
"r_SPCD[136,Intercept]",0.017501
"r_SPCD[202,Intercept]",0.054398699999999994
"r_SPCD[241,Intercept]",0.933613
"r_SPCD[261,Intercept]",1.540555
"r_SPCD[313,Intercept]",0.16200150000000002
"r_SPCD[314,Intercept]",0.25857600000000003
"r_SPCD[315,Intercept]",0.41574
"r_SPCD[316,Intercept]",0.23473650000000001
"r_SPCD[317,Intercept]",-0.007061845
"r_SPCD[318,Intercept]",0.3148455
"r_SPCD[319,Intercept]",-0.993932
"r_SPCD[356,Intercept]",-0.514929
"r_SPCD[357,Intercept]",-0.092094
"r_SPCD[371,Intercept]",0.31831
"r_SPCD[373,Intercept]",-0.340723
"r_SPCD[375,Intercept]",-0.03090455
"r_SPCD[391,Intercept]",0.29951700000000003
"r_SPCD[402,Intercept]",-0.4911055
"r_SPCD[403,Intercept]",-0.03247285
"r_SPCD[407,Intercept]",0.103073
"r_SPCD[462,Intercept]",0.44771649999999996
"r_SPCD[491,Intercept]",-0.144194
"r_SPCD[500,Intercept]",0.583078
"r_SPCD[531,Intercept]",0.9353279999999999
"r_SPCD[541,Intercept]",-0.23840299999999998
"r_SPCD[543,Intercept]",-0.309117
"r_SPCD[544,Intercept]",0.0196881
"r_SPCD[552,Intercept]",-0.388644
"r_SPCD[601,Intercept]",-0.725506
"r_SPCD[602,Intercept]",-0.0614954
"r_SPCD[621,Intercept]",0.199182
"r_SPCD[660,Intercept]",0.3046495
"r_SPCD[681,Intercept]",0.02447565
"r_SPCD[682,Intercept]",0.6207605
"r_SPCD[693,Intercept]",0.589842
"r_SPCD[701,Intercept]",0.824076
"r_SPCD[731,Intercept]",-0.1011405
"r_SPCD[740,Intercept]",-0.7570085
"r_SPCD[741,Intercept]",-0.685711
"r_SPCD[742,Intercept]",-0.565744
"r_SPCD[743,Intercept]",-0.866593
"r_SPCD[746,Intercept]",-0.867434
"r_SPCD[753,Intercept]",-0.023968749999999997
"r_SPCD[761,Intercept]",-0.6118939999999999
"r_SPCD[762,Intercept]",-0.5431275
"r_SPCD[763,Intercept]",0.097417
"r_SPCD[766,Intercept]",-0.008918525
"r_SPCD[802,Intercept]",-0.0960642
"r_SPCD[804,Intercept]",0.0325047
"r_SPCD[809,Intercept]",0.207853
"r_SPCD[823,Intercept]",0.5152239999999999
"r_SPCD[830,Intercept]",0.3012575
"r_SPCD[833,Intercept]",0.10858200000000001
"r_SPCD[837,Intercept]",-0.2601225
"r_SPCD[901,Intercept]",-0.8202665
"r_SPCD[920,Intercept]",0.286324
"r_SPCD[921,Intercept]",-0.162685
"r_SPCD[922,Intercept]",0.005401329999999999
"r_SPCD[923,Intercept]",-1.1853449999999999
"r_SPCD[931,Intercept]",-0.407473
"r_SPCD[935,Intercept]",0.0398095
"r_SPCD[951,Intercept]",0.03898285
"r_SPCD[972,Intercept]",-0.243545
"r_SPCD[974,Intercept]",-0.484109
"r_SPCD[975,Intercept]",-0.5435765
"r_SPCD[977,Intercept]",-0.17127199999999998
lprior,-4.88384
lp__,-66530.3
