variable,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
Intercept,-0.302822472325,0.07111867729057904,-0.44648754999999996,-0.16667207499999998,1.0094767516993677,713.632945751722,1123.548367101755
DBH_std,0.16941630425,0.014684769141303015,0.14095870000000002,0.19819630000000002,1.0002470531052734,3070.077049371818,2859.3909904985185
IDBH_stdE2,-7.552458377975e-4,0.005477509388481973,-0.011626959999999997,0.0100284525,1.0009786181503,4365.583298639312,3333.7034223558726
BA_std,-0.16466286375,0.01365583918291488,-0.19284497499999997,-0.138164275,1.0003714223790252,3077.57293678966,2991.7198938492716
BAL_std,0.0066172671136025,0.01374723242137644,-0.020842694999999994,0.03404701250000001,1.0009635703583604,2847.628602249624,2744.1629775123847
CR_std,-0.66613759075,0.008352939631554063,-0.6827822499999999,-0.649966725,0.9999752774392042,5753.683959297625,3151.0477981506556
SI_std,-0.074587546225,0.0088789681374131,-0.09193897249999998,-0.057531587499999995,1.0005072168715763,5209.002116540192,2720.8161810559145
