SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
11,1016,-1.7047390935386875,-1.6414698520126874,-1.6857583210808875,1.7047390935386875,1.6414698520126874,1.6857583210808875,0.08075832108088754
15,815,-1.6850320548735624,-1.610853198095457,-1.662778397840131,1.6850320548735624,1.610853198095457,1.662778397840131,0.057778397840130946
17,1494,-1.6391214500667046,-1.6298852188635575,-1.6363505807057606,1.6391214500667046,1.6298852188635575,1.6363505807057606,0.03135058070576058
19,468,-1.5981401144752239,-1.6247715273379224,-1.6061295383340335,1.5981401144752239,1.6247715273379224,1.6061295383340335,0.0011295383340335086
20,NA,NA,-1.6133940904198225,NA,NA,1.6133940904198225,NA,NA
21,148,-1.8068313270806893,-1.6345930287401778,-1.7551598375785358,1.8068313270806893,1.6345930287401778,1.7551598375785358,0.1501598375785358
22,179,-1.246396337099231,-1.6144387099589887,-1.3568090489571585,1.246396337099231,1.6144387099589887,1.3568090489571585,-0.2481909510428415
41,NA,NA,-1.5864932764507724,NA,NA,1.5864932764507724,NA,NA
42,46,-1.4968101320444398,-1.5804868649817874,-1.5419955678306076,1.4968101320444398,1.5804868649817874,1.5419955678306076,-0.06300443216939233
64,421,-1.4501056263145056,-1.5623564613916374,-1.4837808768376453,1.4501056263145056,1.5623564613916374,1.4837808768376453,-0.12121912316235472
72,NA,NA,-1.6088639215559737,NA,NA,1.6088639215559737,NA,NA
73,396,-1.78774178478898,-1.714641753292925,-1.7658117753401634,1.78774178478898,1.714641753292925,1.7658117753401634,0.16081177534016344
81,103,-1.1786722191111725,-1.51840156904293,-1.2805910240906997,1.1786722191111725,1.51840156904293,1.2805910240906997,-0.3244089759093003
93,333,-1.4627950666987874,-1.604559772240165,-1.5053244783612008,1.4627950666987874,1.604559772240165,1.5053244783612008,-0.09967552163879922
98,113,-1.545363242852783,-1.5353431002736624,-1.5423572000790469,1.545363242852783,1.5353431002736624,1.5423572000790469,-0.06264279992095312
101,46,-1.6926892404070266,-1.5737404558969998,-1.6284568967716124,1.6926892404070266,1.5737404558969998,1.6284568967716124,0.023456896771612445
