variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,0.7544825,0.3472676,1.1336134999999998,1.0018250408446217,1333.4350184673058
b_CR_t1_std,0.428114,0.36456679999999997,0.49123225,1.0027181597060673,4302.710373037583
b_DBH_std,-0.002473485,-0.15449659999999998,0.14903044999999998,0.9995829002287882,2667.6942401402703
b_IDBH_stdE2,0.004875715,-0.028936035000000002,0.039675334999999985,1.000027586147548,3468.0126138532
b_BA_std,-0.1612925,-0.32194225,0.007044680999999946,1.0010773231046595,2211.2549049286195
b_BAL_std,-0.00596263,-0.20695795,0.18982894999999994,1.0006529657061431,2109.7745414970227
b_SI_std,-0.09901889999999999,-0.18748785,-0.012398685000000076,1.0013084111828525,3940.537767101408
b_relDBH_std,0.0064722749999999996,-0.16985795,0.18449624999999997,1.0008499801810544,1869.0736722959193
sd_SPCD_grouped__Intercept,0.4229335,0.2295274,0.9354648999999999,1.0023318177141798,1312.099421554543
phi,11.6199,10.394695,12.991555,1.000612955078301,4934.13789501882
Intercept,0.7595645,0.36012895000000006,1.1383055,1.001886101911963,1323.8313474440858
"r_SPCD_grouped[OTHER,Intercept]",0.107876,-0.32331495000000005,0.6225004,1.0005051117345025,1756.711806900016
"r_SPCD_grouped[65,Intercept]",0.37071350000000003,-0.0070118304999999825,0.7809006999999999,1.0017995852677963,1331.049868185845
"r_SPCD_grouped[133,Intercept]",0.203956,-0.18783239999999995,0.6380572999999997,1.001352696938795,1391.483435100351
"r_SPCD_grouped[202,Intercept]",-0.356629,-0.77616955,0.031017949999999853,1.0018285619527232,1431.8282171585479
"r_SPCD_grouped[475,Intercept]",-0.3026265,-0.7099981,0.10020569999999963,1.0016283383651834,1437.1202692110671
lprior,-20.9916,-21.51651,-20.743895,1.0021804036483564,1466.0930985112839
lp__,291.1645,285.35564999999997,295.065,1.0024172657378496,1347.6438502009864
