variable,estimate
b_Intercept,3.4448049999999997
b_DBH_std,-0.3851795
b_IDBH_stdE2,-0.03039895
b_BAL_std,-0.6024915
b_CR_std,0.27117
b_SI_std,-0.23387249999999998
b_BA_std,1.16499
sd_SPCD__Intercept,0.7052780000000001
Intercept,3.4124749999999997
"r_SPCD[65,Intercept]",0.043257199999999996
"r_SPCD[66,Intercept]",0.128637
"r_SPCD[133,Intercept]",-0.054270650000000004
"r_SPCD[202,Intercept]",0.503356
"r_SPCD[475,Intercept]",-0.14972449999999998
"r_SPCD[746,Intercept]",-0.1604315
lprior,-4.181185
lp__,-104.426
