variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
tt,Tahoe,10319,26,433.84427530066995,-1.662444513494686,295.8460921068582,-1.62386879375,-1.605,SDICON,none
