SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior,sdimax_combined_orig,w_qr_new,w_bayes_new,sdimax_source
15,0.421440187625,6.103146376374999,447.26281567892414,0.02535240423190625,-1.623407583268094,597.2028011901938,-1.6121556584433023,1133,0.7,0.30000000000000004,552.2208055368129,-1.61553123589074,NA,552.2208055368129,0.7,0.30000000000000004,qr_dominant
17,0.2627553680543,5.9444615568043,381.6338178334315,-0.00124180805625,-1.65000179555625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.519741227125,6.201447415875,493.4627702846008,-0.02306814350041625,-1.6718281310004164,660.2770542308713,-1.666271837650895,337,0.7,0.30000000000000004,610.2327690469901,-1.6679387256557514,NA,610.2327690469901,0.7,0.30000000000000004,qr_dominant
21,0.55589991275,6.2376061015,511.6322480827984,-0.0537335873781725,-1.7024935748781729,903.3974782129144,-2.2633195656217966,55,0.55,0.45,619.3676863685803,-2.0109478697871657,NA,727.1031246543623,0.275,0.725,bayes_dominant
41,0.6291269105,6.31083309925,550.5033817799268,0.0238442685469625,-1.6249157189530377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-0.494259593964875,5.187446594785125,179.01088155177786,-0.01872369166482125,-1.667483679164821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-0.8323762001375,4.849329988612499,127.65483099609084,-0.031069293676725,-1.679829281176725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,-0.44936672175,5.232339467,187.2303106870871,-0.027767203017635,-1.676527190517635,296.17700327199867,-2.0675683578324335,39,0.39,0.61,208.47491574114486,-1.8290332457704064,NA,229.7195207952026,0.195,0.8049999999999999,bayes_dominant
64,-0.370715074375,5.310991114375,202.55088002622384,0.00745583060175,-1.64130415689825,337.87865330911364,-1.5134071778613378,158,0.7,0.30000000000000004,297.2803213242467,-1.5517762715724115,NA,297.2803213242467,0.7,0.30000000000000004,qr_dominant
65,-0.082274550683914,5.599431638066085,270.2727510206086,-0.0024306119534,-1.6511905994534002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.437872294375,6.119578483125,454.6730017586526,0.006595616355,-1.642164371145,645.4095063584327,-1.4521492118726884,461,0.7,0.30000000000000004,588.1885549784987,-1.509153759654382,NA,588.1885549784987,0.7,0.30000000000000004,qr_dominant
98,0.50565866890625,6.18736485765625,486.5622545915276,0.02907025305078125,-1.619689734449219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,-0.167186253193,5.514519935557,248.27076266903015,0.00479313914363125,-1.6439668483563687,290.1367306873678,-2.083246822066069,65,0.65,0.35,260.8305530745314,-1.929498831267674,460,275.4836418809496,0.3,0.7,bayes_dominant
103,-0.25258614703325,5.42912004171675,227.94857191078495,0.0040166921597125,-1.6447432953402876,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA
104,0.05443637550335125,5.736142564253351,309.8668113198395,0.00172328612745337,-1.6470367013725469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.312432679075,5.994138867825,401.0711599610342,-0.075704405434675,-1.724464392934675,531.3208296464002,-2.1007278909747473,341,0.7,0.30000000000000004,492.24592874079036,-1.9878488415627256,580,492.2459287407904,0.7,0.30000000000000004,qr_dominant
109,-0.400939054524375,5.280767134225624,196.52057520017755,-0.0346211911685,-1.6833811786685,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA
113,-0.09102662599041624,5.5906795627595844,267.9176247051215,-2.419747713625e-4,-1.6490019622713623,NA,NA,NA,NA,NA,NA,NA,460,NA,NA,NA,NA
116,0.027703110682775,5.7094092994327745,301.6928055266656,-0.0630340297653085,-1.7117940172653086,431.58629965311417,-1.94912546816555,444,0.7,0.30000000000000004,392.6182514151796,-1.8779260328954777,430,392.6182514151796,0.7,0.30000000000000004,qr_dominant
117,0.2532046165975,5.9349108053475,378.006278529293,-0.05831492144447125,-1.7070749089444712,587.2664831515558,-1.9857363326615536,100,0.7,0.30000000000000004,482.6363808404244,-1.9021379055464287,430,524.488421764877,0.5,0.5,qr_dominant
