variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,-0.06648555,-0.10601775,-0.025894985000000013,1.0076780266300962,447.58959044515734
b_CR_t1_std,0.5345355,0.52808265,0.5411376999999999,0.9996649097534347,6457.039676307779
b_DBH_std,0.08430199999999999,0.06412709,0.1060433,1.0040963021599492,1068.7906190060692
b_IDBH_stdE2,-0.012770799999999999,-0.017344295,-0.008956943,1.0012748593036793,5547.545673197024
b_BA_std,-0.06296835,-0.074388605,-0.05213472500000001,1.0007042944370852,3344.2115158732963
b_BAL_std,-0.02520375,-0.03714508,-0.012953625000000003,1.0001170341042467,3313.7375800307695
b_SI_std,-0.027735000000000003,-0.03453218500000001,-0.020657825000000008,1.000930627806929,5727.216643617349
b_relDBH_std,-0.03050135,-0.0407615,-0.02063722000000001,1.0006952576863828,4869.972272688495
sd_SPCD_grouped__Intercept,0.143864,0.11573480000000001,0.18054935,1.0037522694637901,782.5209591486482
sd_SPCD_grouped__DBH_std,0.05689245,0.040917455,0.0776257,1.0032094491814292,1213.6756516381442
cor_SPCD_grouped__Intercept__DBH_std,-0.751044,-0.8971670999999999,-0.46662020000000004,0.9997699304853248,1416.5561855779517
phi,11.9089,11.75489,12.063805,1.0010369212975336,5126.851467583803
Intercept,-0.08101710000000001,-0.12036909999999999,-0.041069125000000026,1.0078428536638966,443.7347275049802
"r_SPCD_grouped[OTHER,Intercept]",-0.13117800000000002,-0.20998495,-0.05437006500000001,1.0011621056197946,1690.6437058967585
"r_SPCD_grouped[15,Intercept]",0.0340669,-0.008094179,0.07665098999999999,1.0065242633738578,492.25731159845
"r_SPCD_grouped[20,Intercept]",0.006566845,-0.042292,0.05657130499999999,1.004207464674037,659.5445676186501
"r_SPCD_grouped[21,Intercept]",-0.003070975,-0.07156912999999998,0.06470560499999999,1.0022027959777726,1193.2541055629456
"r_SPCD_grouped[41,Intercept]",0.0264998,-0.1229043,0.17273299999999991,1.0002148997929816,4402.410846576043
"r_SPCD_grouped[62,Intercept]",0.2175675,0.09665009499999999,0.34079125,1.0005426326519977,2961.27651354623
"r_SPCD_grouped[64,Intercept]",0.19898749999999998,0.14027345000000002,0.25805659999999997,1.004534678952756,872.6224376693613
"r_SPCD_grouped[65,Intercept]",0.26926300000000003,0.13673995,0.41515525,1.0016933995160324,2688.1535267250642
"r_SPCD_grouped[81,Intercept]",-0.05151845,-0.09580981499999999,-0.005029949000000016,1.0077371497523506,550.4790444337609
"r_SPCD_grouped[98,Intercept]",-0.1887,-0.3427816,-0.037791125000000106,1.0006772143812535,3313.4212670597185
"r_SPCD_grouped[101,Intercept]",0.0346003,-0.034925895,0.10571214999999998,1.0013340862602362,1274.9988710495713
"r_SPCD_grouped[103,Intercept]",-0.05846835,-0.16944325,0.05373605499999988,1.0009116066992336,3045.179108190615
"r_SPCD_grouped[104,Intercept]",0.2878155,0.1647427,0.4173365499999999,1.001558040310022,2539.8403473380117
"r_SPCD_grouped[108,Intercept]",0.13231500000000002,0.086551065,0.1793219,1.0053291977069176,592.5085518047902
"r_SPCD_grouped[113,Intercept]",0.1892745,0.03485714000000001,0.3539612,1.0009852235748893,3429.645177097225
"r_SPCD_grouped[116,Intercept]",0.0753587,0.028347295,0.12181334999999996,1.0061009786820978,621.2177881223245
"r_SPCD_grouped[117,Intercept]",-0.0180075,-0.07568008000000001,0.040323155,1.004549761120246,840.9371411895319
"r_SPCD_grouped[119,Intercept]",0.1119105,0.04060728,0.1840587,1.001017309794262,1364.5126835340147
"r_SPCD_grouped[120,Intercept]",-0.0790766,-0.2363784,0.06966474499999993,1.0000560194585426,3521.5704018965375
"r_SPCD_grouped[122,Intercept]",0.004259125000000001,-0.040073479999999995,0.049050229999999986,1.0069232219874493,532.7750215813575
"r_SPCD_grouped[127,Intercept]",-0.106712,-0.194089,-0.021942075000000012,1.0015653470136425,2030.0472789912214
"r_SPCD_grouped[133,Intercept]",0.2442565,0.18377949999999998,0.30634675,1.0040254473744845,981.8755782034865
"r_SPCD_grouped[202,Intercept]",-0.0763637,-0.1177382,-0.032384495000000006,1.0065296513597255,487.5336859823776
"r_SPCD_grouped[211,Intercept]",-0.04473725,-0.09423662499999999,0.006001687499999998,1.0057691333615522,678.7801354739846
"r_SPCD_grouped[231,Intercept]",0.22279500000000002,0.08509196000000001,0.36771639999999994,1.001252574535396,3222.5722701489667
