variable,estimate
b_Intercept,2.301425
b_DBH_std,-0.057756550000000004
b_IDBH_stdE2,-0.011607550000000001
b_BAL_std,-0.15512949999999998
b_CR_std,0.470722
b_SI_std,-0.02343555
b_BA_std,0.150506
sd_SPCD__Intercept,0.711293
Intercept,2.28694
"r_SPCD[11,Intercept]",0.039046750000000005
"r_SPCD[15,Intercept]",-0.7896965
"r_SPCD[17,Intercept]",-0.05318175
"r_SPCD[19,Intercept]",0.0275241
"r_SPCD[20,Intercept]",-0.6403300000000001
"r_SPCD[21,Intercept]",-0.5107904999999999
"r_SPCD[22,Intercept]",-0.3301385
"r_SPCD[41,Intercept]",0.6192385
"r_SPCD[52,Intercept]",0.07356865
"r_SPCD[55,Intercept]",-0.1838935
"r_SPCD[56,Intercept]",0.0547435
"r_SPCD[62,Intercept]",-0.3634995
"r_SPCD[64,Intercept]",1.19637
"r_SPCD[65,Intercept]",1.025215
"r_SPCD[81,Intercept]",-0.30760299999999996
"r_SPCD[92,Intercept]",0.21030749999999998
"r_SPCD[98,Intercept]",0.4070245
"r_SPCD[101,Intercept]",1.028415
"r_SPCD[103,Intercept]",-1.5981
"r_SPCD[104,Intercept]",1.1393149999999999
"r_SPCD[108,Intercept]",0.21575149999999998
"r_SPCD[109,Intercept]",-0.234876
"r_SPCD[113,Intercept]",0.23100700000000002
"r_SPCD[116,Intercept]",0.601139
"r_SPCD[117,Intercept]",-0.6106635
"r_SPCD[119,Intercept]",-0.4250295
"r_SPCD[120,Intercept]",0.7818780000000001
"r_SPCD[122,Intercept]",-0.177174
"r_SPCD[124,Intercept]",-0.6037965000000001
"r_SPCD[127,Intercept]",-0.328294
"r_SPCD[133,Intercept]",-0.2684865
"r_SPCD[137,Intercept]",-0.08836150000000001
"r_SPCD[142,Intercept]",0.11856249999999999
"r_SPCD[201,Intercept]",-0.8338019999999999
"r_SPCD[202,Intercept]",0.017064950000000002
"r_SPCD[211,Intercept]",1.98925
"r_SPCD[212,Intercept]",0.121499
"r_SPCD[231,Intercept]",0.146846
"r_SPCD[242,Intercept]",-0.7200150000000001
"r_SPCD[251,Intercept]",0.30731600000000003
"r_SPCD[263,Intercept]",0.024726400000000003
"r_SPCD[264,Intercept]",0.08954475
"r_SPCD[312,Intercept]",-0.1284115
"r_SPCD[313,Intercept]",-0.008863295
"r_SPCD[333,Intercept]",-0.175786
"r_SPCD[351,Intercept]",0.2324565
"r_SPCD[352,Intercept]",-0.1776005
"r_SPCD[361,Intercept]",-0.1665655
"r_SPCD[431,Intercept]",0.001804755
"r_SPCD[492,Intercept]",0.2576795
"r_SPCD[542,Intercept]",-0.5805365
"r_SPCD[547,Intercept]",-0.46056949999999997
"r_SPCD[604,Intercept]",-0.3006345
"r_SPCD[631,Intercept]",0.173791
"r_SPCD[730,Intercept]",-0.3352265
"r_SPCD[746,Intercept]",-0.7135495000000001
"r_SPCD[747,Intercept]",-0.06326545
"r_SPCD[748,Intercept]",0.1512495
"r_SPCD[756,Intercept]",0.3212075
"r_SPCD[763,Intercept]",0.0958812
"r_SPCD[768,Intercept]",-0.5850949999999999
"r_SPCD[801,Intercept]",0.1351195
"r_SPCD[805,Intercept]",-0.24039850000000001
"r_SPCD[807,Intercept]",0.46457550000000003
"r_SPCD[811,Intercept]",0.21716449999999998
"r_SPCD[815,Intercept]",0.293796
"r_SPCD[818,Intercept]",-0.2788305
"r_SPCD[821,Intercept]",0.266447
"r_SPCD[839,Intercept]",-0.37082
"r_SPCD[981,Intercept]",0.192856
"r_SPCD[990,Intercept]",0.03948725
lprior,-3.688015
lp__,-10144.2
