SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
15,1133,-1.6121556584433023,-1.6234075832680939,-1.6155312358907399,1.6121556584433023,1.6234075832680939,1.6155312358907399,0.010531235890739898
17,NA,NA,-1.65000179555625,NA,NA,1.65000179555625,NA,NA
20,337,-1.666271837650895,-1.6718281310004164,-1.6679387256557514,1.666271837650895,1.6718281310004164,1.6679387256557514,0.06293872565575143
21,55,-2.2633195656217966,-1.7024935748781727,-2.0109478697871657,2.2633195656217966,1.7024935748781727,2.0109478697871657,0.4059478697871657
41,NA,NA,-1.6249157189530377,NA,NA,1.6249157189530377,NA,NA
52,NA,NA,-1.6674836791648213,NA,NA,1.6674836791648213,NA,NA
55,NA,NA,-1.679829281176725,NA,NA,1.679829281176725,NA,NA
62,39,-2.0675683578324335,-1.676527190517635,-1.8290332457704066,2.0675683578324335,1.676527190517635,1.8290332457704066,0.22403324577040662
64,158,-1.5134071778613378,-1.64130415689825,-1.5517762715724115,1.5134071778613378,1.64130415689825,1.5517762715724115,-0.05322372842758849
65,NA,NA,-1.6511905994534002,NA,NA,1.6511905994534002,NA,NA
81,461,-1.4521492118726884,-1.642164371145,-1.509153759654382,1.4521492118726884,1.642164371145,1.509153759654382,-0.09584624034561795
98,NA,NA,-1.619689734449219,NA,NA,1.619689734449219,NA,NA
101,65,-2.083246822066069,-1.6439668483563687,-1.929498831267674,2.083246822066069,1.6439668483563687,1.929498831267674,0.324498831267674
103,NA,NA,-1.6447432953402876,NA,NA,1.6447432953402876,NA,NA
104,NA,NA,-1.6470367013725467,NA,NA,1.6470367013725467,NA,NA
108,341,-2.1007278909747473,-1.724464392934675,-1.9878488415627258,2.1007278909747473,1.724464392934675,1.9878488415627258,0.3828488415627258
109,NA,NA,-1.6833811786685,NA,NA,1.6833811786685,NA,NA
113,NA,NA,-1.6490019622713625,NA,NA,1.6490019622713625,NA,NA
116,444,-1.9491254681655499,-1.7117940172653086,-1.8779260328954774,1.9491254681655499,1.7117940172653086,1.8779260328954774,0.27292603289547746
117,100,-1.9857363326615536,-1.7070749089444712,-1.9021379055464287,1.9857363326615536,1.7070749089444712,1.9021379055464287,0.2971379055464287
119,55,-1.5860280683375054,-1.6399360498835338,-1.6102866600332182,1.5860280683375054,1.6399360498835338,1.6102866600332182,0.0052866600332182045
120,NA,NA,-1.648679956316775,NA,NA,1.648679956316775,NA,NA
122,887,-1.5658418619384433,-1.608691184839469,-1.578696658808751,1.5658418619384433,1.608691184839469,1.578696658808751,-0.026303341191248997
