variable,estimate
b_Intercept,-0.261828
b_DBH_std,0.16851
b_IDBH_stdE2,-0.01770655
b_BA_std,-0.16174300000000003
b_BAL_std,-0.0245173
b_CR_std,-0.671783
b_SI_std,-0.0782333
sd_SPCD__Intercept,0.380939
sigma,1.376735
Intercept,-0.27475150000000004
"r_SPCD[11,Intercept]",0.0297937
"r_SPCD[15,Intercept]",0.12396950000000001
"r_SPCD[17,Intercept]",-0.5194875000000001
"r_SPCD[19,Intercept]",0.166767
"r_SPCD[20,Intercept]",-0.0150294
"r_SPCD[21,Intercept]",-0.0414445
"r_SPCD[22,Intercept]",-0.0213307
"r_SPCD[41,Intercept]",0.0913722
"r_SPCD[52,Intercept]",-0.13885550000000002
"r_SPCD[55,Intercept]",-0.4237825
"r_SPCD[62,Intercept]",0.301985
"r_SPCD[64,Intercept]",0.51540300000000006
"r_SPCD[65,Intercept]",0.5224165
"r_SPCD[81,Intercept]",-0.0588196
"r_SPCD[92,Intercept]",0.1392965
"r_SPCD[98,Intercept]",-0.380509
"r_SPCD[101,Intercept]",0.218163
"r_SPCD[103,Intercept]",-0.18689450000000002
"r_SPCD[104,Intercept]",0.584911
"r_SPCD[108,Intercept]",0.405436
"r_SPCD[109,Intercept]",-0.2947615
"r_SPCD[113,Intercept]",0.5980935000000001
"r_SPCD[116,Intercept]",0.227748
"r_SPCD[117,Intercept]",-0.041119
"r_SPCD[119,Intercept]",0.36148
"r_SPCD[120,Intercept]",-0.3104525
"r_SPCD[122,Intercept]",0.0822804
"r_SPCD[124,Intercept]",-0.4699545
"r_SPCD[127,Intercept]",-0.38363
"r_SPCD[133,Intercept]",0.5743535
"r_SPCD[137,Intercept]",0.102961
"r_SPCD[142,Intercept]",0.6229005000000001
"r_SPCD[201,Intercept]",-0.00388376
"r_SPCD[202,Intercept]",-0.135692
"r_SPCD[211,Intercept]",0.04603695
"r_SPCD[212,Intercept]",0.0258565
"r_SPCD[231,Intercept]",0.8400215
"r_SPCD[242,Intercept]",-0.1852525
"r_SPCD[251,Intercept]",0.009572455
"r_SPCD[263,Intercept]",-0.01954705
"r_SPCD[264,Intercept]",0.552799
"r_SPCD[312,Intercept]",-0.17312149999999998
"r_SPCD[313,Intercept]",0.182553
"r_SPCD[333,Intercept]",-0.325909
"r_SPCD[351,Intercept]",-0.21647
"r_SPCD[352,Intercept]",-0.4897555
"r_SPCD[361,Intercept]",-0.4267355
"r_SPCD[431,Intercept]",0.01196665
"r_SPCD[492,Intercept]",0.0360425
"r_SPCD[542,Intercept]",-0.244104
"r_SPCD[604,Intercept]",0.340612
"r_SPCD[631,Intercept]",-0.0766261
"r_SPCD[746,Intercept]",-0.216857
"r_SPCD[747,Intercept]",-0.1313875
"r_SPCD[748,Intercept]",-0.1050895
"r_SPCD[756,Intercept]",-0.35225249999999997
"r_SPCD[763,Intercept]",-0.20821250000000002
"r_SPCD[768,Intercept]",-0.1712795
"r_SPCD[801,Intercept]",-0.378471
"r_SPCD[805,Intercept]",-0.0753626
"r_SPCD[807,Intercept]",0.053393750000000004
"r_SPCD[811,Intercept]",0.2814845
"r_SPCD[815,Intercept]",-0.1879635
"r_SPCD[818,Intercept]",-0.21520899999999998
"r_SPCD[821,Intercept]",-0.2077345
"r_SPCD[839,Intercept]",-0.400306
"r_SPCD[981,Intercept]",0.21337099999999998
"r_SPCD[990,Intercept]",0.021465400000000003
lprior,-4.58173
lp__,-52259.75
