SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior
11,0.6389759175,6.3421315625,568.0057616956085,-0.00537748344376875,-1.6346626821937689,713.2607877659452,-1.7047390935386875,1016,0.7,0.30000000000000004,669.6842799448442,-1.683716170135212,NA
15,0.353993152875,6.057148797875,427.15579145744044,0.01751032115883,-1.61177487759117,575.1064312248797,-1.6405638573183474,1948,0.7,0.30000000000000004,530.7212392946478,-1.6319271634001942,NA
17,0.1729490923715,5.8761047373715,356.41819175282063,-0.002559659418708125,-1.6318448581687082,483.7325149361794,-1.6391214500667044,1498,0.7,0.30000000000000004,445.5382179811718,-1.6369384724973055,NA
19,0.2619808039875,5.9651364489875,389.6061858136757,0.00240309165225,-1.6268821070977502,556.6684322533926,-1.5981401144752239,468,0.7,0.30000000000000004,506.5497583214775,-1.6067627122619819,NA
20,0.500699261,6.203854906,494.6522082366787,-0.01993968931770125,-1.6492248880677014,654.1948469184204,-1.6556213024379167,350,0.7,0.30000000000000004,606.3320553138979,-1.6537023781268523,NA
21,0.578910353375,6.282065998375,534.8926103207817,-0.007108965319605,-1.6363941640696051,700.374187303613,-1.8113618381590904,203,0.7,0.30000000000000004,650.7297142087637,-1.7588715359322449,NA
22,0.549662827625,6.252818472625,519.4748890604405,0.015745706514315,-1.6135394922356852,734.9013915876752,-1.246396337099231,179,0.7,0.30000000000000004,670.2734408295048,-1.3565392836401673,NA
41,0.5212719425,6.2244275875,504.9339292259463,0.0341082857635,-1.5951769129865,640.9955755843423,-1.4450860889272616,32,0.32,0.6799999999999999,548.473656060633,-1.5471478492875437,NA
42,0.58145691875,6.28461256375,536.2564851827575,0.033673386273925,-1.5956118124760752,678.4641737994954,-1.4968101320444398,46,0.46,0.54,601.672021946457,-1.550163039477523,NA
52,-0.49764098834725,5.20551465665275,182.27465749835244,-0.0179129964445775,-1.6471981951945776,NA,NA,NA,NA,NA,NA,NA,NA
55,-0.829991283125,4.873164361875,130.7339525899516,-0.0295931652150475,-1.6588783639650475,NA,NA,NA,NA,NA,NA,NA,NA
62,-0.472890879375,5.230264765625,186.8422663812813,-0.02531296762177,-1.6545981663717702,296.17700327199867,-2.0675683578324335,39,0.39,0.61,229.48281376866106,-1.815656541041429,NA
64,-0.5863045075,5.116851137499999,166.8092822738345,0.02975249836232,-1.59953270038768,263.71516751106543,-1.7249631808781691,579,0.7,0.30000000000000004,234.64340193989614,-1.6873340367310223,NA
65,-0.110517163431275,5.5926384815687245,268.4429679638577,-0.0041701710369025004,-1.6334553697869025,NA,NA,NA,NA,NA,NA,NA,NA
72,-0.2756435520875,5.4275120929125,227.5823367997133,-0.01688659779962875,-1.6461717965496288,NA,NA,NA,NA,NA,NA,NA,NA
73,0.11892815487585,5.82208379987585,337.6749680657466,-0.0624997136432125,-1.6917849123932127,465.3752575692028,-1.78774178478898,396,0.7,0.30000000000000004,427.0651707181659,-1.75895472307025,NA
