variable,estimate
b_Intercept,-0.31070949999999997
b_DBH_std,0.106017
b_IDBH_stdE2,-0.026578650000000002
b_BA_std,-0.183844
b_BAL_std,0.004249859999999999
b_CR_std,-0.606587
b_SI_std,-0.0592755
sd_SPCD__Intercept,0.4152045
sigma,1.38327
Intercept,-0.336528
"r_SPCD[15,Intercept]",0.054054149999999995
"r_SPCD[20,Intercept]",0.0181442
"r_SPCD[62,Intercept]",0.05629365
"r_SPCD[64,Intercept]",0.504176
"r_SPCD[65,Intercept]",0.34896400000000005
"r_SPCD[81,Intercept]",-0.115769
"r_SPCD[101,Intercept]",0.0953816
"r_SPCD[103,Intercept]",-0.030815099999999998
"r_SPCD[104,Intercept]",0.6735169999999999
"r_SPCD[108,Intercept]",0.3920205
"r_SPCD[109,Intercept]",0.08236774999999999
"r_SPCD[113,Intercept]",0.4710565
"r_SPCD[116,Intercept]",0.19709100000000002
"r_SPCD[117,Intercept]",0.0406829
"r_SPCD[119,Intercept]",0.4681415
"r_SPCD[122,Intercept]",-0.001059143
"r_SPCD[127,Intercept]",-0.3658205
"r_SPCD[133,Intercept]",0.4007765
"r_SPCD[137,Intercept]",0.216818
"r_SPCD[142,Intercept]",0.6926845
"r_SPCD[201,Intercept]",0.2907
"r_SPCD[202,Intercept]",-0.111492
"r_SPCD[212,Intercept]",0.0069751
"r_SPCD[231,Intercept]",-0.28303849999999997
"r_SPCD[251,Intercept]",0.1002245
"r_SPCD[264,Intercept]",0.6803165
"r_SPCD[312,Intercept]",-0.14711249999999998
"r_SPCD[333,Intercept]",-0.5235065
"r_SPCD[351,Intercept]",0.03549035
"r_SPCD[352,Intercept]",-0.440899
"r_SPCD[361,Intercept]",-0.613471
"r_SPCD[431,Intercept]",-0.329204
"r_SPCD[492,Intercept]",0.263822
"r_SPCD[604,Intercept]",-0.17937
"r_SPCD[631,Intercept]",-0.29090950000000004
"r_SPCD[730,Intercept]",-0.08623595
"r_SPCD[746,Intercept]",-0.4605465
"r_SPCD[747,Intercept]",-0.0986088
"r_SPCD[768,Intercept]",-0.205126
"r_SPCD[801,Intercept]",-0.2379325
"r_SPCD[805,Intercept]",-0.1918645
"r_SPCD[807,Intercept]",-0.681689
"r_SPCD[811,Intercept]",0.03605845
"r_SPCD[815,Intercept]",-0.7147749999999999
"r_SPCD[818,Intercept]",-0.23349999999999999
"r_SPCD[821,Intercept]",0.444243
"r_SPCD[839,Intercept]",-0.4611055
"r_SPCD[981,Intercept]",0.47265650000000003
lprior,-4.59037
lp__,-52376
