SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
11,1016,-1.7047390935386875,-1.6346626821937689,-1.683716170135212,1.7047390935386875,1.6346626821937689,1.683716170135212,0.07871617013521193
15,1948,-1.6405638573183474,-1.61177487759117,-1.6319271634001942,1.6405638573183474,1.61177487759117,1.6319271634001942,0.026927163400194187
17,1498,-1.6391214500667044,-1.6318448581687082,-1.6369384724973055,1.6391214500667044,1.6318448581687082,1.6369384724973055,0.031938472497305526
19,468,-1.5981401144752239,-1.6268821070977502,-1.6067627122619819,1.5981401144752239,1.6268821070977502,1.6067627122619819,0.0017627122619818802
20,350,-1.6556213024379167,-1.6492248880677014,-1.6537023781268523,1.6556213024379167,1.6492248880677014,1.6537023781268523,0.0487023781268523
21,203,-1.8113618381590904,-1.6363941640696051,-1.7588715359322449,1.8113618381590904,1.6363941640696051,1.7588715359322449,0.1538715359322449
22,179,-1.246396337099231,-1.6135394922356852,-1.3565392836401673,1.246396337099231,1.6135394922356852,1.3565392836401673,-0.2484607163598327
41,32,-1.4450860889272616,-1.5951769129865,-1.5471478492875437,1.4450860889272616,1.5951769129865,1.5471478492875437,-0.05785215071245631
42,46,-1.4968101320444398,-1.5956118124760752,-1.550163039477523,1.4968101320444398,1.5956118124760752,1.550163039477523,-0.054836960522476996
52,NA,NA,-1.6471981951945776,NA,NA,1.6471981951945776,NA,NA
55,NA,NA,-1.6588783639650475,NA,NA,1.6588783639650475,NA,NA
62,39,-2.0675683578324335,-1.6545981663717702,-1.815656541041429,2.0675683578324335,1.6545981663717702,1.815656541041429,0.21065654104142895
64,579,-1.7249631808781691,-1.59953270038768,-1.6873340367310223,1.7249631808781691,1.59953270038768,1.6873340367310223,0.08233403673102235
65,NA,NA,-1.6334553697869025,NA,NA,1.6334553697869025,NA,NA
72,NA,NA,-1.6461717965496288,NA,NA,1.6461717965496288,NA,NA
73,396,-1.78774178478898,-1.6917849123932127,-1.75895472307025,1.78774178478898,1.6917849123932127,1.75895472307025,0.15395472307025004
81,564,-1.50139223298153,-1.6195536376544613,-1.5368406543834092,1.50139223298153,1.6195536376544613,1.5368406543834092,-0.06815934561659076
93,333,-1.4627950666987874,-1.61486899101075,-1.5084172439923762,1.4627950666987874,1.61486899101075,1.5084172439923762,-0.09658275600762378
98,120,-1.4745747167763752,-1.587101642797975,-1.508332794582855,1.4745747167763752,1.587101642797975,1.508332794582855,-0.09666720541714491
101,111,-2.0870190995948716,-1.6250800397057938,-1.9484373816281484,2.0870190995948716,1.6250800397057938,1.9484373816281484,0.3434373816281484
103,NA,NA,-1.6177691393311502,NA,NA,1.6177691393311502,NA,NA
104,NA,NA,-1.6295452780462838,NA,NA,1.6295452780462838,NA,NA
108,2088,-1.5547838456094105,-1.6224302542048648,-1.5750777681880468,1.5547838456094105,1.6224302542048648,1.5750777681880468,-0.029922231811953193
109,NA,NA,-1.6558636570625,NA,NA,1.6558636570625,NA,NA
113,NA,NA,-1.63186634328881,NA,NA,1.63186634328881,NA,NA
116,466,-1.9426274616402044,-1.6968070825569501,-1.8688813479152282,1.9426274616402044,1.6968070825569501,1.8688813479152282,0.2638813479152282
117,139,-1.98573633266155,-1.6471333185965074,-1.8841554284420372,1.98573633266155,1.6471333185965074,1.8841554284420372,0.2791554284420372
119,81,-0.9202531621630504,-1.6023476967102477,-1.1248815225272097,0.9202531621630504,1.6023476967102477,1.1248815225272097,-0.48011847747279024
120,NA,NA,-1.6249266736855563,NA,NA,1.6249266736855563,NA,NA
122,4952,-1.8179007328233927,-1.6851146022312502,-1.77806489364575,1.8179007328233927,1.6851146022312502,1.77806489364575,0.17306489364574995
124,NA,NA,-1.6217911867010564,NA,NA,1.6217911867010564,NA,NA
127,59,-1.4367720366138543,-1.6499799656624854,-1.5241872875237932,1.4367720366138543,1.6499799656624854,1.5241872875237932,-0.0808127124762068
133,208,-1.61011917319389,-1.6481029291359126,-1.6215142999764967,1.61011917319389,1.6481029291359126,1.6215142999764967,0.01651429997649667
142,NA,NA,-1.6210714137442213,NA,NA,1.6210714137442213,NA,NA
201,NA,NA,-1.6383075685601125,NA,NA,1.6383075685601125,NA,NA
202,14135,-1.5221653610591408,-1.586533723726125,-1.5414758698592361,1.5221653610591408,1.586533723726125,1.5414758698592361,-0.06352413014076386
