year,scenario,species_group,site_class,density_class,variant,config,variable,median,q025,q250,q500,q750,q975,mean,sd,n_draws
2035,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,1
2040,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2045,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2050,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2055,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2060,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2065,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,1
2070,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,41.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,1
2075,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,1
2080,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2085,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,1
2090,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.0,1
2095,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,1
2100,32,Oak-Pine,Medium,Medium,NE,calibrated_map,atba,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,1
2000,33,Oak-Pine,Medium,High,NE,default,atba,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,1
2005,33,Oak-Pine,Medium,High,NE,default,atba,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,1
2010,33,Oak-Pine,Medium,High,NE,default,atba,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,1
2015,33,Oak-Pine,Medium,High,NE,default,atba,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,1
2020,33,Oak-Pine,Medium,High,NE,default,atba,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2025,33,Oak-Pine,Medium,High,NE,default,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2030,33,Oak-Pine,Medium,High,NE,default,atba,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,1
2035,33,Oak-Pine,Medium,High,NE,default,atba,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,1
2040,33,Oak-Pine,Medium,High,NE,default,atba,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,1
2045,33,Oak-Pine,Medium,High,NE,default,atba,56.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,1
2050,33,Oak-Pine,Medium,High,NE,default,atba,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1
2055,33,Oak-Pine,Medium,High,NE,default,atba,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2060,33,Oak-Pine,Medium,High,NE,default,atba,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2065,33,Oak-Pine,Medium,High,NE,default,atba,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2070,33,Oak-Pine,Medium,High,NE,default,atba,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0.0,1
2075,33,Oak-Pine,Medium,High,NE,default,atba,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,1
2080,33,Oak-Pine,Medium,High,NE,default,atba,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,1
2085,33,Oak-Pine,Medium,High,NE,default,atba,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2090,33,Oak-Pine,Medium,High,NE,default,atba,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,1
2095,33,Oak-Pine,Medium,High,NE,default,atba,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1
2100,33,Oak-Pine,Medium,High,NE,default,atba,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2000,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,1
2005,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,1
2010,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,1
2015,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,1
2020,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2025,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2030,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,1
2035,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,1
2040,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,1
2045,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,56.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,1
2050,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1
2055,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2060,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2065,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2070,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0.0,1
2075,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,1
2080,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,1
2085,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2090,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,1
2095,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1
2100,33,Oak-Pine,Medium,High,NE,calibrated_map,atba,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2000,34,Oak-Pine,High,Low,NE,default,atba,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1
2005,34,Oak-Pine,High,Low,NE,default,atba,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1
2010,34,Oak-Pine,High,Low,NE,default,atba,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,1
2015,34,Oak-Pine,High,Low,NE,default,atba,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,1
2020,34,Oak-Pine,High,Low,NE,default,atba,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,1
2025,34,Oak-Pine,High,Low,NE,default,atba,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2030,34,Oak-Pine,High,Low,NE,default,atba,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2035,34,Oak-Pine,High,Low,NE,default,atba,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2040,34,Oak-Pine,High,Low,NE,default,atba,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2045,34,Oak-Pine,High,Low,NE,default,atba,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.0,1
2050,34,Oak-Pine,High,Low,NE,default,atba,53.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,1
2055,34,Oak-Pine,High,Low,NE,default,atba,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,1
2060,34,Oak-Pine,High,Low,NE,default,atba,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2065,34,Oak-Pine,High,Low,NE,default,atba,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,1
2070,34,Oak-Pine,High,Low,NE,default,atba,68.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,1
2075,34,Oak-Pine,High,Low,NE,default,atba,72.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,1
2080,34,Oak-Pine,High,Low,NE,default,atba,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,1
2085,34,Oak-Pine,High,Low,NE,default,atba,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2090,34,Oak-Pine,High,Low,NE,default,atba,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,1
2095,34,Oak-Pine,High,Low,NE,default,atba,87.0,87.0,87.0,87.0,87.0,87.0,87.0,0.0,1
2100,34,Oak-Pine,High,Low,NE,default,atba,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2000,34,Oak-Pine,High,Low,NE,calibrated_map,atba,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1
2005,34,Oak-Pine,High,Low,NE,calibrated_map,atba,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,1
2010,34,Oak-Pine,High,Low,NE,calibrated_map,atba,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,1
2015,34,Oak-Pine,High,Low,NE,calibrated_map,atba,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,1
2020,34,Oak-Pine,High,Low,NE,calibrated_map,atba,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,1
2025,34,Oak-Pine,High,Low,NE,calibrated_map,atba,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2030,34,Oak-Pine,High,Low,NE,calibrated_map,atba,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2035,34,Oak-Pine,High,Low,NE,calibrated_map,atba,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,1
2040,34,Oak-Pine,High,Low,NE,calibrated_map,atba,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,1
2045,34,Oak-Pine,High,Low,NE,calibrated_map,atba,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.0,1
2050,34,Oak-Pine,High,Low,NE,calibrated_map,atba,53.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,1
2055,34,Oak-Pine,High,Low,NE,calibrated_map,atba,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,1
2060,34,Oak-Pine,High,Low,NE,calibrated_map,atba,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2065,34,Oak-Pine,High,Low,NE,calibrated_map,atba,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,1
2070,34,Oak-Pine,High,Low,NE,calibrated_map,atba,68.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,1
2075,34,Oak-Pine,High,Low,NE,calibrated_map,atba,72.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,1
2080,34,Oak-Pine,High,Low,NE,calibrated_map,atba,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,1
2085,34,Oak-Pine,High,Low,NE,calibrated_map,atba,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,1
2090,34,Oak-Pine,High,Low,NE,calibrated_map,atba,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,1
2095,34,Oak-Pine,High,Low,NE,calibrated_map,atba,87.0,87.0,87.0,87.0,87.0,87.0,87.0,0.0,1
2100,34,Oak-Pine,High,Low,NE,calibrated_map,atba,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2000,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2005,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2010,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2030,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2035,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2040,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2045,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2050,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2055,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2060,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2065,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2070,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2075,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2080,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2085,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2090,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2095,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2100,35,Oak-Pine,High,Medium,NE,default,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2000,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2005,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2010,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2030,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2035,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2040,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2045,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2050,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2055,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2060,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2065,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2070,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2075,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2080,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2085,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2090,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2095,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2100,35,Oak-Pine,High,Medium,NE,calibrated_map,atba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2000,36,Oak-Pine,High,High,NE,default,atba,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1
2005,36,Oak-Pine,High,High,NE,default,atba,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,1
2010,36,Oak-Pine,High,High,NE,default,atba,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,1
2015,36,Oak-Pine,High,High,NE,default,atba,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2020,36,Oak-Pine,High,High,NE,default,atba,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2025,36,Oak-Pine,High,High,NE,default,atba,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,1
2030,36,Oak-Pine,High,High,NE,default,atba,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,1
2035,36,Oak-Pine,High,High,NE,default,atba,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,1
2040,36,Oak-Pine,High,High,NE,default,atba,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2045,36,Oak-Pine,High,High,NE,default,atba,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2050,36,Oak-Pine,High,High,NE,default,atba,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2055,36,Oak-Pine,High,High,NE,default,atba,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,1
2060,36,Oak-Pine,High,High,NE,default,atba,81.0,81.0,81.0,81.0,81.0,81.0,81.0,0.0,1
2065,36,Oak-Pine,High,High,NE,default,atba,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2070,36,Oak-Pine,High,High,NE,default,atba,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2075,36,Oak-Pine,High,High,NE,default,atba,97.0,97.0,97.0,97.0,97.0,97.0,97.0,0.0,1
2080,36,Oak-Pine,High,High,NE,default,atba,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2085,36,Oak-Pine,High,High,NE,default,atba,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2090,36,Oak-Pine,High,High,NE,default,atba,112.0,112.0,112.0,112.0,112.0,112.0,112.0,0.0,1
2095,36,Oak-Pine,High,High,NE,default,atba,116.0,116.0,116.0,116.0,116.0,116.0,116.0,0.0,1
2100,36,Oak-Pine,High,High,NE,default,atba,121.0,121.0,121.0,121.0,121.0,121.0,121.0,0.0,1
2000,36,Oak-Pine,High,High,NE,calibrated_map,atba,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1
2005,36,Oak-Pine,High,High,NE,calibrated_map,atba,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,1
2010,36,Oak-Pine,High,High,NE,calibrated_map,atba,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,1
2015,36,Oak-Pine,High,High,NE,calibrated_map,atba,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2020,36,Oak-Pine,High,High,NE,calibrated_map,atba,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2025,36,Oak-Pine,High,High,NE,calibrated_map,atba,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,1
2030,36,Oak-Pine,High,High,NE,calibrated_map,atba,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,1
2035,36,Oak-Pine,High,High,NE,calibrated_map,atba,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,1
2040,36,Oak-Pine,High,High,NE,calibrated_map,atba,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2045,36,Oak-Pine,High,High,NE,calibrated_map,atba,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2050,36,Oak-Pine,High,High,NE,calibrated_map,atba,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2055,36,Oak-Pine,High,High,NE,calibrated_map,atba,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,1
2060,36,Oak-Pine,High,High,NE,calibrated_map,atba,81.0,81.0,81.0,81.0,81.0,81.0,81.0,0.0,1
2065,36,Oak-Pine,High,High,NE,calibrated_map,atba,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2070,36,Oak-Pine,High,High,NE,calibrated_map,atba,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2075,36,Oak-Pine,High,High,NE,calibrated_map,atba,97.0,97.0,97.0,97.0,97.0,97.0,97.0,0.0,1
2080,36,Oak-Pine,High,High,NE,calibrated_map,atba,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2085,36,Oak-Pine,High,High,NE,calibrated_map,atba,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2090,36,Oak-Pine,High,High,NE,calibrated_map,atba,112.0,112.0,112.0,112.0,112.0,112.0,112.0,0.0,1
2095,36,Oak-Pine,High,High,NE,calibrated_map,atba,116.0,116.0,116.0,116.0,116.0,116.0,116.0,0.0,1
2100,36,Oak-Pine,High,High,NE,calibrated_map,atba,121.0,121.0,121.0,121.0,121.0,121.0,121.0,0.0,1
2000,1,Spruce-Fir,Low,Low,ACD,default,tcuft,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,1
2005,1,Spruce-Fir,Low,Low,ACD,default,tcuft,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,1
2010,1,Spruce-Fir,Low,Low,ACD,default,tcuft,133.0,133.0,133.0,133.0,133.0,133.0,133.0,0.0,1
2015,1,Spruce-Fir,Low,Low,ACD,default,tcuft,192.0,192.0,192.0,192.0,192.0,192.0,192.0,0.0,1
2020,1,Spruce-Fir,Low,Low,ACD,default,tcuft,261.0,261.0,261.0,261.0,261.0,261.0,261.0,0.0,1
2025,1,Spruce-Fir,Low,Low,ACD,default,tcuft,331.0,331.0,331.0,331.0,331.0,331.0,331.0,0.0,1
2030,1,Spruce-Fir,Low,Low,ACD,default,tcuft,405.0,405.0,405.0,405.0,405.0,405.0,405.0,0.0,1
2035,1,Spruce-Fir,Low,Low,ACD,default,tcuft,478.0,478.0,478.0,478.0,478.0,478.0,478.0,0.0,1
2040,1,Spruce-Fir,Low,Low,ACD,default,tcuft,553.0,553.0,553.0,553.0,553.0,553.0,553.0,0.0,1
2045,1,Spruce-Fir,Low,Low,ACD,default,tcuft,625.0,625.0,625.0,625.0,625.0,625.0,625.0,0.0,1
2050,1,Spruce-Fir,Low,Low,ACD,default,tcuft,698.0,698.0,698.0,698.0,698.0,698.0,698.0,0.0,1
2055,1,Spruce-Fir,Low,Low,ACD,default,tcuft,768.0,768.0,768.0,768.0,768.0,768.0,768.0,0.0,1
2060,1,Spruce-Fir,Low,Low,ACD,default,tcuft,834.0,834.0,834.0,834.0,834.0,834.0,834.0,0.0,1
2065,1,Spruce-Fir,Low,Low,ACD,default,tcuft,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,1
2070,1,Spruce-Fir,Low,Low,ACD,default,tcuft,963.0,963.0,963.0,963.0,963.0,963.0,963.0,0.0,1
2075,1,Spruce-Fir,Low,Low,ACD,default,tcuft,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,0.0,1
2080,1,Spruce-Fir,Low,Low,ACD,default,tcuft,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,0.0,1
2085,1,Spruce-Fir,Low,Low,ACD,default,tcuft,1132.0,1132.0,1132.0,1132.0,1132.0,1132.0,1132.0,0.0,1
2090,1,Spruce-Fir,Low,Low,ACD,default,tcuft,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,0.0,1
2095,1,Spruce-Fir,Low,Low,ACD,default,tcuft,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0,1232.0,0.0,1
2100,1,Spruce-Fir,Low,Low,ACD,default,tcuft,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,0.0,1
2000,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,1
2005,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,1
2010,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,133.0,133.0,133.0,133.0,133.0,133.0,133.0,0.0,1
2015,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,192.0,192.0,192.0,192.0,192.0,192.0,192.0,0.0,1
2020,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,261.0,261.0,261.0,261.0,261.0,261.0,261.0,0.0,1
2025,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,331.0,331.0,331.0,331.0,331.0,331.0,331.0,0.0,1
2030,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,405.0,405.0,405.0,405.0,405.0,405.0,405.0,0.0,1
2035,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,478.0,478.0,478.0,478.0,478.0,478.0,478.0,0.0,1
2040,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,553.0,553.0,553.0,553.0,553.0,553.0,553.0,0.0,1
2045,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,625.0,625.0,625.0,625.0,625.0,625.0,625.0,0.0,1
2050,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,698.0,698.0,698.0,698.0,698.0,698.0,698.0,0.0,1
2055,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,768.0,768.0,768.0,768.0,768.0,768.0,768.0,0.0,1
2060,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,834.0,834.0,834.0,834.0,834.0,834.0,834.0,0.0,1
2065,1,Spruce-Fir,Low,Low,ACD,calibrated_map,tcuft,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,1
