PLOT,MEASYEAR,PUB_LAT,PUB_LONG,FIRST_CN,FIRST_PLTCN,COUNTYCD,FIRST_INVYR,ALL_TRTCD,CYCLE5_MMT,CYCLE6_MMT,CYCLE7_MMT,CYCLE8_MMT,2021
255,2001,46.00776,-69.72445,70187288010538,52921350010538,21,2001,10,0.331,0.389,0.272,0.055,0.068
256,2001,45.15738,-71.02041,70166533010538,52886350010538,17,2001,0,0.251,0.254,0.283,0.322,0.348
257,2000,45.49871,-70.20124,71979427010538,52837790010538,25,2000,0,0.232,0.267,0.301,0.344,0.201
258,1999,44.76005,-67.30038,71909033010538,52712825010538,29,1999,0,0.234,0.283,0.312,0.325,0.346
259,2001,46.7996,-69.25069,70141584010538,52898126010538,3,2001,0,0.144,0.171,0.217,0.27,0.263
260,2000,45.03469,-67.43781,71993519010538,52852682010538,29,2000,0,0.13,0.161,0.22,0.248,0.272
261,2000,45.47296,-69.4191,71974664010538,52833008010538,21,2000,10,0.27,0.28,0.281,0.019,0.033
262,1999,45.52005,-70.03688,71893809010538,52697221010538,25,1999,10,0.308,0.042,0.051,0.093,0.129
263,1999,45.58115,-69.96186,71899867010538,52703382010538,25,1999,10,0.2,0.189,0.059,0.049,0.066
264,2001,44.65868,-70.07912,70150512010538,52869753010538,7,2001,10,0.192,0.214,0.237,0.1,0
265,1999,46.4982,-68.93607,71879309010538,52682656010538,21,1999,10,0.317,0.369,0.055,0.099,0.128
266,2000,44.41631,-69.18842,71990460010538,52849494010538,27,2000,0,0.032,0.033,0.041,0.048,0.061
267,1999,46.1944,-68.65395,71963986010538,52768910010538,19,1999,10,0.23,0.253,0.284,0.084,0.104
268,2001,44.79589,-68.76382,70173420010538,52893620010538,19,2001,0,0,0,0,0,0
269,1999,44.1483,-69.59167,71918480010538,52738278010538,15,1999,0,0.126,0.156,0.228,0.305,0.353
270,1999,43.60995,-70.93634,71914589010538,52718416010538,31,1999,0,0.286,0.25,0.277,0.297,0.308
271,1999,47.03883,-69.23779,71929773010538,52743990010538,3,1999,0,0.237,0.191,0.202,0.231,0.208
272,2001,46.2545,-69.70783,70180618010538,52914394010538,21,2001,10,0.487,0.082,0.092,0.024,0.064
273,1999,46.38701,-69.6936,71881276010538,52684709010538,21,1999,0,0.194,0.239,0.271,0.287,0.318
274,2000,45.2589,-69.03057,71967588010538,52825692010538,21,2000,10,0.327,0.264,0.304,0.233,0.277
275,1999,45.27172,-69.84795,71892731010538,52696099010538,25,1999,10,0.198,0.083,0.105,0.089,0.103
276,1999,44.24101,-69.70095,71916223010538,52735996010538,11,1999,0,0.039,0.054,0.064,0.057,0.059
277,2001,45.30739,-68.52858,70176435010538,52910028010538,19,2001,10,0.377,0.178,0.203,0.266,0.325
278,2001,46.57319,-69.60713,70187625010538,52921695010538,21,2001,0,0.163,0.176,0.168,0.18,0.187
279,1999,44.43938,-68.36567,71954917010538,52732220010538,9,1999,0,0,0,0,0,0
280,1999,43.75499,-70.82077,71913265010538,52717072010538,31,1999,10,0.397,0.404,0.458,0.53,0.566
281,2000,44.35921,-70.50482,72005753010538,52792958010538,17,2000,0,0.04,0.061,0.1,0.129,0.148
282,1999,44.52978,-70.81161,71923902010538,52758976010538,17,1999,10,0.239,0.275,0.11,0.097,0.111
283,2001,44.86222,-67.5285,70122850010538,52940109010538,29,2001,10,0.193,0.19,0.262,0.184,0.21
284,1999,46.12074,-68.11501,71937658010538,52752247010538,3,1999,0,0.18,0.248,0.265,0.301,0.322
285,1999,44.30993,-70.98529,71924199010538,52759277010538,17,1999,0,0.328,0.301,0.382,0.395,0.397
286,2000,44.33685,-70.15048,72011771010538,52806718010538,1,2000,0,0,0,0,0,0
287,1999,46.14671,-68.47632,71926505010538,52761669010538,19,1999,0,0.387,0.461,0.515,0.434,0.433
288,1999,44.66366,-70.70668,71923168010538,52758233010538,17,1999,0,0.246,0.296,0.296,0.323,0.34
289,1999,44.73726,-71.0085,71923988010538,52759063010538,17,1999,0,0.376,0.362,0.424,0.433,0.467
290,2000,46.88912,-68.39238,72025483010538,52822189010538,3,2000,0,0.088,0.093,0.094,0.132,0.169
291,2000,45.86831,-70.07728,71985964010538,52844749010538,25,2000,0,0.132,0.138,0.196,0.259,0.304
292,2001,45.27178,-70.71538,70153283010538,52872600010538,7,2001,0,0.288,0.308,0.331,0.389,0.387
293,2001,44.76033,-69.00477,70169499010538,52889404010538,19,2001,10,0.195,0.22,0.27,0.301,0.321
294,2000,44.97093,-69.80711,71982985010538,52841625010538,25,2000,10,0.31,0.301,0.293,0.354,0.344
295,2000,46.54702,-69.31433,71975441010538,52833798010538,21,2000,0,0.081,0.113,0.134,0.175,0.19
296,1999,45.03273,-67.17701,71907140010538,52710816010538,29,1999,0,0.117,0,0,0,0
297,2000,44.46686,-69.86864,72042700010538,52786777010538,11,2000,10,0.426,0.418,0.25,0.314,0.284
298,2000,45.98439,-68.58307,71964569010538,52822498010538,19,2000,0,0.123,0.237,0.321,0.369,0.467
299,2000,46.98444,-69.61657,71945544010538,52722839010538,3,1999,0,0.205,0.255,0.284,0.37,0.374
300,1999,46.32744,-70.10409,71893562010538,52696969010538,25,1999,0,0.057,0.079,0.12,0.176,0.238
301,2000,46.41645,-68.40221,72012847010538,52807857010538,3,2000,0,0.183,0.182,0.18,0.183,0.141
302,1999,44.29253,-70.64487,71919946010538,52739799010538,17,1999,10,0.297,0.211,0.232,0.283,0
303,2000,44.72713,-70.43236,72034922010538,52778743010538,7,2000,10,0.312,0.366,0.415,0.456,0.402
304,2000,46.37942,-68.04589,72022825010538,52819399010538,3,2000,10,0.235,0.197,0.223,0.24,0.272
305,2001,46.42848,-69.55416,70180768010538,52914548010538,21,2001,0,0.144,0.164,0.195,0.21,0.245
306,1999,44.88171,-70.54855,71948794010538,52726076010538,7,1999,0,0.129,0.147,0.186,0.203,0.223
307,2001,47.05324,-69.32373,70137028010538,52863699010538,3,2001,20,0.267,0.213,0.104,0.091,0.012
308,1999,46.70687,-69.00405,71942853010538,52720111010538,3,1999,10,0.189,0.22,0.086,0.104,0.114
309,2001,46.0349,-69.30639,70186044010538,52920085010538,21,2001,0,0.171,0.252,0.387,0.456,0.507
310,2001,44.58105,-68.9476,70200057010538,52934636010538,27,2001,10,0.058,0.094,0.14,0.199,0.231
311,1999,46.65206,-69.23662,71932137010538,52746481010538,3,1999,0,0.198,0.228,0.241,0.271,0.234
312,2001,46.01701,-69.11099,70178701010538,52912392010538,21,2001,0,0.149,0.182,0.24,0.321,0.366
313,2000,47.09565,-69.24722,72013847010538,52808930010538,3,2000,50,0.026,0.085,0.152,0.182,0.227
314,1999,43.91643,-70.91001,71921407010538,52756456010538,17,1999,10,0.21,0.096,0.125,0.147,0.193
315,2001,44.20286,-70.79794,70165656010538,52885455010538,17,2001,10,0.361,0.389,0.514,0.578,0.636
316,2001,46.52097,-69.49337,70180285010538,52914050010538,21,2001,10,0.019,0.039,0.125,0.166,0.195
317,2001,45.54319,-68.2987,70173435010538,52893637010538,19,2001,0,0.028,0.029,0.01,0.009,0.009
318,2001,45.14291,-67.76784,70123907010538,52941180010538,29,2001,10,0.229,0.135,0.168,0.253,0.309
319,2001,44.41027,-70.01851,70159215010538,52878743010538,11,2001,10,0.48,0.514,0.613,0.546,0.627
320,1999,46.40589,-69.05846,71886728010538,52690196010538,21,1999,0,0.022,0.029,0.035,0.023,0.026
321,1999,44.23756,-68.53436,71956149010538,52733467010538,9,1999,0,0.393,0,0,0.291,0.263
322,1999,46.98189,-69.24086,71943774010538,52721043010538,3,1999,0,0.496,0.581,0.593,0.588,0.297
323,1999,45.39322,-68.26523,71926167010538,52761313010538,19,1999,0,0.268,0.282,0.237,0.191,0
324,2000,46.71336,-68.09687,72024516010538,52821165010538,3,2000,0,0.15,0.213,0.227,0.255,0.273
325,1999,45.12159,-68.29552,71925422010538,53115890010538,19,1999,10,0.014,0.029,0.091,0.166,0.257
326,1999,45.77428,-69.01119,71884306010538,52687743010538,21,1999,0,0.143,0.156,0.2,0.235,0.272
327,1999,44.90474,-70.73456,71950735010538,52728062010538,7,1999,0,0.212,0.237,0.251,0.286,0.362
328,2001,43.61317,-70.7149,70125789010538,52943116010538,31,2001,0,0.522,0.581,0.67,0.651,0
329,2001,44.95939,-68.6859,70176120010538,52896389010538,19,2001,0,0,0,0,0,0
330,2001,45.18298,-68.64538,70167932010538,52887762010538,19,2001,10,0.13,0.162,0.198,0.261,0.196
331,2001,46.93088,-68.51298,70143453010538,52900119010538,3,2001,0,0.435,0.416,0.426,0.38,0.316
332,2000,46.91761,-67.95825,72024394010538,52821035010538,3,2000,10,0.071,0.087,0.086,0.078,0.02
333,2001,45.13035,-70.0261,70195543010538,52929941010538,25,2001,10,0.164,0.203,0.26,0.216,0.274
334,2001,44.52146,-68.58225,70154350010538,52873719010538,9,2001,0,0.303,0.285,0.32,0.332,0.366
335,2001,43.40458,-70.65636,70126812010538,52944172010538,31,2001,0,0.285,0.323,0.38,0.43,0.419
336,2000,45.03101,-67.25971,71992871010538,52852039010538,29,2000,0,0.084,0.135,0.17,0.194,0.24
337,2000,45.13729,-68.12206,72040891010538,52784896010538,9,2000,0,0.267,0.281,0.335,0.348,0.285
338,1999,45.99779,-69.99222,71901655010538,52705191010538,25,1999,10,0.343,0.27,0.042,0.078,0.139
339,2001,47.03265,-69.00672,70136325010538,52863005010538,3,2001,50,0.172,0.191,0.302,0.362,0.416
340,2001,44.4482,-69.66612,70158757010538,52878207010538,11,2001,10,0.105,0.093,0.078,0.097,0.145
341,2001,45.35132,-67.69607,70124469010538,52941753010538,29,2001,10,0.307,0.353,0.103,0.131,0.115
342,2000,43.87629,-70.66532,72031640010538,52775291010538,5,2000,10,0.363,0.471,0.386,0.296,0.351
343,2000,47.00992,-68.08601,72020189010538,52815626010538,3,2000,0,0.282,0.329,0.378,0.368,0.394
344,2000,44.6484,-67.94928,71996788010538,52856094010538,29,2000,0,0.021,0.055,0.094,0.115,0.15
345,2001,44.17505,-69.30652,70161340010538,52880930010538,13,2001,0,0,0,0,0,0
346,1999,47.30131,-68.25556,71941379010538,52756018010538,3,1999,0,0.011,0.014,0.016,0.021,0.024
347,2000,46.16996,-68.38927,72018453010538,52813780010538,3,2000,0,0.227,0.203,0.257,0.291,0.272
348,2000,45.46467,-67.65426,71996829010538,52856140010538,29,2000,10,0.178,0.221,0.142,0.151,0.157
349,2001,46.88933,-68.75076,70135252010538,52861916010538,3,2001,10,0.166,0.251,0.26,0.138,0.168
350,2001,43.98881,-70.97631,70162812010538,52882481010538,17,2001,10,0.15,0.156,0.201,0.262,0.306
351,2001,45.8313,-68.4831,70171659010538,52891818010538,19,2001,10,0.349,0.176,0.218,0.235,0.08
352,2001,44.28846,-68.41808,70156733010538,52876158010538,9,2001,0,0.27,0.277,0.15,0.198,0.213
353,2000,46.04395,-68.47015,72043857010538,52799685010538,19,2000,10,0.208,0.088,0.112,0.145,0.192
354,2000,45.08464,-70.82722,72005194010538,52792384010538,17,2000,10,0.165,0.213,0.105,0.151,0.159
355,2000,45.15956,-69.89181,71979716010538,52838130010538,25,2000,0,0.28,0.272,0.321,0.354,0.384
356,2001,46.21453,-68.10889,70132530010538,52909372010538,3,2001,10,0.076,0.136,0.197,0.129,0.156
357,2000,46.4301,-67.79668,72016185010538,52811428010538,3,2000,0,0.002,0.004,0.007,0.009,0.009
358,1999,44.79974,-67.04813,71907320010538,52711027010538,29,1999,10,0.153,0.179,0.215,0.238,0.278
359,2001,44.63503,-68.12,70156496010538,52875916010538,9,2001,10,0.297,0.283,0.334,0.321,0.365
360,2000,44.70966,-67.32711,71991129010538,52850220010538,29,2000,0,0.348,0.345,0.34,0.33,0.325
361,1999,45.24966,-67.46716,71910410010538,52714211010538,29,1999,10,0.427,0.452,0.523,0.184,0.181
362,2000,45.73827,-67.98425,72018976010538,52814325010538,3,2000,0,0.137,0.204,0.267,0.293,0.32
363,1999,45.41257,-69.27837,71881766010538,52685222010538,21,1999,50,0.107,0.099,0.153,0.201,0.271
364,2001,44.80643,-67.76773,70120944010538,52938107010538,29,2001,10,0.151,0.078,0.119,0.177,0.215
365,2000,45.78054,-69.95835,71985824010538,52844607010538,25,2000,10,0.21,0.187,0.142,0.203,0.259
366,2000,43.81046,-70.95045,72004908010538,52792078010538,17,2000,10,0.311,0.379,0.205,0.228,0.144
367,2001,45.1877,-68.24895,70157552010538,52876995010538,9,2001,10,0.026,0.042,0.062,0.08,0.065
368,1999,46.91904,-69.60625,71931290010538,52745603010538,3,1999,10,0.169,0.201,0.218,0.293,0.273
369,2000,45.51379,-68.35824,71965264010538,52823206010538,19,2000,10,0.305,0.342,0.412,0.29,0.229
370,2001,46.17401,-69.19629,70185655010538,52919690010538,21,2001,0,0.098,0.138,0.189,0.236,0.275
371,1999,45.17267,-68.5063,71925626010538,52760775010538,19,1999,10,0.395,0.079,0.113,0.164,0.215
372,2001,44.09955,-69.93085,70188536010538,52922574010538,23,2001,0,0.203,0.222,0.258,0.275,0.319
373,2000,44.66992,-67.53598,71992458010538,52851618010538,29,2000,0,0.05,0.055,0.076,0.095,0.114
374,2000,45.7989,-68.34523,72023938010538,52820562010538,3,2000,0,0.215,0.249,0.264,0.325,0.326
375,2000,43.81082,-69.92932,72031775010538,52775428010538,5,2000,0,0.305,0.368,0.397,0.403,0.099
376,1999,44.38044,-69.36018,71903101010538,52706622010538,27,1999,0,0.299,0.247,0.309,0.343,0.439
377,2001,44.47526,-70.39692,70164217010538,52883990010538,17,2001,10,0.362,0.38,0.435,0.187,0.206
378,2000,45.79634,-70.14661,71988163010538,52846982010538,25,2000,10,0.446,0.333,0.432,0.088,0.08
379,2001,46.54254,-69.65152,70180374010538,52914143010538,21,2001,0,0.086,0.142,0.134,0.189,0.231
380,2000,45.27323,-69.18032,71968523010538,52826696010538,21,2000,10,0.174,0.207,0.206,0.281,0.319
381,1999,45.28316,-69.25412,71884669010538,52688112010538,21,1999,10,0.344,0.347,0.256,0.278,0.249
382,1999,45.72653,-69.24309,71890228010538,52693684010538,21,1999,10,0.36,0.36,0.381,0.141,0.152
383,1999,46.15046,-70.08663,71901496010538,52705031010538,25,1999,10,0.227,0.22,0.228,0.215,0.021
384,1999,43.98435,-70.8458,71920867010538,52740733010538,17,1999,10,0.511,0.201,0.187,0.125,0.165
385,2001,44.99574,-68.99659,70169333010538,52889236010538,19,2001,10,0.224,0.157,0.188,0.223,0.262
386,2001,43.88424,-70.10715,70148545010538,52867648010538,5,2001,10,0.381,0.424,0.492,0.32,0.357
387,1999,46.02128,-69.79833,71899101010538,52702611010538,25,1999,10,0.11,0.088,0.134,0.182,0.157
388,2001,45.00778,-68.35777,70154900010538,52874285010538,9,2001,0,0.084,0.116,0.163,0.198,0.201
389,1999,44.62494,-69.77413,71894379010538,52697826010538,25,1999,10,0.34,0.38,0.288,0.222,0
390,1999,46.44946,-70.03276,71902064010538,52705603010538,25,1999,0,0.165,0.175,0.188,0.182,0.192
391,2001,44.22614,-70.47738,72009127010538,52796440010538,17,2000,0,0.292,0.348,0.358,0.413,0.437
392,2001,44.55443,-67.59905,70122274010538,52939523010538,29,2001,10,0.165,0.149,0.132,0.061,0.044
393,2001,43.39091,-70.48395,70126289010538,52943637010538,31,2001,0,0.083,0.092,0.112,0.133,0.158
394,2000,44.86958,-69.7069,71981352010538,52839870010538,25,2000,10,0.356,0.44,0.313,0.377,0.38
395,2000,43.41896,-70.51582,71999154010538,52858475010538,31,2000,0,0,0,0,0,0
396,1999,43.65028,-70.72471,71913174010538,52716980010538,31,1999,0,0.206,0.247,0.277,0.297,0.323
397,2001,45.28884,-70.14845,70195338010538,52929732010538,25,2001,10,0.045,0.05,0.034,0.055,0.075
398,2001,46.28472,-68.26242,70133470010538,52860087010538,3,2001,10,0.153,0.196,0.225,0.074,0.1
399,2000,44.33366,-69.70729,72001106010538,52788083010538,11,2000,10,0.137,0.136,0.185,0.196,0.224
400,2001,43.61581,-70.49803,70126577010538,52943933010538,31,2001,0,0.296,0.307,0.358,0.371,0.411
401,2001,44.7164,-69.57249,70194277010538,52928653010538,25,2001,0,0.173,0.215,0.289,0.35,0.254
402,2001,43.51354,-70.94778,70127197010538,52944563010538,31,2001,0,0.404,0.462,0.507,0.449,0
403,2001,44.89965,-67.28654,70120274010538,52937370010538,29,2001,0,0.192,0.199,0.243,0.287,0.307
404,2000,46.09818,-70.08753,71987906010538,52846719010538,25,2000,10,0.486,0.117,0.149,0.194,0.258
405,1999,44.65971,-69.12684,71959454010538,52764266010538,19,1999,10,0.035,0,0,0.086,0.115
406,1999,45.84593,-68.3317,71930202010538,52744431010538,3,1999,10,0.134,0.151,0.195,0.224,0.244
407,2000,44.06808,-70.57963,72006472010538,52793701010538,17,2000,0,0.279,0.306,0.371,0.405,0.44
408,2001,46.9861,-69.47961,70138343010538,52865036010538,3,2001,0,0.017,0.035,0.04,0.064,0.099
409,1999,45.07786,-68.43251,71960329010538,52765203010538,19,1999,10,0.291,0.336,0.406,0.095,0.107
410,1999,46.21406,-69.42924,71889149010538,52692618010538,21,1999,10,0.098,0.112,0.157,0.216,0.224
411,1999,46.64637,-69.66546,71934921010538,52749426010538,3,1999,10,0.319,0.319,0.342,0.395,0.167
412,1999,43.95661,-70.66054,71946893010538,52724132010538,5,1999,10,0.515,0.415,0.359,0.436,0.504
413,2001,44.71821,-67.46889,70120401010538,52937508010538,29,2001,10,0.055,0.063,0.075,0.099,0.118
414,1999,44.42173,-69.13169,71903360010538,52706924010538,27,1999,0,0.227,0.243,0.295,0.293,0.266
415,2001,45.07602,-68.54113,70173239010538,52893437010538,19,2001,0,0.154,0.187,0.202,0.257,0.245
416,2000,45.94118,-68.71186,71965744010538,52823665010538,19,2000,0,0.241,0.268,0.29,0.289,0.317
417,2000,45.6769,-68.04535,72018731010538,52814064010538,3,2000,10,0.146,0.192,0.236,0.098,0.141
418,2001,46.71151,-67.89401,70128097010538,52904580010538,3,2001,0,0.042,0.079,0.122,0.186,0.238
419,1999,45.55245,-70.20073,71893409010538,52696809010538,25,1999,10,0.23,0.089,0.107,0.129,0.164
420,2000,46.00657,-68.17811,72023785010538,52820395010538,3,2000,10,0.202,0.242,0.086,0.102,0.127
421,2001,46.0488,-70.08472,70196966010538,52931388010538,25,2001,50,0.012,0.06,0.083,0.127,0.24
422,2001,44.00216,-69.8092,70188399010538,52922435010538,23,2001,0,0.531,0.558,0.466,0.491,0.542
423,2000,46.09703,-68.11337,72012451010538,52807412010538,3,2000,10,0.192,0.263,0.168,0.082,0.135
424,2000,46.88827,-69.61144,72029309010538,52773003010538,3,2000,0,0.311,0.332,0.39,0.441,0.454
425,1999,44.31165,-69.65106,71916076010538,52735848010538,11,1999,0,0.242,0.25,0.278,0.318,0.347
426,2001,44.78588,-70.52608,70152220010538,52871517010538,7,2001,0,0.178,0.161,0.148,0.161,0.19
427,1999,45.85004,-68.93975,71879694010538,52683066010538,21,1999,0,0.41,0.408,0.394,0.405,0.41
428,2001,44.78007,-68.61732,70167579010538,52887389010538,19,2001,10,0.337,0.192,0.101,0.109,0.156
429,2001,44.67315,-67.88627,70124168010538,52941444010538,29,2001,0,0,0,0,0,0
430,2001,45.10416,-67.53323,70120471010538,52937611010538,29,2001,10,0.181,0.203,0.056,0.06,0.1
431,2001,46.93025,-67.9124,70132774010538,52909620010538,3,2001,0,0.111,0.147,0.141,0.273,0.304
432,2001,44.79957,-67.60287,70201496010538,52936111010538,29,2001,0,0.312,0.34,0.403,0.423,0.384
433,2001,46.12867,-69.42748,70186204010538,52920247010538,21,2001,0,0.027,0.051,0.155,0.294,0.377
434,2000,45.79138,-69.531,71971206010538,52829477010538,21,2000,10,0.123,0.199,0.285,0.337,0.343
435,2001,47.14591,-68.94245,70146606010538,52903496010538,3,2001,10,0.317,0.413,0.179,0.244,0.283
436,2000,47.31568,-68.20309,72014790010538,52809897010538,3,2000,10,0.123,0.074,0.119,0.143,0.172
437,2000,44.56755,-70.17514,72034512010538,52778321010538,7,2000,10,0.057,0.079,0.11,0.139,0.187
438,1999,44.49605,-68.72895,71955037010538,52732344010538,9,1999,0,0.11,0.131,0.148,0.156,0
439,1999,46.01262,-68.4113,71938268010538,52752861010538,3,1999,0,0.149,0.193,0.26,0.333,0.41
440,2001,45.02373,-69.25336,70172153010538,52892334010538,19,2001,0,0.242,0.269,0.33,0.338,0.395
441,1999,44.64429,-70.5331,71921554010538,52756604010538,17,1999,0,0.222,0.268,0.303,0.374,0.273
442,1999,44.53163,-69.68293,71915463010538,52735228010538,11,1999,0,0,0,0,0,0
443,2000,44.34508,-70.33731,72006965010538,52794206010538,17,2000,0,0.37,0.363,0.352,0.349,0.354
444,1999,43.6909,-70.33391,71947600010538,52724856010538,5,1999,0,0,0,0,0,0
445,1999,44.99234,-67.28043,71907757010538,52711500010538,29,1999,0,0.077,0.101,0.14,0.156,0.183
446,1999,44.86236,-68.01613,71911519010538,52715330010538,29,1999,10,0.226,0.253,0.25,0.308,0.195
447,2001,43.76764,-70.26321,70147761010538,52866836010538,5,2001,0,0,0,0,0,0
448,2001,44.58985,-70.67986,70164092010538,52883859010538,17,2001,10,0.247,0.314,0.352,0.278,0.251
449,1999,44.89336,-69.34765,71894797010538,52698252010538,25,1999,0,0.053,0.054,0.07,0.1,0.149
450,1999,44.76234,-70.81347,71923470010538,52758543010538,17,1999,0,0.326,0.367,0.42,0.438,0.237
451,2001,46.1599,-68.6001,70171357010538,52891497010538,19,2001,50,0.115,0.174,0.208,0.24,0.274
452,1999,44.51122,-70.61463,71921139010538,52756188010538,17,1999,0,0,0,0,0,0
453,2001,46.92165,-68.94711,70136181010538,52862859010538,3,2001,0,0.287,0.344,0.35,0.39,0.329
454,2000,46.63037,-68.20784,72024914010538,52821596010538,3,2000,10,0.31,0.322,0.278,0.33,0.361
455,2001,45.14284,-69.08504,70177369010538,52910987010538,21,2001,0,0.388,0.419,0.444,0.465,0.479
456,2000,44.12189,-69.28764,72002009010538,52789033010538,13,2000,0,0.274,0.26,0.594,0.606,0.645
457,1999,46.41728,-67.8338,71931851010538,52746187010538,3,1999,0,0,0,0,0,0
458,2000,45.25432,-67.82581,71997356010538,52856675010538,29,2000,10,0.315,0.168,0.219,0.261,0.297
459,2001,47.1658,-69.1209,70136906010538,52863573010538,3,2001,0,0.375,0.455,0.381,0.465,0.545
460,2000,45.46179,-70.60826,72034833010538,52778647010538,7,2000,10,0.199,0.198,0.038,0.055,0.071
461,2001,45.0446,-70.73691,70150805010538,52870071010538,7,2001,10,0.343,0.339,0.311,0.128,0.116
462,2000,45.63567,-68.29952,72022604010538,52819144010538,3,2000,10,0.255,0.273,0.363,0.094,0.122
463,1999,44.11271,-69.98548,71891549010538,52694896010538,23,1999,0,0.256,0.276,0.298,0.257,0.313
464,1999,46.32703,-68.51906,71960183010538,52765056010538,19,1999,50,0.048,0.061,0.111,0.153,0.199
465,2000,45.86039,-68.10142,71937289010538,52751892010538,3,1999,0,0.205,0.21,0.214,0.258,0.27
466,1999,46.3331,-69.12721,71886969010538,52690440010538,21,1999,10,0.259,0.264,0.126,0.13,0.177
467,2000,44.21526,-69.87116,72001399010538,52788376010538,11,2000,0,0,0,0,0,0
468,2000,45.09823,-68.95209,72049912010538,52805985010538,19,2000,10,0.107,0.02,0.028,0.019,0
469,1999,44.7584,-70.94845,71923573010538,52758644010538,17,1999,10,0.358,0.233,0.077,0.037,0.07
470,1999,44.58862,-70.00058,71950960010538,52728291010538,7,1999,10,0.174,0.251,0.122,0.124,0.169
