variant,sp_idx,SPCD,sp_code,default_sdimax,calibrated_sdimax,pct_change,abs_change
SN,65,812,SK,342,309.49633322639824,-9.503996132632095,-32.503666773601765
SN,66,813,CB,405,323.26127953973435,-20.18240011364584,-81.73872046026565
SN,67,819,TO,326,201.68092387439972,-38.13468592809824,-124.31907612560028
SN,68,820,LK,387,372.54180079676814,-3.735968786364821,-14.458199203231857
SN,69,822,OV,384,339.04111436984704,-11.708043132852334,-44.95888563015296
SN,70,824,BJ,326,205.6449635825914,-36.918722827425945,-120.3550364174086
SN,71,825,SN,417,332.459653708057,-20.27346433859545,-84.54034629194302
SN,72,826,CK,336,319.8471689669225,-4.807390188415928,-16.15283103307752
SN,73,827,WK,365,316.4556841648259,-13.299812557581939,-48.544315835174075
SN,74,832,CO,417,358.11058193266786,-14.122162606074856,-58.889418067332144
SN,75,833,RO,414,370.301854331512,-10.555107649393236,-43.698145668487996
SN,76,834,QS,342,292.8024111133216,-14.38525990838549,-49.197588886678375
SN,77,835,PO,311,255.23896310765167,-17.929593856060556,-55.76103689234833
SN,78,837,BO,370,313.25020670748927,-15.337781970948846,-56.74979329251073
SN,79,838,LO,410,324.79130015218243,-20.782609718979895,-85.20869984781757
SN,80,901,BK,343,309.1207618946059,-9.877328893700906,-33.87923810539411
SN,81,920,WI,447,310.1495080278704,-30.61532258884331,-136.8504919721296
SN,82,931,SS,492,477.5796392760764,-2.9309676268137355,-14.42036072392358
SN,83,950,BD,526,337.06585734712235,-35.919038527163046,-188.93414265287765
SN,84,970,EL,282,384.44794744224265,36.32905937668179,102.44794744224265
SN,85,971,WE,263,251.93778769623677,-4.2061643740544605,-11.062212303763232
SN,86,972,AE,282,279.93500909414746,-0.7322662786711133,-2.0649909058525395
SN,87,975,RL,227,287.97357442215844,26.860605472316493,60.973574422158435
SN,88,299,OS,354,NA,NA,NA
SN,89,998,OH,492,NA,NA,NA
SN,90,999,OT,421,396.31913385983415,-5.862438513103526,-24.680866140165847
TT,1,101,WB,621,NA,NA,NA
TT,2,113,LM,409,351.1076113038532,-14.154618263116573,-57.89238869614678
TT,3,202,DF,570,350.43277399012976,-38.5205659666439,-219.56722600987024
TT,4,133,PM,358,320.9590481196259,-10.346634603456454,-37.04095188037411
TT,5,96,BS,620,NA,NA,NA
TT,6,746,AS,562,500.0433629764144,-11.024312637648682,-61.956637023585586
TT,7,108,LP,679,354.0564755166146,-47.85618917281081,-324.9435244833854
TT,8,93,ES,620,447.670108178574,-27.795143842165484,-172.32989182142597
TT,9,19,AF,602,464.2687517472182,-22.878944892488676,-137.73124825278182
TT,10,122,PP,446,274.04389597029973,-38.55518027571755,-171.95610402970027
TT,11,65,UJ,497,385.74316566507304,-22.385680952701605,-111.25683433492696
TT,12,66,RM,411,371.6879902531376,-9.564965875148996,-39.31200974686237
TT,13,322,BI,619,443.6049094320622,-28.33523272503034,-175.3950905679378
TT,14,321,MM,680,NA,NA,NA
TT,15,749,NC,452,NA,NA,NA
TT,16,475,MC,501,385.9198234827646,-22.970095113220633,-115.08017651723537
TT,17,299,OS,409,NA,NA,NA
TT,18,998,OH,452,NA,NA,NA
UT,1,101,WB,621,NA,NA,NA
UT,2,113,LM,409,351.1708366877438,-14.139159734047967,-57.829163312256185
UT,3,202,DF,570,350.45912480558536,-38.515943016563966,-219.54087519441464
UT,4,15,WF,634,389.9660403197567,-38.49116083284595,-244.0339596802433
UT,5,96,BS,620,NA,NA,NA
UT,6,746,AS,562,500.07098328830705,-11.019397991404439,-61.92901671169295
UT,7,108,LP,679,354.06034131019385,-47.855619836495755,-324.93965868980615
UT,8,93,ES,620,447.695274386878,-27.791084776309997,-172.304725613122
UT,9,19,AF,602,464.22508515224985,-22.886198479692716,-137.77491484775015
UT,10,122,PP,446,274.0444174513226,-38.555063351721394,-171.9555825486774
UT,11,106,PI,348,334.6650093539416,-3.831893863809877,-13.334990646058372
UT,12,64,WJ,272,NA,NA,NA
UT,13,814,GO,652,523.3556350447111,-19.730730821363327,-128.6443649552889
UT,14,133,PM,358,320.9638750163624,-10.345286308278657,-37.03612498363759
UT,15,66,RM,411,371.661445221518,-9.571424520311917,-39.33855477848198
UT,16,65,UJ,497,385.7420290602376,-22.385909645827443,-111.2579709397624
UT,17,142,GB,621,NA,NA,NA
UT,18,749,NC,452,NA,NA,NA
UT,19,748,FC,452,NA,NA,NA
UT,20,475,MC,501,385.93681292942887,-22.96670400610202,-115.06318707057113
UT,21,322,BI,619,443.5633842771345,-28.34194115070525,-175.4366157228655
UT,22,313,BE,344,NA,NA,NA
UT,23,299,OS,409,NA,NA,NA
UT,24,998,OH,652,NA,NA,NA
WS,1,117,SP,561,520.845016612042,-7.15775104954689,-40.154983387958055
WS,2,202,DF,570,552.5310365068194,-3.064730437400102,-17.46896349318058
WS,3,15,WF,800,530.7212392946478,-33.65984508816902,-269.27876070535217
WS,4,212,GS,1052,NA,NA,NA
WS,5,81,IC,576,569.9923699467954,-1.042991328681353,-6.007630053204593
WS,6,116,JP,365,390.040939766213,6.860531442798083,25.040939766213
WS,7,20,RF,1000,606.3320553138979,-39.366794468610216,-393.66794468610215
WS,8,122,PP,365,332.8908234917516,-8.79703465979409,-32.109176508248424
WS,9,108,LP,679,447.1042431173957,-34.15254151437471,-231.8957568826043
WS,10,101,WB,621,272.8851878447447,-56.057135612762536,-348.1148121552553
WS,11,119,WP,272,365.350572845213,34.320063546034184,93.35057284521298
WS,12,133,PM,358,265.82844863100865,-25.746243399159596,-92.17155136899135
WS,13,11,SF,790,669.6842799448442,-15.229837981665291,-120.3157200551558
WS,14,103,KP,679,NA,NA,NA
WS,15,104,FP,409,NA,NA,NA
WS,16,109,CP,365,NA,NA,NA
WS,17,113,LM,409,NA,NA,NA
WS,18,124,MP,365,NA,NA,NA
WS,19,127,GP,214,223.27859832304608,4.335793608900039,9.278598323046083
WS,20,137,WE,365,NA,NA,NA
WS,21,142,GB,409,NA,NA,NA
WS,22,201,BD,570,NA,NA,NA
WS,23,211,RW,1052,762.8770917201806,-27.483166186294618,-289.1229082798194
WS,24,264,MH,687,600.9606097802902,-12.523928707381344,-86.03939021970984
WS,25,64,WJ,272,234.64340193989617,-13.734043404449938,-37.356598060103835
WS,26,65,UJ,497,NA,NA,NA
WS,27,62,CJ,272,229.48281376866103,-15.63131846740403,-42.51718623133897
WS,28,801,LO,667,276.9324449850502,-58.480892805839545,-390.0675550149498
WS,29,805,CY,667,448.0807235307243,-32.821480730026344,-218.9192764692757
WS,30,807,BL,214,179.89053739884463,-15.939001215493166,-34.10946260115537
WS,31,818,BO,406,398.66080344880913,-1.8076838796036616,-7.339196551190867
WS,32,821,VO,440,205.32326871463408,-53.335620746674074,-234.67673128536592
WS,33,839,IO,667,269.7019856429784,-59.564919693706386,-397.2980143570216
WS,34,631,TO,785,633.312826199714,-19.32320685353962,-151.68717380028602
WS,35,431,GC,785,NA,NA,NA
WS,36,746,AS,562,305.850810563053,-45.57814758664537,-256.149189436947
WS,37,981,CL,406,383.9505573798428,-5.4308971970830555,-22.04944262015721
WS,38,361,MA,515,484.29410312490904,-5.962310072833196,-30.705896875090957
WS,39,492,DG,406,NA,NA,NA
WS,40,312,BM,629,422.9277125997092,-32.761889888758475,-206.0722874002908
WS,41,475,MC,501,479.75039073487414,-4.241438975075021,-21.249609265125855
WS,42,299,OS,365,NA,NA,NA
WS,43,998,OH,406,NA,NA,NA
