n,rmse_cal,bias_cal,r2_cal,rmse_base,bias_base,r2_base,variant
29928,7.488479452384254,-0.07249534705401584,0.8260751956478363,8.040363045747448,0.5450734501320139,0.7994948388067942,ACD
29986,11.364017382901975,-0.07047473267093937,0.7949249825226617,12.664386278238931,0.9364351125646045,0.7453068436399879,AK
29959,6.900047926766083,-0.0041381813063107445,0.8320796752699743,7.420904546970206,0.48094489971659765,0.8057715959371065,BC
29970,11.638104261102763,-0.18516891711745928,0.8705537233130414,13.796616791142021,0.4562891187095673,0.8180842591399593,BM
29915,11.743906273889028,-0.2531818454467063,0.8985950818800611,13.465802302884631,0.3768584154425647,0.866679070199049,CA
29985,11.631011428807502,-0.17068838953548654,0.7930442872365671,14.078893360436128,0.6760502076803607,0.6967648841255676,CI
29942,7.411044094744898,-0.11395203064320186,0.8619554678802195,7.897997728329597,0.7527574137507328,0.843218641397353,CR
29933,9.081846581004685,-0.08036009772628841,0.8029327668453916,9.637783784673674,0.661522259416909,0.7780677301720303,CS
29974,13.361583280477328,-0.20967420945565698,0.8422500750761773,16.771388378559923,0.28755385079157664,0.7514628307127342,EC
29972,9.64090905983602,0.03150875240783142,0.7488086146666206,10.732204616893025,0.8804316787209087,0.688723268993211,EM
29988,11.530999149708272,-0.11696675986829694,0.8237696729538437,14.418691522937557,0.40623572073749953,0.7244512355499426,IE
29981,11.055976929352198,-0.08000373295442446,0.7739080272002273,12.578648752620024,0.8989256717479798,0.7073430273215169,KT
29886,8.399075285356046,-0.08312147430109294,0.8060244489892988,9.390691212767162,0.5672255117943846,0.7575181892940196,LS
29990,15.490241337837547,-0.24486140098141837,0.8897270182971162,17.21951005680166,0.7896239041300629,0.8637318592830754,NC
29847,9.091119234151027,-0.09843748417075406,0.8082935579833466,9.667254897863321,0.7138205191576449,0.7832254271584086,NE
29893,13.556234952024221,-0.17359923740623623,0.8791681525231825,15.024380471962694,0.7466356451426535,0.8515786466991069,OC
29959,6.900047926766083,-0.0041381813063107445,0.8320796752699743,7.420904546970206,0.48094489971659765,0.8057715959371065,ON
29955,15.205596628421013,-0.24151568192989356,0.8793449346074904,17.496499150761547,0.5817281522141388,0.8402499699259683,OP
29962,16.589674756297356,-0.14041907564515682,0.8614271696433916,19.310936397844475,0.6615469894660468,0.8122374342917172,PN
29766,9.958782644751546,-0.33579272140378963,0.8056874959646141,10.741238383947836,0.7699250511631214,0.7739539350801139,SN
29963,10.59848459047721,-0.16640009679625709,0.869596966904828,12.276726177490259,0.4683555849543866,0.8250293173480245,SO
2003,3.6145926828489507,-0.054229163389965154,0.7893741238834442,3.955116822413454,0.5461810080274565,0.7478194276358112,TT
29988,6.135862628367907,-0.12277469818054361,0.8628684246722756,6.674054667454304,0.7220286957966731,0.8377570895192554,UT
29943,15.739015647111703,-0.31108019531601533,0.8925715443273071,20.65955242808786,-0.17220023774814214,0.8149001717978066,WC
29950,13.548530248240622,-0.16871333663718782,0.8784464306598738,15.147445716481307,0.7858246078417283,0.8480634869164723,WS
