SPCD,n,mean_ht,rmse_cal,bias_cal,r2_cal,rmse_base,bias_base,r2_base,variant,rmse_improvement_pct,r2_improvement
319,90,18.88888888888889,3.1366528119373154,-1.1664050562012567,0.24116753011485847,2.4441569840044584,0.1890656053344054,0.5392437894124174,ACD,-28.332706633200193,-0.2980762592975589
356,20,25.85,3.9956320910694405,-0.56321937439997,0.8744168192784099,3.6947918639759276,0.18480609275264842,0.8926157840113058,ACD,-8.142278054325415,-0.01819896473289595
371,1594,44.03262233375157,8.020473369700177,0.688573149623925,0.7178785456916627,8.793587761289071,0.6042012606219768,0.66086835529741506,ACD,8.79179707504917,0.057010190394247595
372,107,54.90654205607477,8.581341174693438,1.2106140729770216,0.6621620096645565,9.259088656780873,0.487530232511908,0.6066903226792401,ACD,7.3198076744959994,0.05547168698531646
375,1624,41.243226600985224,8.706841938468173,-0.5608731707934672,0.6649512513316009,9.016314682620836,0.8614773426819047,0.6407102720353051,ACD,3.4323640538986373,0.024240979296295873
379,181,32.425414364640886,5.218103173879426,-0.31881461119194066,0.8228874549796943,5.682130594488311,0.3528114726798105,0.7899868823442875,ACD,8.166433574388341,0.0329005726354068
531,1775,37.33521126760564,7.6424169855853545,0.34920488134207395,0.7572011417640236,7.656903393730563,0.7173662256923012,0.7562798057738217,ACD,0.18919408278116032,9.213359902019436e-4
541,516,52.51162790697674,8.637658150789811,-0.15803488028733237,0.7878985054404464,9.234497472845494,0.5444235899789228,0.7575745346037094,ACD,6.463148902370907,0.03032397083673699
543,141,34.05673758865248,7.775591085770124,-0.48129316214017304,0.7278979359499504,7.870086902507137,0.8163838113759606,0.7212441016669333,ACD,1.2006959758844626,0.006653834283017135
544,18,46.166666666666664,12.034261074867041,-4.3987910760768205,0.5155056383003289,12.07143221427367,1.3288900741167275,0.5125080266390718,ACD,0.3079265057105385,0.0029976116612571158
660,31,26.516129032258064,7.2535976441545476,-1.955194338751821,-0.3241856880037792,5.763020170326779,0.7113489711362079,0.16412324990223248,ACD,-25.864519466765085,-0.4883089379060117
701,202,34.62376237623762,5.7020991256941285,-0.28092315031037973,0.7712790559076819,6.118361599020855,0.41809051553882415,0.736666149027078,ACD,6.8034957821607485,0.03461290688060381
741,102,45.73529411764706,8.28797999891439,-0.546971727578834,0.6925360853762126,8.48813898362854,0.647301312941413,0.6775059341342741,ACD,2.35810211284483,0.015030151241938516
743,259,53.06949806949807,8.540096062694868,-1.3607358368563929,0.8009907468340187,9.402683225499738,0.3684566979725609,0.7587588620880108,ACD,9.173840510393505,0.04223188474600792
746,568,49.74295774647887,7.4708495014343566,-0.6073450032218284,0.8468988236927762,8.689073348096846,0.2816538245107373,0.7928974345812392,ACD,14.020181414734116,0.05400138911153707
761,130,31.623076923076923,5.798947750570505,-0.7239794363722281,0.7493129777014518,6.034693793227717,0.3974635975722933,0.7285161889041653,ACD,3.906512090501954,0.020796788797286525
762,153,41.64705882352941,9.642570178671367,-0.818418668146314,0.7443099651826582,9.497946238395384,1.0676714613833793,0.7519223726447991,ACD,-1.522686448690784,-0.007612407462140869
763,14,16.285714285714285,2.3325868266474616,1.9519781739129514,0.5541687225942902,1.157424881840182,0.06540792046885345,0.8902307934815464,ACD,-101.53245910342774,-0.33606207088725626
802,49,52.36734693877551,7.976476732887164,-0.10409326722396005,0.7540442207624498,8.917295188468223,0.8337053358499824,0.6926019467240921,ACD,10.55049132833147,0.06144227403835767
833,597,55.54773869346734,8.840500764108397,-0.9251579354331426,0.7115517150300749,9.86639833939355,0.5257718339561385,0.6407212592692965,ACD,10.397893334481074,0.0708304557607784
837,25,60.36,9.150138710502718,2.2811166555171583,0.7013983416641927,7.551695731572032,0.2683327628868301,0.7966117655160689,ACD,-21.16667614464307,-0.09521342385187626
935,43,23.88372093023256,5.23556776546457,-2.429253744543227,0.6380439846192791,4.457882385603521,0.4001323785689111,0.7375869430834039,ACD,-17.445174919206913,-0.09954295846412475
951,29,47.724137931034484,8.702902096077963,0.4311263093457426,0.8194251888992623,10.094226601004898,0.4536219800935169,0.7570733993606867,ACD,13.783369047693323,0.062351789538575564
972,54,39.166666666666664,5.822349006910582,-2.0204621581507674,0.7945354520739971,5.550622604474186,0.20092768284682003,0.8132658162574568,ACD,-4.895422041797006,-0.018730364183459636
19,15,50.666666666666664,12.272867503096164,0.6950672157483925,0.7768617509321529,15.5583460047298,0.5819805096362993,0.641401242160583,AK,21.117145104208625,0.1354605087715699
42,3247,39.08808130582076,9.804291843882298,0.05716636334262529,0.7748209000446166,10.7297203802725,0.6094137566929682,0.7303052907974352,AK,8.62490823238675,0.04451560924718134
94,1950,37.42051282051282,8.945096974363054,0.04748908453789508,0.6772938962983079,9.493639158360324,0.8474959348824012,0.6365015905416056,AK,5.777996981423198,0.04079230575670234
95,2248,22.2864768683274,4.634031594519804,-0.48339483942724304,0.8328768394419019,4.679730922689292,0.4449361034440131,0.8295643566188624,AK,0.9765375173157609,0.003312482823039531
98,4337,54.00576435323956,14.455024686204412,0.20349064446562118,0.7815563257151312,16.843726526528478,0.8962335853643661,0.7033952097250509,AK,14.181552025093234,0.07816111599008035
108,749,31.05874499332443,9.099381461787614,-0.9104728332281526,0.6212502749327657,9.562569029639267,1.1050555705740581,0.5817097427863125,AK,4.843756593191634,0.039540532146453256
242,1306,43.39509954058193,11.356026293274375,-0.22196025046409928,0.752231177267541,12.686165054915687,0.6794186202618527,0.6907892432988982,AK,10.48495550770013,0.061441933968642726
263,8523,48.45559075442919,13.157194802521929,-0.1829924875553491,0.7858968223694216,14.825830628281116,1.0561954441215158,0.7281467232197705,AK,11.254923029918942,0.057750099149651124
264,5279,34.562417124455386,9.392856352832686,0.15487845680065454,0.7389670021853059,9.911888909970822,1.1235809512360753,0.709321505871799,AK,5.236464632044224,0.02964549631350688
351,187,45.01604278074866,10.161212893768392,-0.43724928625080745,0.5708324938879434,10.433811770368987,1.048538823880585,0.5474967253026921,AK,2.612648978149572,0.023335768585251326
375,687,41.572052401746724,11.224112637579987,-0.7044381109563114,0.5003137746571407,11.777622116517728,1.6032035538054255,0.449815214132105,AK,4.699670896737825,0.05049856052503565
376,558,43.077060931899645,9.683977907552018,-0.41187097882907847,0.647748785908087,10.540935877649659,0.9999919185721737,0.5826472672204104,AK,8.129809155889857,0.06510151868767666
741,50,40.46,9.18015103507185,-0.49523475775936904,0.6918059384266619,9.067895555959392,1.1675793030793482,0.6992970892724619,AK,-1.2379441119464982,-0.007491150845799988
746,356,46.103932584269664,9.12274686696004,0.40426265303431536,0.6680908035197916,10.125486503552004,0.7898646752868982,0.5911162648504282,AK,9.90312550651473,0.07697453866936332
747,494,49.83400809716599,13.031836468653209,0.389629778913927,0.6375857814806797,13.308119886660748,1.4357485476787346,0.6220560532369979,AK,2.0760514660261578,0.015529728243681817
12,7401,28.597757059856775,5.29031948497962,-0.09749671309590087,0.8550643174061976,5.609815543731724,0.3234455109621356,0.8370296182063071,BC,5.695304172863598,0.018034699199890536
70,19,45.10526315789474,5.872803777311056,-3.188261132106412,0.38166336220428876,4.994531751317073,0.3055586160678491,0.5527775915383345,BC,-17.5846719917714,-0.17111422933404574
71,161,49.192546583850934,10.24074609606118,-0.5760100750332293,0.7051201624288963,12.010512585294196,0.7220136906948886,0.5943934433726359,BC,14.735145370897301,0.11072671905626041
91,44,47.97727272727273,10.595994832831293,1.8255747664358715,0.4714756929708871,11.925982663291967,1.1630032731487792,0.3304703149748651,BC,11.152018814804757,0.14100537799602197
94,511,38.28375733855186,7.2330973081277055,-0.24197284523150897,0.7906994855835425,7.2852617301989895,0.6538387989592372,0.7876696880153413,BC,0.716026740055902,0.003029797568201209
95,810,37.217283950617286,6.738738967658581,0.45643374773114626,0.7855739756678441,7.323517616175699,0.4633911593722511,0.7467440328554051,BC,7.984942198070189,0.03882994281243901
97,3365,36.77979197622585,6.648923967313307,-0.014976736679317015,0.83621329224293806,7.0832467900496,0.44050129188126064,0.8141165745917782,BC,6.131691237222188,0.022096717651159836
125,109,46.08256880733945,10.229043769425138,-0.5975002261116255,0.6409023480370131,9.97342223105514,1.0058625027213082,0.6586256370785978,BC,-2.5630273385402793,-0.01772328904158471
129,1171,48.94449188727583,10.3906948920431,-0.4330327565795037,0.7570337106370757,11.031964036824004,0.9053754926434919,0.7261186179186655,BC,5.812828455933929,0.030915092718410198
241,2169,34.468879668049794,5.8112867423340875,0.05269834271269299,0.750020892900009,6.01889412939809,0.4679998501324495,0.731840917575268,BC,3.4492613194504544,0.018179975324740916
261,1312,40.172256097560975,7.8517959882898705,0.28838379602404307,0.7522681081585292,8.21548680921099,0.6314273802528676,0.728786994899991,BC,4.4268931271773075,0.02348111325853819
315,406,23.135467980295566,3.8056137657676508,-0.21293731884885236,0.7984898746079222,4.062060706622742,0.29880062217787773,0.7704167107969815,BC,6.31322275506575,0.028073163810940716
316,3928,42.90860488798371,7.550280706319184,0.2743619108122852,0.7785537836910985,8.280661235250939,0.5402977462795957,0.733638100408406,BC,8.82031649625407,0.044915683282692465
318,1111,46.82088208820882,7.093971917084898,0.16554025365302336,0.812442314259564,8.675733311016014,0.3575117854349586,0.7194770982944557,BC,18.232019556464174,0.09296521596510832
319,108,18.935185185185187,3.744148861878436,-0.9228339400290264,0.056422192937320315,3.046795991769222,0.2764508542175229,0.37517520660890036,BC,-22.88807232230451,-0.31875301367158004
356,12,21.083333333333332,5.351829909737374,-3.050876829738469,0.3828430335003179,1.7576004270702932,0.04940262545614882,0.9334372387223963,BC,-204.49639333885608,-0.5505942052220784
371,1381,42.243301955105,7.229033551644729,0.14207340480236477,0.7448506179716291,7.9861674741855415,0.5138426080854022,0.688605550850905,BC,9.480566554460186,0.05624506712072408
372,10,52.1,4.933274950030964,-1.0934848124637724,0.7866841815005433,5.093937477661633,0.20751634059824225,0.7725637739825947,BC,3.1539948877507857,0.01412040751794863
375,1614,40.30483271375465,7.6009999469190435,-0.09709602999624872,0.7428928401513376,8.049760085395716,0.6249365394563234,0.7116376303908404,BC,5.574826252161679,0.03125520976049723
379,202,32.98514851485149,5.116858197259158,0.09872788191978006,0.834117886378929,5.568091573375172,0.33976315504138765,0.8035710317967878,BC,8.103914423276862,0.030546854582141236
531,1405,35.42989323843416,7.4454971180979035,0.15194711722619947,0.7269854553449007,7.58981528471795,0.7274704392844514,0.7162990450623292,BC,1.9014713956297542,0.010686410282571446
541,436,48.47477064220183,8.134744434304507,0.2656681449804398,0.7814759120021977,8.4378659803433,0.5879681779948465,0.7648869497842301,BC,3.5923958349769975,0.016588962217967573
543,179,33.3463687150838,6.93618672380305,-0.26127603706264196,0.7525520689284506,7.053953741170049,0.6338649260018808,0.7440780773884598,BC,1.6695178574769751,0.008473991539990844
544,16,42.3125,9.331949635942195,-6.755219444290184,0.4094505388999765,7.230830173838953,0.5029048450290441,0.6454415596741182,BC,-29.05779020651133,-0.2359910207741417
660,22,25.09090909090909,8.872489684687965,-1.9446865328409235,-1.3795278185841164,5.16639684179537,0.6007102423818579,0.19318250922895464,BC,-71.7345754958439,-1.5727103278130712
701,161,33.60248447204969,5.531361767045964,-1.0529433272556092,0.7802539613103371,5.527475497623533,0.352724919788901,0.7805626347778698,BC,-0.07030821618479349,-3.086734675327163e-4
741,113,45.7787610619469,8.109414281276388,-1.2546833328574072,0.682854976359913,8.434478151797565,0.635065128429887,0.6569200316797175,BC,3.8539891226334975,0.025934944680195526
743,307,52.807817589576544,9.063024861306422,-0.7893348008681577,0.7818749137502253,9.881687917925431,0.4842565115189592,0.7406886409890205,BC,8.284647961143866,0.04118627276120479
746,645,48.55348837209302,7.122364884696222,-0.03997727901990408,0.8499041159324825,8.498387481303357,0.25648804456374796,0.7863054716117106,BC,16.191572808775966,0.06359864432077189
761,103,30.815533980582526,4.4537005991509195,0.5012904327268947,0.8050429699735954,5.26002584780972,0.26222810452053297,0.7280602960239357,BC,15.32930202224301,0.07698267394965963
762,70,35.7,7.503764300005887,-0.9510017324030153,0.728824571067652,7.066222647889482,0.6695419432143185,0.7595268443333377,BC,-6.19201621459081,-0.030702273265685753
763,14,16.285714285714285,1.459790515815811,0.8542181283500038,0.8253872422186893,1.157424881840182,0.06540792046885256,0.8902307934815465,BC,-26.123996357750666,-0.06484355126285724
802,28,51.535714285714285,8.652249038216356,1.5764659569351556,0.559542906839396,8.440678589559463,0.6934650262321951,0.5808202327865304,BC,-2.506557339105307,-0.021277325947134385
833,509,52.82121807465619,8.074744496671476,-0.17858500010667125,0.7716474056921491,9.313191405300817,0.39442444313507813,0.6962296167844596,BC,13.297771459141813,0.07541778890768946
837,15,60,9.692886180975421,3.536042418850195,0.6113401440264301,5.7882654020418665,0.2957372191609091,0.8614009251331707,BC,-67.45752842563442,-0.25006078110674057
935,32,21.71875,4.714141972493156,-1.5536678770069288,0.6735595563726616,4.037621762383074,0.2596116001127752,0.7605306645439736,BC,-16.75541320915579,-0.08697110817131193
951,18,42.5,6.2918224718339415,-0.6076962742838055,0.8651591370409042,6.2729371786955666,0.2764342367178667,0.8659673885397863,BC,-0.3010598161657674,-8.082514988820844e-4
972,42,38.714285714285715,5.081582185862127,-0.6625480675630893,0.8365806701302014,5.195552661961311,0.18440728461319425,0.8291680808897732,BC,2.1936160311415374,0.007412589240428202
15,444,51.759009009009006,11.168673905971175,0.31333065938342575,0.8756604060755977,13.386272616448094,-0.07054361504549914,0.8213818637675198,BM,16.56621506237735,0.05427854230807794
17,6056,55.23282694848085,10.883055820563571,0.0181632588467219,0.8956832606425857,13.577132172167342,-0.17062092747225324,0.8376439854010945,BM,19.84274968705494,0.05803927524149122
19,1010,40.174257425742574,10.501451400380699,-0.8555219013813754,0.7822730786634177,17.67780884726443,-0.031491706850368145,0.3830210529755028,BM,40.5952881880734,0.39925202568791485
64,1352,29.022189349112427,7.120586521126181,-0.5009258134261068,0.5242262186486524,7.75651159600809,0.8437995161055875,0.43545071458354034,BM,8.198596327880043,0.08877550406511203
73,1267,76.87608524072613,12.710148052328547,0.21786017646929934,0.8779225249346223,16.32108197000794,-0.00632893632158401,0.7987053597739099,BM,22.124353791709037,0.07921716516071242
93,1028,65.07879377431907,13.04148094390965,-0.7850119913145229,0.8734561167471123,18.622024847964536,-0.5817357329433763,0.7419872670927375,BM,29.967438823737048,0.13146884965437478
101,113,29.061946902654867,7.756302728440342,-1.989188428392618,0.6659500235247174,8.431076280741783,0.7034083360654261,0.6052992239755075,BM,8.003409408627403,0.06065079954920993
108,4196,39.53622497616778,11.06698777234174,-0.3751411234475551,0.715562545624519,12.282077280175134,1.3186081788867057,0.6496746421154767,BM,9.893192170307428,0.06588790350904239
122,8693,58.278499942482455,12.203778699666856,-0.29942197894731115,0.8653811575178407,13.358457759850957,0.6191893300748079,0.8387016786251937,BM,8.643805152826145,0.02667947889264699
202,5368,62.77086438152012,12.89341106120717,0.194680768225266,0.8194758852240613,15.00333272346461,0.5338241660589683,0.7555584395381822,BM,14.063019871295712,0.06391744568587909
231,17,17.941176470588236,9.261172077535331,-5.721867255374547,-3.0173954755541494,3.566837808127003,0.40136643258127763,0.40409174499174294,BM,-159.6465714374185,-3.4214872205458926
264,38,45.3421052631579,10.238628403675449,-1.0766798365400418,0.7756085266701962,9.108198831570482,0.5554914691790579,0.8224225590691492,BM,-12.411120936301002,-0.04681403239895299
321,67,16.52238805970149,5.910379049129719,0.1334391233421508,0.1708402307282414,5.843665994143682,1.1766828081161005,0.1894527745305229,BM,-1.1416301864770262,-0.0186125438022815
351,14,37.857142857142854,6.213302628788645,-0.3295715597549161,0.8638512056795248,6.771076902483444,0.5671255477430869,0.8383095840976036,BM,8.23760063174328,0.025541621581921192
475,257,16.505836575875488,4.204217295260792,-0.6490487415972247,0.08751130284393982,4.164614255190159,0.6739377816695687,0.10462132359496312,BM,-0.9509413752132572,-0.017110020751023303
746,14,46.857142857142854,20.413187695592363,-3.2814887945093325,0.12951000328791396,20.93873853925462,4.932111534640258,0.08411034237943094,BM,2.5099451080922863,0.04539966090848302
763,11,13.636363636363637,5.292696721083772,1.3024212599788176,-0.7653798272634791,3.157541427353525,0.6239185984415804,0.3716780147292176,BM,-67.62081647555182,-1.1370578419926967
768,25,14.32,4.065921899850336,-1.4942964645516692,0.3306345193183725,2.987573527927348,0.48996984906516466,0.6386047395385681,BM,-36.09445464162686,-0.3079702202201956
15,3997,59.6437327995997,12.558805400338901,-0.5635892851522956,0.8767251606230442,15.705939926113633,-0.43976439772844306,0.807200613700685,CA,20.037861729893148,0.06952454692235921
17,13,45.69230769230769,10.316902500808814,-8.206902847298199,0.8373412789028467,9.721259784502791,-0.8620137430578663,0.8555811777604557,CA,-6.1272173515573565,-0.018239898857609016
20,618,63.323624595469255,14.341501772273395,-1.6801529772807748,0.8702521940920185,16.91179392680296,0.07712536940481286,0.8195777407668143,CA,15.198223001381258,0.05067445332520415
21,295,71.7728813559322,12.191473445439238,-0.297800643213959,0.9127777189680469,18.47804038832718,-1.8433466909877525,0.7996326888820917,CA,34.0218270486044,0.11314503008595522
41,33,58.42424242424242,12.623407437564486,0.31089189215905455,0.8512347320931826,13.369142819562375,0.6102089854463276,0.8331387569796693,CA,5.578034374101331,0.01809597511351324
55,22,11.863636363636363,4.0372668227356066,-0.06793470636108764,-1.0306227347782349,2.192998547355005,0.3772891967531788,0.40085625938446257,CA,-84.09801628026565,-1.4314789941626973
62,47,12.553191489361701,11.061039035321821,-5.90818968800537,-3.186239238706274,4.825698336348149,1.020243564629805,0.20319411348429128,CA,-129.21115793765657,-3.389433352190565
64,41,27.78048780487805,8.821295999278641,-3.597294304979825,0.29054736854353,7.784081933620827,1.1176648158385338,0.4475748899846481,CA,-13.324809200400408,-0.1570275214411181
81,1606,46.50622665006227,10.988459236070348,0.13792544205701776,0.8842727960816004,12.551000301244846,-0.06014573396054115,0.8490203071752656,CA,12.449534122148979,0.03525248890633481
92,10,62.9,18.44302958997967,8.337289962698959,0.7744528904396517,13.315915617463352,1.7035904361191374,0.8824250484179297,CA,-38.50365322075404,-0.10797215797827797
103,125,52.072,11.861484592419934,-1.6465467317956102,0.7418115977199287,15.150636705411621,0.3289529636188393,0.5787689265505478,CA,21.709662616468403,0.16304267116938087
108,253,53.54940711462451,11.550616702353377,-0.26354069411771097,0.7839586523115336,14.82492339119026,0.42141143349535454,0.644113553617501,CA,22.086499892354567,0.1398450986940326
109,10,46.4,15.076452401936214,1.2912625773115032,0.2393942677424432,14.530691335602652,1.8382634677369736,0.293464761442384,CA,-3.75591947918097,-0.05407049369994077
116,548,52.27007299270073,12.298956899945008,-0.40620590028879533,0.842877403129998,14.152815054310539,0.6188801336767328,0.7919404034054763,CA,13.098865118009856,0.0509369997245217
117,926,82.1987041036717,15.100257072922126,-1.044450544369766,0.8756479730432732,16.690793813746748,0.042624589365325774,0.8480718774038153,CA,9.529425374092364,0.027576095639457954
119,144,62.826388888888886,14.466403395510442,-2.0285878851664436,0.81248139851876,14.810495338727382,1.1350585995916465,0.8034548278338273,CA,2.3232980082522112,0.009026570684932733
122,2529,65.71648873072361,13.809956410520034,-1.040781510260872,0.87272917064506,15.638107589183884,0.6680132021010343,0.8368028192252609,CA,11.690360666966463,0.03592635141979905
127,469,55.10234541577825,11.888302071669163,0.517103713118718,0.7768940317566584,12.147740701125825,1.005691443813766,0.767050087755234,CA,2.1356944952950636,0.00984394400142441
202,5523,81.45917074053956,15.273287259465864,0.28393093317497897,0.8824491153804415,17.74614859223059,-0.12466101796120889,0.8413028640719986,CA,13.934636689830068,0.04114625130844285
231,25,23.8,10.498577529423006,-7.073757630667896,-0.050916572666911186,6.30702633292122,0.5882643550019041,0.62072291033408,CA,-66.45843818065033,-0.6716394830009912
264,134,49.67164179104478,11.232756740087867,-0.9246118157148263,0.8894242405357566,14.168385445181075,0.3100083697242815,0.8240748420383369,CA,20.71957116392305,0.06534939849741972
312,352,40.21590909090909,9.8479799742054,-1.3893292975626594,0.5975517128309356,9.818160951553963,1.0350434191712545,0.5999851958588431,CA,-0.303712913228587,-0.002433483027907579
330,31,17.322580645161292,7.2737159015319515,-3.907292468550165,-0.7735304952758133,3.0989132855205304,0.4964947641851466,0.678082312240833,CA,-134.71827803371954,-1.4516128075166463
333,213,22.948356807511736,5.993654648724796,-0.07491488930314164,0.3920604422342061,5.858284243305677,0.7181574324424833,0.4192117095393094,CA,-2.3107517456806215,-0.02715126730510331
351,43,50.44186046511628,12.816294253380727,-1.9494133524166362,0.5798444923723335,14.910660640265508,0.9820753329522205,0.4313056769976006,CA,14.046100554586074,0.1485388153747329
352,92,49.380434782608695,11.285510614984634,-0.8311353857584851,0.644558483688856,13.43288001480487,1.1024351643293178,0.49642519077792446,CA,15.985919605129656,0.14813329291093158
361,457,38.754923413566736,9.128834795451722,-0.23225320568628624,0.7028987824722779,10.003178576147048,0.7534262560078497,0.6432616659406356,CA,8.74065952176673,0.059637116531642276
431,60,41.8,6.987224742263652,-0.9209435368699044,0.610861552694872,7.6356042126401285,0.5957556022597552,0.535290517359416,CA,8.491528009049194,0.07557103533545595
475,32,13.21875,10.411733064668502,-8.074593148394051,-2.615473597360168,5.405729535597961,1.4354309270644094,0.025396941812689033,CA,-92.60551228293734,-2.640870539172857
492,158,17.60126582278481,4.876153306728644,-1.3233535571435322,0.491085501523598,4.274462488527095,0.5238970583450183,0.6089312247821501,CA,-14.076408900920802,-0.11784572325855214
542,39,32.743589743589745,9.295972858896338,-3.87108737666195,0.6973998885043142,9.045817910891913,0.9121327229482866,0.7134667193785416,CA,-2.7654209986165887,-0.016066830874227334
631,270,34.49629629629629,9.264959693670658,-0.8697872903865391,0.7836494588576892,9.15564226005914,0.928619393196591,0.7887247874228861,CA,-1.193989788006539,-0.005075328565196879
746,10,34.1,10.031259297295483,-4.3507780206236415,0.022002496942588712,9.208168414923504,1.2910676280169753,0.1759124739275454,CA,-8.938703608396333,-0.15390997698495668
747,10,84.5,5.6069947115973156,-3.284276821407539,0.9380707383120649,8.459637239212775,0.09108924009198276,0.8590259780969653,CA,33.72062473781579,0.07904476021509954
748,39,97.66666666666667,22.56140210415036,-0.7439556857424383,0.25806685942564167,23.36928266216657,2.907861302173725,0.2039811319188244,CA,3.4570190694133593,0.05408572750681728
801,397,36.939546599496225,8.258180808398645,0.21120094598498976,0.534103599555883,8.16571975363657,0.857365703753415,0.5444778261790051,CA,-1.1323074701516513,-0.01037422662312204
805,3427,30.281587394222353,7.917955797693325,0.058829776760099387,0.6637399813697771,8.285487577263748,0.8893476443419474,0.6317987760858752,CA,4.435849745028512,0.031941205283901875
807,2410,28.617842323651452,6.638889516759021,-0.06269894164943118,0.5033576219138208,6.7520161867781185,0.763649382774802,0.4862878449109955,CA,1.6754502194562777,0.017069777002825304
815,705,27.611347517730497,7.356649173830224,-0.5585126309481131,0.4716536268415048,7.637368416896755,0.8908074576359851,0.4305624254303878,CA,3.675601696069466,0.041091201411116995
818,1936,39.56559917355372,10.370086756003492,0.3207773364143644,0.6294143029614911,11.108540158845676,1.0725057012707453,0.574756334652974,CA,6.647618789532461,0.0546579683085171
821,115,47.2,14.688714200169349,2.590992802440155,0.5427871955274245,15.568145694289129,1.9748551589737984,0.4864004938188612,CA,5.648916135480299,0.0563867017085633
839,1423,28.356992269852423,7.096559702156815,0.13023305599443097,0.6194660077233112,7.357119097273735,0.8667109353420832,0.5910094166834032,CA,3.54159544886901,0.02845659103990794
920,15,24.4,5.830499389472083,-2.2646412205411264,0.8366476015634563,3.5631774662437077,0.3553591627611826,0.9389917014226026,CA,-63.63202351575769,-0.10234409985914628
981,313,32.61980830670927,9.312668963132362,-0.056458041593383614,0.6828751441803708,9.562493782875421,0.8362953870159398,0.6656323263616656,CA,2.6125488331343805,0.01724281781870518
17,902,58.44567627494457,13.303352341158293,0.41422552322828127,0.833951111266862,18.219963812475402,-0.12917185669340567,0.6885353189210888,CI,26.98474882782508,0.1454157923457733
19,6157,39.6212441123924,8.64845969272198,-0.14912036206155546,0.8428947305685679,12.478499206445866,-0.12350149509550618,0.6729320928505842,CI,30.693110207880203,0.1699626377179837
64,655,23.981679389312976,7.169060502171053,-0.19551176805536186,0.4212204645482369,7.711658929221412,1.2211912106098979,0.33029382630609305,CI,7.0360791631268444,0.09092663824214386
65,82,9.621951219512194,8.453508084254077,-6.946312188358279,-6.331428205383068,2.9893936945165325,0.4309261673973536,0.08318677439585243,CI,-182.78336506029333,-6.4146149797789205
66,67,12.82089552238806,7.918256266975496,-5.038131518176936,-1.1790164113414576,5.313635899046239,1.4877197771743262,0.018738002932627507,CI,-49.01766732637381,-1.197754414274085
73,45,80.35555555555555,13.92604663887047,-2.4281856360841907,0.8565201197508412,15.408655967559046,0.26568674167166667,0.8243432544072835,CI,9.621925051802178,0.03217686534355768
93,1469,60.53914227365555,13.317294714316565,0.33330175634196446,0.8233419828565274,15.600497707161804,0.3292410708990546,0.7575745347594738,CI,14.635449686948617,0.0657674480970536
101,1602,31.016229712858927,8.8570906146191,0.009956673747126535,0.6312341155227643,11.259313554066562,0.7013467316438521,0.40407392550994536,CI,21.335429801400668,0.22716019001281895
