variant,parameter_set,year,tpa,ba_ft2ac,qmd_in,sdi
CR,Calibrated,20,13.035959330759505,9.414836153859271,11.50740287262741,16.330955379682937
CR,Default,20,55.435232501032615,48.97615266239858,12.727462599779304,81.6387806900308
CR,Calibrated,30,5.6693783749174225,4.2079816113589725,11.665722152562095,7.259866029169831
CR,Default,30,47.659356954851184,48.4552359885826,13.653333562948376,78.56087152485783
CR,Calibrated,40,2.510696745042417,1.915577121710946,11.827559028198467,3.2869336222675716
CR,Default,40,40.97420003258057,47.4549024427378,14.572287602587014,74.98467204627308
CR,Calibrated,50,1.1938639324311662,0.8257706160270969,9.087192173752555,1.0238457234161702
CR,Default,50,35.22676711522509,46.07026788166954,15.485185343176886,71.07037759235862
CS,Calibrated,0,25,16.79580794019854,11.098719583166394,29.55309563040826
CS,Default,0,25,16.79580794019854,11.098719583166394,29.55309563040826
CS,Calibrated,10,19.411616639238026,18.345362272567336,13.163601499265143,30.17575477776561
CS,Default,10,21.493261056478573,17.420944220944463,12.190657266125427,29.537643437817472
CS,Calibrated,20,15.853568904949379,20.00126718331825,15.209245376453044,31.074907847792904
CS,Default,20,18.47841083367754,17.75649198736106,13.273599471479411,29.111293051977217
CS,Calibrated,30,13.410662790412502,21.809275257742883,17.26783654067832,32.22679513503921
CS,Default,30,15.886452318283729,17.839946363246707,14.349135726845148,28.36169889669574
CS,Calibrated,40,11.656743330549462,23.75271780101235,19.329048277689708,33.569512891186456
CS,Default,40,13.658066677526858,17.70886595814982,15.418537957120465,27.365195513833072
CS,Calibrated,50,10.328773429264242,25.792406109025336,21.397546896620657,35.01732362268105
CS,Default,50,11.742255705075028,17.399277886873428,16.482848944706276,26.18715632217356
EC,Calibrated,0,125,79.75844605308693,10.816226388464825,141.77564172401114
EC,Default,0,125,79.75844605308693,10.816226388464825,141.77564172401114
EC,Calibrated,10,34.178490255243844,20.7686829843131,10.555297401975757,37.275457828323454
EC,Default,10,107.46630528239287,80.4659252045556,11.716888006008885,138.58493595785694
EC,Calibrated,20,9.92360269831581,5.723320996638874,10.283283311847992,10.378651023398383
EC,Default,20,92.39205416838769,80.11586413438292,12.609108517628714,134.03957949826088
EC,Calibrated,30,3.0230140147565443,1.6944479518247082,10.137630772013345,3.090069120856899
EC,Default,30,79.43226159141864,78.88481260077002,13.493998834480825,128.4909974795185
EC,Calibrated,40,0.9307156111052012,0.5589608575148403,7.476368486871419,0.5835667905125173
EC,Default,40,68.29033338763428,76.93751442750873,14.372485944383536,122.23565964391456
EC,Calibrated,50,0.2849494689960477,0.2016112085715858,4.490113679758964,0.07882080701392549
EC,Default,50,58.71127852537514,74.4237490852975,15.245351293950502,115.51998474615742
EM,Calibrated,0,100,65.43183258523793,10.953098044630131,115.73290253330781
EM,Default,0,100,65.43183258523793,10.953098044630131,115.73290253330781
EM,Calibrated,10,30.7371054026097,18.630627506131304,10.542040768602698,33.45469663588513
EM,Default,10,85.9730442259143,66.05107409694502,11.868647265890885,113.18171430780446
EM,Calibrated,20,10.513277685985697,5.638744425548132,9.916640532456027,10.372973578562775
EM,Default,20,73.91364333471016,65.7963759338389,12.775594386116632,109.5131571344539
EM,Calibrated,30,3.8265608977438585,1.8697797228450073,9.465277290774107,3.5035041981367487
EM,Default,30,63.545809273134914,64.81283509605721,13.6750677083096,105.01558085016873
EM,Calibrated,40,1.6307526339559673,0.7282847732005635,8.533960236610923,1.2644009855247669
EM,Default,40,54.63226671010743,63.2360767813587,14.568011724028453,99.9324817644159
EM,Calibrated,50,0.8058333506651679,0.4018737670564229,6.3393514420358725,0.387728020394807
EM,Default,50,46.96902282030011,61.18956070238445,15.455225228243906,94.46641691710153
IE,Calibrated,0,125,81.55300939702298,10.937231951149357,144.32993835430074
IE,Default,0,125,81.55300939702298,10.937231951149357,144.32993835430074
IE,Calibrated,10,41.172585120659456,29.39338571210257,11.440978566431394,51.1024270740252
IE,Default,10,107.46630528239287,82.22601736074357,11.844340992277736,141.0124037182512
IE,Calibrated,20,14.055402123642732,10.716076102309836,11.823299477619797,18.39030249986475
IE,Default,20,92.39205416838769,81.81776454698712,12.742332294034451,136.31986578840713
IE,Calibrated,30,4.932977709070089,3.978966641859845,12.161104092024333,6.75290791088385
IE,Default,30,79.43226159141864,80.51291706898776,13.632539043250695,130.61486682699717
IE,Calibrated,40,1.7651170435438508,1.5237565778558984,12.344053539481665,2.474932006589861
IE,Default,40,68.29033338763428,78.48407449091827,14.516221533534335,124.20361623610894
IE,Calibrated,50,0.695460198700042,0.4669172188230972,6.833134118565925,0.3774307603877634
IE,Default,50,58.71127852537514,75.88365665689119,15.39415267410983,117.33500061042768
KT,Calibrated,0,50,31.804869544226886,10.799514708878974,56.56969145807602
KT,Default,0,50,31.804869544226886,10.799514708878974,56.56969145807602
KT,Calibrated,10,18.426155840037147,11.537142091543535,10.714556121408515,20.584641376560075
KT,Default,10,42.98652211295715,32.54177513473841,11.781399921050518,55.92465727499329
KT,Calibrated,20,7.28929158651372,4.327211795399659,10.432871246069269,7.802315339044634
KT,Default,20,36.95682166735508,32.78658952954286,12.753907058908709,54.60746638192666
KT,Calibrated,30,3.03846884231859,1.7367728061525094,10.237326270959581,3.1550350745060403
KT,Default,30,31.772904636567457,32.61197536569074,13.718370450692683,52.77490668541027
KT,Calibrated,40,1.4161184338651414,0.7719920834962356,8.786308004481949,1.150558978118482
KT,Default,40,27.316133355053715,32.08807394938301,14.675896693006935,50.561468735294525
KT,Calibrated,50,0.7363000147525651,0.4350125749285034,6.595548308734486,0.37753090814413937
KT,Default,50,23.484511410150056,31.280309614825242,15.627416610207447,48.08066540408899
LS,Calibrated,0,100,64.05388520267508,10.837152174731921,113.77290590455111
LS,Default,0,100,64.05388520267508,10.837152174731921,113.77290590455111
LS,Calibrated,10,77.39629261530209,66.76328878260219,12.576251542103195,111.81494600058014
LS,Default,10,85.9730442259143,64.83358050451326,11.758753438583259,111.50444126571232
LS,Calibrated,20,63.17048636703189,69.85821379983031,14.23947775148536,111.39666501358379
LS,Default,20,73.91364333471016,64.72289617539901,12.6709477334869,108.07698347628462
LS,Calibrated,30,53.305507146757776,73.18298025667787,15.865780409446062,111.81824955774
LS,Default,30,63.545809273134914,63.871522785580616,13.575399249845352,103.789843124266
LS,Calibrated,40,46.011160541202884,76.66000013768888,17.47814134842681,112.73741161101383
LS,Default,40,54.63226671010743,62.414576383454644,14.473075807214052,98.88931374801913
LS,Calibrated,50,40.37672751610447,80.25246637928034,19.09000617480855,113.97900398560013
LS,Default,50,46.96902282030011,60.47562981010698,15.364798556474467,93.58088593907667
NC,Calibrated,0,50,32.538407793478775,10.923343223824565,57.61435576913224
NC,Default,0,50,32.538407793478775,10.923343223824565,57.61435576913224
NC,Calibrated,10,25.324694310660487,20.517553448231435,12.188018759968902,34.790995826896825
NC,Default,10,42.98652211295715,33.1903169217228,11.898219544499073,56.81733826143654
NC,Calibrated,20,12.891005309295165,12.793909124958194,13.489649648060128,20.841926653531996
NC,Default,20,36.95682166735508,33.355843765700136,12.864149884663679,55.36703491164272
NC,Calibrated,30,6.5927565807595565,7.913403835827287,14.835103387614403,12.416191935775025
NC,Default,30,31.772904636567457,33.10851102178663,13.822410878822364,53.41877392421092
NC,Calibrated,40,3.386840203590822,4.868141913773711,16.234043114082606,7.371053306120436
NC,Default,40,27.316133355053715,32.51877488441646,14.774061715621784,51.1053748324818
NC,Calibrated,50,1.7474729675113752,2.9866115076555344,17.281815609638745,4.204761822105409
NC,Default,50,23.484511410150056,31.65201977956606,15.719994248720685,48.53863999170465
NE,Calibrated,0,100,64.53121488811178,10.87745646742802,114.45279503463786
NE,Default,0,100,64.53121488811178,10.87745646742802,114.45279503463786
NE,Calibrated,10,79.522985532295,67.83745034088449,12.506357911606552,113.86433025875878
NE,Default,10,85.9730442259143,65.15834328328157,11.788167479004313,111.95245259649886
NE,Calibrated,20,65.79279971165691,71.26454005348788,14.09256325008368,114.1056911267317
NE,Default,20,73.91364333471016,64.92268151196109,12.690488878845493,108.34462388476359
NE,Calibrated,30,55.899456033188535,74.75558933443445,15.65887211009149,114.81487240562778
NE,Default,30,63.545809273134914,63.966927110869534,13.585534193175185,103.91423633132486
NE,Calibrated,40,48.40961672493387,78.29488641079273,17.220402979589068,115.8193590534048
NE,Default,40,54.63226671010743,62.42456336090405,14.474233681772231,98.90201175566493
NE,Calibrated,50,42.53527763021305,81.87578585507143,18.78648534301559,117.02303579295342
NE,Default,50,46.96902282030011,60.417189916811445,15.357372968525281,93.50830832872477
OC,Calibrated,0,75,48.02657486461695,10.835591129099502,85.30995262789504
OC,Default,0,75,48.02657486461695,10.835591129099502,85.30995262789504
OC,Calibrated,10,29.030963793460266,23.36792017710037,12.148474218383544,39.6751740828993
OC,Default,10,64.47978316943572,48.68291255613678,11.765731286571025,83.70799577908662
OC,Calibrated,20,11.327090879914584,11.327926570297876,13.5412405570535,18.425963329671102
OC,Default,20,55.435232501032615,48.66783350576595,12.687337807323164,81.22608686175269
OC,Calibrated,30,4.458163018785102,5.497103402702191,15.035968729798077,8.579300192967956
OC,Default,30,47.659356954851184,48.088572944178374,13.601577759509219,78.08344873313338
OC,Calibrated,40,1.7718158681283391,2.6843313192987592,16.383929074854905,3.9134480402038734
OC,Default,40,40.97420003258057,47.04634651138541,14.509423031883875,74.4661606393516
OC,Calibrated,50,0.7033518223144616,1.2808095638672174,11.317285734076071,0.8578848094916611
OC,Default,50,35.22676711522509,45.6340100793784,15.411693239481556,70.52979308426889
ON,Calibrated,0,100,63.27153153623897,10.770766396005152,112.6563830801167
ON,Default,0,100,63.27153153623897,10.770766396005152,112.6563830801167
ON,Calibrated,10,89.96175238705337,69.68347457947246,11.917313897432397,119.21316117049227
ON,Default,10,85.9730442259143,64.08713905842771,11.690867084044408,110.47303751160044
ON,Calibrated,20,81.74400302036537,76.10952120368272,13.065738967428299,125.55989248890671
ON,Default,20,73.91364333471016,64.02012245684503,12.601968174081295,107.13421885915177
ON,Calibrated,30,74.8386007298326,82.54168077662104,14.220545551476109,131.69104764157888
ON,Default,30,63.545809273134914,63.21322424880094,13.50525992034053,102.9305147874326
ON,Calibrated,40,68.92138706572396,88.96674456954042,15.384354483563644,137.59930832634873
ON,Default,40,54.63226671010743,61.800799239301604,14.401736779744796,98.10814962580233
ON,Calibrated,50,63.771594228377765,95.3729673885928,16.559279776238377,143.2810618420077
ON,Default,50,46.96902282030011,59.905783895771165,15.292237999348485,92.87259011739238
OP,Calibrated,0,125,81.11583117085621,10.907877148906902,143.70871134131815
OP,Default,0,125,81.11583117085621,10.907877148906902,143.70871134131815
OP,Calibrated,10,62.45078190009163,55.53237865971711,12.76869846795411,92.44921404815487
OP,Default,10,107.46630528239287,81.81186923689451,11.814475117626461,140.442153857307
OP,Calibrated,20,32.81280417868504,39.06979288733797,14.775470335957856,61.39841447053197
OP,Default,20,92.39205416838769,81.43123771290476,12.712197737133145,135.8028078939924
OP,Calibrated,30,18.16956356128096,28.421246111940743,16.935255107824204,42.32093394822173
OP,Default,30,79.43226159141864,80.15690017791219,13.602365056766164,130.15117159843382
OP,Calibrated,40,10.631227941003154,21.480149472650552,19.247280159053442,30.408588753197062
OP,Default,40,68.29033338763428,78.15671425214208,14.48591602652199,123.78770293218814
OP,Calibrated,50,6.587158446020433,16.919546887906048,21.701399520323967,22.84341009356527
OP,Default,50,58.71127852537514,75.58318262853946,15.363644582764334,116.96200702559001
PN,Calibrated,0,125,81.12948696029727,10.908795276742294,143.7281261048692
PN,Default,0,125,81.12948696029727,10.908795276742294,143.7281261048692
PN,Calibrated,10,81.57321213800701,81.43666395463157,13.529403160732867,132.51034317977067
PN,Default,10,107.46630528239287,81.78209026560096,11.812324727103784,140.40112858141362
PN,Calibrated,20,63.09979556520702,83.9174294544667,15.6154514058417,129.0277113546187
PN,Default,20,92.39205416838769,81.36376891514016,12.706930382428551,135.71250508295128
PN,Calibrated,30,52.318363088188065,87.31027411436163,17.492345039306496,128.35868055130285
PN,Default,30,79.43226159141864,80.06104490149336,13.594229459605037,130.02625517526326
PN,Calibrated,40,45.063207209755305,91.21776631037216,19.2650926036885,129.08616981338116
PN,Default,40,68.29033338763428,78.04028785293082,14.475122509818387,123.63969955090512
PN,Calibrated,50,39.75908698510305,95.48652462863579,20.984338109751125,130.64064608333385
PN,Default,50,58.71127852537514,75.452663434331,15.35037366143987,116.79989577188594
SN,Calibrated,0,0,0,0,0
SN,Default,0,0,0,0,0
SN,Calibrated,10,0,0,0,0
SN,Default,10,0,0,0,0
SN,Calibrated,20,0,0,0,0
SN,Default,20,0,0,0,0
SN,Calibrated,30,0,0,0,0
SN,Default,30,0,0,0,0
SN,Calibrated,40,0,0,0,0
SN,Default,40,0,0,0,0
SN,Calibrated,50,0,0,0,0
SN,Default,50,0,0,0,0
SO,Calibrated,0,100,64.45420503862137,10.870964095094855,114.34317269209214
SO,Default,0,100,64.45420503862137,10.870964095094855,114.34317269209214
SO,Calibrated,10,43.39467494035095,30.95033942284638,11.43554642961732,53.81939340517772
SO,Default,10,85.9730442259143,65.18033630402992,11.79015675256213,111.98277607576516
SO,Calibrated,20,19.31721484680172,14.912357906506333,11.89716096239499,25.528839128922645
SO,Default,20,73.91364333471016,65.02561260960758,12.700544906920173,108.48245098075492
SO,Calibrated,30,8.777178099754607,7.23641897791895,12.294951778489542,12.228310917001465
SO,Default,30,63.545809273134914,64.1340557607855,13.60327031831108,104.13205924299392
SO,Calibrated,40,4.049445851612212,3.554123374152528,12.685596251885823,5.932115062548676
SO,Default,40,54.63226671010743,62.640903284108795,14.499293098314984,99.17698021215911
SO,Calibrated,50,1.9031493038090048,1.7225939518999396,12.882420232748782,2.857714161312208
SO,Default,50,46.96902282030011,60.66966360227773,15.389427507246658,93.82176093442503
TT,Calibrated,0,125,81.33844756972546,10.922834824393838,144.02512999649227
TT,Default,0,125,81.33844756972546,10.922834824393838,144.02512999649227
TT,Calibrated,10,90.02865795980917,71.98308854353324,12.107857010853028,122.37811690681951
TT,Default,10,107.46630528239287,81.9780628361948,11.8264690618378,140.67105788897706
TT,Calibrated,20,65.2355366196281,63.304795593968,13.338857071174827,103.5856564685816
TT,Default,20,92.39205416838769,81.55014782276997,12.721475855961737,135.9619257586344
TT,Calibrated,30,47.554466511432366,55.46654540358797,14.623870586183262,87.52182435900097
TT,Default,30,79.43226159141864,80.23638432091762,13.609107485897521,130.254731157659
TT,Calibrated,40,34.87861790651697,48.52598019785788,15.971656372862393,73.9496205172419
TT,Default,40,68.29033338763428,78.20379694011822,14.490278627898041,123.84754294404695
TT,Calibrated,50,25.746338691697982,42.47683017981143,17.392449228649593,62.58848980485372
TT,Default,50,58.71127852537514,75.60403322534643,15.365763566498721,116.98789936782042
UT,Calibrated,0,125,81.35479727517237,10.9239325596223,144.04836211159585
UT,Default,0,125,81.35479727517237,10.9239325596223,144.04836211159585
UT,Calibrated,10,53.154393001571215,37.877908726110874,11.43051632535818,65.87715716332477
UT,Default,10,107.46630528239287,81.97925680637204,11.826555184877668,140.67270205245737
UT,Calibrated,20,23.255455839253795,17.76141362330584,11.83365132872341,30.470563148382094
UT,Default,20,92.39205416838769,81.54029485245012,12.72070732203712,135.94874288915844
UT,Calibrated,30,10.398513335952462,8.417416322565385,12.182774637695092,14.275585221747875
UT,Default,30,79.43226159141864,80.21766575641672,13.607519940436797,130.23034464248238
UT,Calibrated,40,4.718546802504301,4.048192564979974,12.542060203023334,6.787194911916257
UT,Default,40,68.29033338763428,78.17818449691791,14.487905585635197,123.81499154551696
UT,Calibrated,50,2.162313827256537,1.9822546392474114,12.96470955784915,3.2802202589494542
UT,Default,50,58.71127852537514,75.57326299305618,15.36263637730556,116.94968829321674
WC,Calibrated,0,125,79.03815583375851,10.767275513256685,140.74723234198862
WC,Default,0,125,79.03815583375851,10.767275513256685,140.74723234198862
WC,Calibrated,10,57.81024769977465,55.278217011750876,13.240885540050254,90.71553485978612
WC,Default,10,107.46630528239287,79.83770927041856,11.671060167575689,137.71598803675658
WC,Calibrated,20,30.35934772829576,41.28644459910551,15.790648180602643,63.20106086466176
WC,Default,20,92.39205416838769,79.56702248399758,12.56584432143254,133.30218287700393
WC,Calibrated,30,17.78615356319348,32.77337160193401,18.38069698365096,47.24795416763506
WC,Default,30,79.43226159141864,78.40847586280857,13.453196176835952,127.86798329295138
WC,Calibrated,40,11.46234484728129,27.473207984045608,20.963335509578133,37.60255786453031
WC,Default,40,68.29033338763428,76.52655440232144,14.334049391370039,121.71141512785768
WC,Calibrated,50,8.014865648812213,24.16186536751036,23.510374105956018,31.60587427712533
WC,Default,50,58.71127852537514,74.07113101880735,15.209192345490486,115.08054562931606
WS,Calibrated,0,100,64.80237378660469,10.900285939619435,114.83858019626618
WS,Default,0,100,64.80237378660469,10.900285939619435,114.83858019626618
WS,Calibrated,10,44.24211131825572,34.64402888865477,11.9822591213891,59.14124587052518
WS,Default,10,85.9730442259143,65.4466842701738,11.814221393316233,112.34985044401506
WS,Calibrated,20,19.61819104137466,18.349433415294055,13.095566279014735,30.24429277273776
WS,Default,20,73.91364333471016,65.22099667697532,12.719611416048064,108.74395628152045
WS,Calibrated,30,8.719251535160776,9.657147923699549,14.250407118718739,15.394726502979825
WS,Default,30,63.545809273134914,64.26908971707559,13.617583599347581,104.30797046832897
WS,Calibrated,40,3.8846107725471954,5.065489419115203,15.462488312391173,7.818814723374077
WS,Default,40,54.63226671010743,62.72550227575753,14.509080726201997,99.28445465539488
WS,Calibrated,50,1.7352364442437396,2.658179158042998,16.30392332551585,3.802660204775652
WS,Default,50,46.96902282030011,60.71281501410578,15.394899414007588,93.87530872399766
