variable,estimate
b_Intercept,-0.616766
b_DBH_std,0.5011625
b_IDBH_stdE2,-0.087666
b_BA_std,-0.0595815
b_BAL_std,-0.115569
b_CR_std,-1.11737
b_SI_std,-0.1356695
sd_SPCD__Intercept,0.460291
sigma,1.58377
Intercept,-0.7036614999999999
"r_SPCD[11,Intercept]",0.27195199999999997
"r_SPCD[17,Intercept]",-0.04308285
"r_SPCD[19,Intercept]",0.4401545
"r_SPCD[22,Intercept]",-0.488796
"r_SPCD[41,Intercept]",0.758215
"r_SPCD[42,Intercept]",0.21286300000000002
"r_SPCD[81,Intercept]",-0.164642
"r_SPCD[98,Intercept]",0.0933106
"r_SPCD[108,Intercept]",-0.6137254999999999
"r_SPCD[119,Intercept]",0.04082525
"r_SPCD[122,Intercept]",-0.356556
"r_SPCD[130,Intercept]",0.131109
"r_SPCD[202,Intercept]",-0.415746
"r_SPCD[212,Intercept]",-0.1295995
"r_SPCD[231,Intercept]",-0.0704343
"r_SPCD[242,Intercept]",0.740829
"r_SPCD[263,Intercept]",0.289595
"r_SPCD[264,Intercept]",0.923821
"r_SPCD[312,Intercept]",-0.01102715
"r_SPCD[351,Intercept]",-0.0479719
"r_SPCD[361,Intercept]",-0.714031
"r_SPCD[375,Intercept]",-0.319285
"r_SPCD[431,Intercept]",-0.320714
"r_SPCD[492,Intercept]",0.2789965
"r_SPCD[542,Intercept]",0.3355985
"r_SPCD[631,Intercept]",-0.105659
"r_SPCD[661,Intercept]",-0.00400789
"r_SPCD[747,Intercept]",-0.183361
"r_SPCD[763,Intercept]",-0.10194600000000001
"r_SPCD[768,Intercept]",-0.31601650000000003
"r_SPCD[771,Intercept]",0.0233544
"r_SPCD[815,Intercept]",-0.03594555
"r_SPCD[818,Intercept]",-0.36829100000000004
"r_SPCD[901,Intercept]",-0.1445925
"r_SPCD[927,Intercept]",-0.0445486
"r_SPCD[981,Intercept]",0.3817745
lprior,-4.644325
lp__,-56419.5
