variable,Estimate,Est.Error,Q2.5,Q97.5,Rhat,Bulk_ESS,Q5,Q95
b_a_Intercept,67.609852425,10.211488014763226,47.1152425,87.0713975,NA,NA,NA,NA
b_b_Intercept,0.0596895013075,0.01893031434978442,0.02396922,0.09710856000000001,NA,NA,NA,NA
b_c_Intercept,1.0408967275,0.008204653975181213,1.02514875,1.05694,NA,NA,NA,NA
sd_SPCD__a_Intercept,75.549265275,13.185447948352621,54.235275,105.35992500000002,NA,NA,NA,NA
sd_SPCD__b_Intercept,1.800242065,0.2833642649852014,1.33902525,2.51194675,NA,NA,NA,NA
sigma,16.262554675,0.06644409411343502,16.1327925,16.394804999999998,NA,NA,NA,NA
"r_SPCD__a[11,Intercept]",142.35613575,12.045799451797716,119.12225,167.312225,NA,NA,NA,NA
"r_SPCD__a[15,Intercept]",45.3326343160725,43.32149442620908,-17.123477500000003,148.26857500000006,NA,NA,NA,NA
"r_SPCD__a[17,Intercept]",91.515489625,14.61482912412823,64.34949750000001,122.07785,NA,NA,NA,NA
"r_SPCD__a[19,Intercept]",72.387791521728,48.6677311190539,4.75986725,194.18565,NA,NA,NA,NA
"r_SPCD__a[22,Intercept]",59.7615465325,20.47967135816205,25.5673375,105.036275,NA,NA,NA,NA
"r_SPCD__a[41,Intercept]",50.7229123085,20.47415438983037,15.2580925,97.487335,NA,NA,NA,NA
"r_SPCD__a[42,Intercept]",77.630433685,27.879485540694965,35.031785,137.972225,NA,NA,NA,NA
"r_SPCD__a[81,Intercept]",70.770576225,19.782341940930532,37.617599999999996,111.87105000000003,NA,NA,NA,NA
"r_SPCD__a[93,Intercept]",3.008793158375,59.31894741984151,-109.53872499999999,127.17837500000002,NA,NA,NA,NA
"r_SPCD__a[98,Intercept]",152.31173975,12.647203609604995,128.29095,177.526975,NA,NA,NA,NA
"r_SPCD__a[108,Intercept]",50.13378796906,30.14147550632148,3.9236125,123.35460000000005,NA,NA,NA,NA
"r_SPCD__a[119,Intercept]",46.7831410878,42.546128071816185,-12.6658975,155.86125,NA,NA,NA,NA
"r_SPCD__a[122,Intercept]",89.096715804725,43.57647611596889,18.558735000000002,186.33352500000004,NA,NA,NA,NA
"r_SPCD__a[130,Intercept]",40.7910235187,43.531323382338535,-20.758264999999998,147.661425,NA,NA,NA,NA
"r_SPCD__a[202,Intercept]",172.1757825,10.588015239334085,152.10572499999998,193.332225,NA,NA,NA,NA
"r_SPCD__a[211,Intercept]",20.96400716961,46.00544723535693,-39.63635,141.20640000000006,NA,NA,NA,NA
"r_SPCD__a[212,Intercept]",28.62275590618,45.05283965501776,-40.26225,130.21392500000002,NA,NA,NA,NA
"r_SPCD__a[231,Intercept]",15.4300789439075,40.52371947970949,-37.35691,118.05747500000007,NA,NA,NA,NA
"r_SPCD__a[242,Intercept]",91.617701225,10.748324616855564,70.8207075,112.53227500000003,NA,NA,NA,NA
"r_SPCD__a[263,Intercept]",122.778524425,10.532939465283219,102.55885,143.78487500000003,NA,NA,NA,NA
"r_SPCD__a[264,Intercept]",198.614718375,41.559646135058735,127.67175000000002,294.727125,NA,NA,NA,NA
"r_SPCD__a[312,Intercept]",30.00691282975,10.362929560434855,9.99462175,50.805330000000005,NA,NA,NA,NA
"r_SPCD__a[351,Intercept]",30.49614974775,10.33477542862496,10.72388,51.1598075,NA,NA,NA,NA
"r_SPCD__a[352,Intercept]",39.8020143291875,36.70022605724804,-8.9741185,134.83325000000005,NA,NA,NA,NA
"r_SPCD__a[361,Intercept]",5.007834180205,12.682401374321408,-18.60536,30.616275000000005,NA,NA,NA,NA
"r_SPCD__a[375,Intercept]",37.1799941664,23.87841537324369,2.1732299999999998,95.20061,NA,NA,NA,NA
"r_SPCD__a[431,Intercept]",11.86433766359,23.979829339883025,-24.587484999999997,69.21729500000004,NA,NA,NA,NA
"r_SPCD__a[492,Intercept]",26.3687509060025,42.699663179542426,-28.5780125,133.57342500000004,NA,NA,NA,NA
"r_SPCD__a[542,Intercept]",16.588468824625,11.585105070289163,-5.30583825,39.510405,NA,NA,NA,NA
"r_SPCD__a[631,Intercept]",41.40585685594,41.74013168315491,-19.06158,141.4673,NA,NA,NA,NA
"r_SPCD__a[660,Intercept]",21.5263893250225,53.71951710031718,-69.31424000000001,137.20782500000004,NA,NA,NA,NA
"r_SPCD__a[661,Intercept]",26.136442491975,41.61417395347098,-32.93317999999999,128.69852500000005,NA,NA,NA,NA
"r_SPCD__a[747,Intercept]",90.117745125,11.98933259879412,67.3456625,113.701225,NA,NA,NA,NA
"r_SPCD__a[760,Intercept]",63.0977283715,37.67087827246346,4.4736502499999995,150.33002500000006,NA,NA,NA,NA
"r_SPCD__a[763,Intercept]",37.52902090783725,38.17257200012613,-14.0050525,130.07907500000002,NA,NA,NA,NA
"r_SPCD__a[768,Intercept]",19.6687580014925,16.13038784953945,-9.05223425,55.18585,NA,NA,NA,NA
"r_SPCD__a[771,Intercept]",32.154916586755,43.82492978421094,-31.437749999999998,134.42637500000004,NA,NA,NA,NA
