variable,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept,5.82286401,0.0516115402374373,5.7240727499999995,5.928151
b_ln_qmd_centered,-1.5986096575,0.01999286240952279,-1.6351105000000001,-1.55696425
sd_SPCD__Intercept,0.352439674875,0.040562606894875265,0.28282945000000004,0.4416232
sd_SPCD__ln_qmd_centered,0.0826632887625,0.023514591555914864,0.045762845,0.1358123499999999
cor_SPCD__Intercept__ln_qmd_centered,-0.064432070860275,0.20883452101687836,-0.460435025,0.35378949999999987
sigma,0.2140119375,0.0013927690028431347,0.211324975,0.216744075
Intercept,5.8642370375,0.05158361618775839,5.765048999999999,5.96932475
"r_SPCD[11,Intercept]",0.51869922925,0.052649940966727773,0.412329,0.62010835
"r_SPCD[15,Intercept]",0.1675058128255,0.05267266388109669,0.061124275000000006,0.2680774
"r_SPCD[17,Intercept]",0.0526630522400125,0.05248324029362295,-0.053750377499999995,0.15300109999999997
"r_SPCD[19,Intercept]",0.142774101518,0.05512991630670009,0.03278944,0.24925514999999998
"r_SPCD[20,Intercept]",0.4500498570125,0.10661705200004504,0.24504284999999998,0.6571629499999999
"r_SPCD[21,Intercept]",0.46614991625,0.05845656966158133,0.34915785,0.5794398
"r_SPCD[22,Intercept]",0.43044884675,0.05778138767788692,0.314202975,0.5411442999999998
"r_SPCD[41,Intercept]",0.3030165372275,0.10224015994686314,0.10313390000000001,0.5044016749999998
"r_SPCD[42,Intercept]",0.464032409,0.07207827570525532,0.324802225,0.6026583999999999
"r_SPCD[64,Intercept]",-0.784160758,0.05400757575988408,-0.89461705,-0.680246275
"r_SPCD[72,Intercept]",-0.3657711132625,0.09254934668804818,-0.54598195,-0.183773875
"r_SPCD[73,Intercept]",-0.0058278640055075,0.055457647469289724,-0.119110225,0.10096317499999996
"r_SPCD[81,Intercept]",0.0946540025004875,0.061403730752603664,-0.028473537499999996,0.211263025
"r_SPCD[93,Intercept]",0.041303733307425,0.054782099193828024,-0.06900375249999999,0.1462271
"r_SPCD[98,Intercept]",0.23270301627,0.06433048233208886,0.10805039999999999,0.355315775
"r_SPCD[101,Intercept]",-0.312162970525,0.07796269740530144,-0.46702755,-0.16081380000000003
"r_SPCD[103,Intercept]",0.2538075954722875,0.14818504639147467,-0.034276845,0.5449269999999999
"r_SPCD[108,Intercept]",-0.126157053216425,0.05466256056088195,-0.236157175,-0.020554730000000045
"r_SPCD[116,Intercept]",-0.47132048587500003,0.0855840252350255,-0.640783325,-0.30612147500000014
"r_SPCD[117,Intercept]",0.0075498930900325,0.07491939838022675,-0.14004707500000002,0.15269712499999996
"r_SPCD[119,Intercept]",-0.2105734828816,0.08510832008721336,-0.37581025,-0.04295720750000005
"r_SPCD[122,Intercept]",-0.33623976075,0.051900654440552856,-0.44173419999999997,-0.23589380000000004
"r_SPCD[202,Intercept]",0.2285374503125,0.05181442347339397,0.12317455000000001,0.32843904999999995
"r_SPCD[211,Intercept]",-0.0419372050776625,0.14604551889967482,-0.32800967499999995,0.24356422499999994
"r_SPCD[231,Intercept]",-0.7656076958,0.19726102374009286,-1.15675175,-0.37387835
"r_SPCD[242,Intercept]",0.430051348125,0.05319229981034683,0.32292295000000004,0.53233825
"r_SPCD[263,Intercept]",0.43602418325,0.05208386568177533,0.328629075,0.533763975
"r_SPCD[264,Intercept]",0.39503116225,0.053356093265054916,0.2862027,0.4987107
"r_SPCD[312,Intercept]",-0.0222081142823825,0.05670167113153844,-0.135005275,0.0862095775
"r_SPCD[351,Intercept]",-0.14866871061875,0.05301898537232261,-0.25661335,-0.04707476750000003
"r_SPCD[361,Intercept]",0.1425256360905375,0.06504367381538073,0.014792225,0.26635147499999995
"r_SPCD[374,Intercept]",-0.5862048626025,0.19609090749759214,-0.981338525,-0.21088937500000055
"r_SPCD[375,Intercept]",0.0225700664254875,0.09470623996013698,-0.16388705,0.20733497499999998
"r_SPCD[431,Intercept]",0.27734145189,0.08811050100946195,0.103441725,0.45228232499999976
"r_SPCD[475,Intercept]",-0.3694580574875,0.07867712315350028,-0.5249709000000001,-0.21753305000000003
"r_SPCD[542,Intercept]",-0.1145797688286125,0.08310035949512688,-0.27617225000000006,0.048321799999999776
"r_SPCD[603,Intercept]",0.00668162757726875,0.183877609823314,-0.35053439999999997,0.3628531999999997
"r_SPCD[631,Intercept]",0.455460164625,0.06061975751026722,0.331515075,0.569983075
"r_SPCD[746,Intercept]",-0.317916120925,0.08456631222696778,-0.479934475,-0.15187392500000013
"r_SPCD[747,Intercept]",-0.141484297623025,0.07257549506257403,-0.28654537499999994,-0.0013788950000000117
"r_SPCD[763,Intercept]",0.0346076939597625,0.19370476453562926,-0.337162625,0.40719827499999983
"r_SPCD[768,Intercept]",-0.44764633737125,0.12325632723882483,-0.68927715,-0.20160020000000023
"r_SPCD[805,Intercept]",0.1455162139713625,0.07897352058008814,-0.008343597999999997,0.30151579999999994
"r_SPCD[815,Intercept]",-0.366131244625,0.060191993358588346,-0.487407425,-0.24872427500000005
