SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
11,1016,-1.7047390935386875,-1.641235000474,-1.6856878656192813,1.7047390935386875,1.641235000474,1.6856878656192813,0.08068786561928132
15,815,-1.6850320548735624,-1.6113318554638125,-1.6629219950506375,1.6850320548735624,1.6113318554638125,1.6629219950506375,0.057921995050637554
17,1494,-1.6391214500667046,-1.6295760249288511,-1.6362578225253486,1.6391214500667046,1.6295760249288511,1.6362578225253486,0.03125782252534859
19,468,-1.5981401144752239,-1.6249369172385817,-1.6061791553042313,1.5981401144752239,1.6249369172385817,1.6061791553042313,0.0011791553042312941
20,NA,NA,-1.613461901597625,NA,NA,1.613461901597625,NA,NA
21,148,-1.8068313270806893,-1.6336190797787962,-1.7548676528901213,1.8068313270806893,1.6336190797787962,1.7548676528901213,0.14986765289012127
22,179,-1.246396337099231,-1.61418568878445,-1.3567331426047966,1.246396337099231,1.61418568878445,1.3567331426047966,-0.24826685739520338
41,NA,NA,-1.5911858701086574,NA,NA,1.5911858701086574,NA,NA
42,46,-1.4968101320444398,-1.5812596268822336,-1.5424128592568485,1.4968101320444398,1.5812596268822336,1.5424128592568485,-0.06258714074315153
64,421,-1.4501056263145056,-1.5630345859013912,-1.4839843141905713,1.4501056263145056,1.5630345859013912,1.4839843141905713,-0.12101568580942867
72,NA,NA,-1.608015897086181,NA,NA,1.608015897086181,NA,NA
73,396,-1.78774178478898,-1.71378656235875,-1.765555218059911,1.78774178478898,1.71378656235875,1.765555218059911,0.16055521805991102
81,103,-1.1786722191111725,-1.52057722151855,-1.2812437198333857,1.1786722191111725,1.52057722151855,1.2812437198333857,-0.3237562801666143
93,333,-1.4627950666987874,-1.6035091680331999,-1.5050092970991111,1.4627950666987874,1.6035091680331999,1.5050092970991111,-0.09999070290088885
98,113,-1.545363242852783,-1.537165033050386,-1.542903779912064,1.545363242852783,1.537165033050386,1.542903779912064,-0.06209622008793603
101,46,-1.6926892404070266,-1.5754702449467937,-1.629390982858501,1.6926892404070266,1.5754702449467937,1.629390982858501,0.024390982858500942
103,NA,NA,-1.638380956807215,NA,NA,1.638380956807215,NA,NA
108,1747,-1.7587556296356053,-1.6564308339430875,-1.7280581909278498,1.7587556296356053,1.6564308339430875,1.7280581909278498,0.12305819092784986
116,NA,NA,-1.6221329111758362,NA,NA,1.6221329111758362,NA,NA
117,39,-1.4605203117856576,-1.601954579075815,-1.5467952148326536,1.4605203117856576,1.601954579075815,1.5467952148326536,-0.058204785167346396
119,NA,NA,-1.435094208047475,NA,NA,1.435094208047475,NA,NA
122,4065,-1.9186889097034596,-1.7238963397,-1.8602511387024216,1.9186889097034596,1.7238963397,1.8602511387024216,0.25525113870242166
202,12402,-1.4928802466844169,-1.5802429931715873,-1.5190890706305682,1.4928802466844169,1.5802429931715873,1.5190890706305682,-0.08591092936943179
211,NA,NA,-1.685263504052925,NA,NA,1.685263504052925,NA,NA
231,NA,NA,-1.5577239751343812,NA,NA,1.5577239751343812,NA,NA
242,699,-1.5022699834884221,-1.5763907758672737,-1.5245062212020777,1.5022699834884221,1.5763907758672737,1.5245062212020777,-0.0804937787979223
263,2222,-1.743738944245202,-1.6694421431926225,-1.721449903929428,1.743738944245202,1.6694421431926225,1.721449903929428,0.116449903929428
264,686,-1.5996330838489667,-1.6100132975882513,-1.602747147970752,1.5996330838489667,1.6100132975882513,1.602747147970752,-0.002252852029247965
312,209,-1.7320393731061912,-1.6087829106154774,-1.695062434358977,1.7320393731061912,1.6087829106154774,1.695062434358977,0.0900624343589771
