variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,-0.30473649999999997,-0.3742835,-0.23977590000000001,1.0073944118217295,682.6555163023735
b_CR_t1_std,0.402188,0.39603285000000005,0.40842035,1.0006323211918684,8080.289817330562
b_DBH_std,0.267675,0.22939285,0.3088526,1.00523028709023,1117.1629019499314
b_IDBH_stdE2,-0.04714005,-0.05156003,-0.043132385,1.0006816982031106,7342.568549643303
b_BA_std,-0.0259423,-0.03666121,-0.015634765000000002,0.9997946483089432,4658.217634707615
b_BAL_std,-0.08743229999999999,-0.097254735,-0.07740846,1.0011459021189377,4704.716702618356
b_SI_std,-0.0562969,-0.062452455,-0.050252355,1.001678147608131,6794.983857476674
b_relDBH_std,-0.064456,-0.07312299,-0.055620855000000004,1.0003312491007859,6746.3289033372985
sd_SPCD_grouped__Intercept,0.189634,0.1467623,0.25449345,1.0041604895098675,1093.8103877282963
sd_SPCD_grouped__DBH_std,0.08489025,0.05704286,0.1340205,1.0027020887220315,1093.3120592341768
cor_SPCD_grouped__Intercept__DBH_std,-0.7904315,-0.92628705,-0.44033285,1.0081563341041888,1047.8213712784623
phi,11.7861,11.63269,11.9408,1.0006910492456478,6172.48567397236
Intercept,-0.352023,-0.4215315,-0.2875223500000001,1.0074615103470617,681.1651416440905
"r_SPCD_grouped[OTHER,Intercept]",-0.1210555,-0.23984275,-0.006205737500000076,1.0022641636878724,1577.709211691985
"r_SPCD_grouped[11,Intercept]",0.1457835,0.07401181,0.21957939999999998,1.0050732233365258,863.0827763990538
"r_SPCD_grouped[17,Intercept]",0.001066334,-0.10363685,0.10385414999999999,1.001983661886961,1587.2396629297655
"r_SPCD_grouped[19,Intercept]",0.13398700000000002,0.038832780000000004,0.2325088,1.00396485332073,1191.2038365563108
"r_SPCD_grouped[22,Intercept]",-0.0465676,-0.19349885,0.09509015499999997,1.0003279388917818,2869.4643448837546
"r_SPCD_grouped[41,Intercept]",0.318485,0.15136605,0.4936150499999996,1.0000284733611366,2668.9456777653904
"r_SPCD_grouped[42,Intercept]",0.02180905,-0.1198809,0.1635246,1.0012979776237918,2676.1243930825235
"r_SPCD_grouped[81,Intercept]",-0.0885254,-0.22972914999999997,0.055243489999999944,1.001557462976956,2387.0780434218345
"r_SPCD_grouped[98,Intercept]",0.0129868,-0.062274399999999994,0.09162473499999998,1.005686755869597,890.8683746732552
"r_SPCD_grouped[108,Intercept]",-0.23428,-0.33077555,-0.12821375000000004,1.0058819336284268,1191.0267182243413
"r_SPCD_grouped[202,Intercept]",-0.2047235,-0.2695508,-0.13466615000000004,1.0078013445122347,686.0108839229507
"r_SPCD_grouped[231,Intercept]",-0.0980999,-0.2694902,0.06920914999999996,1.0014136401119496,2964.91686911421
