variable,estimate
b_Intercept,-0.21000400000000002
b_DBH_std,0.161863
b_IDBH_stdE2,-0.009466945000000001
b_BA_std,-0.064293
b_BAL_std,-0.235876
b_CR_std,-1.89329
b_SI_std,0.00450988
sd_SPCD__Intercept,0.8659415
sigma,2.8983499999999998
Intercept,-0.22266750000000002
"r_SPCD[16,Intercept]",0.4396335
"r_SPCD[43,Intercept]",0.46015399999999995
"r_SPCD[61,Intercept]",0.244841
"r_SPCD[67,Intercept]",0.590084
"r_SPCD[68,Intercept]",0.9699135000000001
"r_SPCD[97,Intercept]",0.365574
"r_SPCD[107,Intercept]",-1.66019
"r_SPCD[110,Intercept]",-0.9974105
"r_SPCD[111,Intercept]",-1.7340200000000001
"r_SPCD[115,Intercept]",-0.8986215
"r_SPCD[121,Intercept]",-1.10969
"r_SPCD[123,Intercept]",-0.7045785
"r_SPCD[126,Intercept]",-0.427021
"r_SPCD[128,Intercept]",-0.5764635
"r_SPCD[129,Intercept]",-0.0456545
"r_SPCD[131,Intercept]",-1.337195
"r_SPCD[132,Intercept]",-1.550995
"r_SPCD[221,Intercept]",-0.2938725
"r_SPCD[222,Intercept]",-1.138255
"r_SPCD[261,Intercept]",1.25868
"r_SPCD[262,Intercept]",0.47350800000000004
"r_SPCD[311,Intercept]",0.768593
"r_SPCD[313,Intercept]",0.039656750000000004
"r_SPCD[315,Intercept]",0.406686
"r_SPCD[316,Intercept]",0.029468
"r_SPCD[317,Intercept]",-0.09386925
"r_SPCD[318,Intercept]",0.428511
"r_SPCD[332,Intercept]",-0.750555
"r_SPCD[341,Intercept]",-0.6995475
"r_SPCD[345,Intercept]",-0.2335665
"r_SPCD[356,Intercept]",0.0443022
"r_SPCD[367,Intercept]",0.353217
"r_SPCD[371,Intercept]",-0.2164585
"r_SPCD[372,Intercept]",0.2920135
"r_SPCD[373,Intercept]",-0.0713095
"r_SPCD[381,Intercept]",-0.052948350000000005
"r_SPCD[391,Intercept]",1.085075
"r_SPCD[401,Intercept]",0.122525
"r_SPCD[402,Intercept]",-0.217954
"r_SPCD[403,Intercept]",0.005928625
"r_SPCD[404,Intercept]",-0.3578345
"r_SPCD[405,Intercept]",0.12472
"r_SPCD[407,Intercept]",0.4133285
"r_SPCD[408,Intercept]",1.47356
"r_SPCD[409,Intercept]",0.8550525
"r_SPCD[410,Intercept]",0.3793005
"r_SPCD[412,Intercept]",0.1024195
"r_SPCD[421,Intercept]",0.849949
"r_SPCD[451,Intercept]",-0.0925579
"r_SPCD[461,Intercept]",0.33186800000000005
"r_SPCD[462,Intercept]",-0.364985
"r_SPCD[471,Intercept]",0.54513
"r_SPCD[491,Intercept]",0.0813095
"r_SPCD[500,Intercept]",0.603934
"r_SPCD[521,Intercept]",-0.470945
"r_SPCD[531,Intercept]",3.04576
"r_SPCD[541,Intercept]",-0.25989249999999997
"r_SPCD[544,Intercept]",-0.6891795000000001
"r_SPCD[545,Intercept]",-0.7204345
"r_SPCD[546,Intercept]",0.15267799999999998
"r_SPCD[548,Intercept]",0.99421
"r_SPCD[551,Intercept]",-0.369518
"r_SPCD[552,Intercept]",-0.6038600000000001
"r_SPCD[555,Intercept]",-0.6497474999999999
"r_SPCD[580,Intercept]",-0.1125195
"r_SPCD[581,Intercept]",-0.06221065
"r_SPCD[591,Intercept]",2.6955400000000003
"r_SPCD[601,Intercept]",-0.057771699999999995
"r_SPCD[602,Intercept]",-0.354966
"r_SPCD[611,Intercept]",-0.1740235
"r_SPCD[621,Intercept]",-0.5514435
"r_SPCD[641,Intercept]",0.372845
"r_SPCD[651,Intercept]",-0.17930449999999998
"r_SPCD[652,Intercept]",0.882304
"r_SPCD[653,Intercept]",-0.6023435
"r_SPCD[654,Intercept]",1.123135
"r_SPCD[655,Intercept]",0.6503064999999999
"r_SPCD[658,Intercept]",0.19960699999999998
"r_SPCD[660,Intercept]",0.294145
"r_SPCD[662,Intercept]",0.26478199999999996
"r_SPCD[681,Intercept]",0.37776
"r_SPCD[682,Intercept]",0.09327255000000001
"r_SPCD[691,Intercept]",-0.627981
"r_SPCD[692,Intercept]",-0.64871
