variable,Estimate,Est.Error,Q2.5,Q97.5,Rhat,Bulk_ESS,Q5,Q95
b_a_Intercept,89.860335225,5.134221594945839,84.140165,104.90205,NA,NA,NA,NA
b_b_Intercept,0.094973055775,0.045096423350986216,0.04556979,0.24640245000000002,NA,NA,NA,NA
b_c_Intercept,0.9301917095,0.023940130794781127,0.85607665,0.9566141499999999,NA,NA,NA,NA
sd_SPCD__a_Intercept,19.0495467,2.5558466578980794,12.96046,23.212882500000003,NA,NA,NA,NA
sd_SPCD__b_Intercept,1.950972825,0.16558244388702648,1.6713097500000003,2.24899,NA,NA,NA,NA
sigma,9.9418267125,0.048983914546904365,9.854727,10.040412499999999,NA,NA,NA,NA
"r_SPCD__a[16,Intercept]",0.08627227346750002,17.281816746493103,-36.4892175,32.656195000000004,NA,NA,NA,NA
"r_SPCD__a[43,Intercept]",3.59019421543,14.29863616115308,-22.7280325,33.600187500000004,NA,NA,NA,NA
"r_SPCD__a[61,Intercept]",-3.3155975336425,19.699175981440337,-42.208667500000004,35.9861875,NA,NA,NA,NA
"r_SPCD__a[67,Intercept]",-5.4283020876375,17.12915588414703,-41.5654075,28.9592125,NA,NA,NA,NA
"r_SPCD__a[68,Intercept]",-20.755248298,12.52056633766499,-35.8339175,12.026735000000002,NA,NA,NA,NA
"r_SPCD__a[97,Intercept]",20.8412759030775,13.40934073887849,-1.1925614999999998,48.70811000000001,NA,NA,NA,NA
"r_SPCD__a[107,Intercept]",-14.626921873165,7.642208906268044,-27.2305025,-0.5925821499999901,NA,NA,NA,NA
"r_SPCD__a[110,Intercept]",17.140441095,4.911058141060297,7.98725425,26.705855,NA,NA,NA,NA
"r_SPCD__a[111,Intercept]",25.802421335,7.586593751588221,6.24120425,38.116495,NA,NA,NA,NA
"r_SPCD__a[115,Intercept]",33.5553726475,14.059352302509573,8.099846000000001,63.59992250000001,NA,NA,NA,NA
"r_SPCD__a[121,Intercept]",-1.045700632565,4.336712053236828,-9.4436145,7.431806750000002,NA,NA,NA,NA
"r_SPCD__a[123,Intercept]",-11.04991118675,15.440802260443986,-37.1687925,23.709085000000016,NA,NA,NA,NA
"r_SPCD__a[126,Intercept]",19.658911270525,12.615437631425033,-1.0935255,48.9710975,NA,NA,NA,NA
"r_SPCD__a[128,Intercept]",6.961942009255,8.418933887754871,-7.81753275,24.694100000000006,NA,NA,NA,NA
"r_SPCD__a[129,Intercept]",42.51059128,13.008899788218919,10.027572499999998,64.78200500000001,NA,NA,NA,NA
"r_SPCD__a[131,Intercept]",51.333119225,3.513347775230959,44.463002499999995,58.292202499999995,NA,NA,NA,NA
