variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,-0.5521305000000001,-0.5838036500000001,-0.5202703000000001,1.0618651083266062,78.19062098910815
b_CR_t1_std,0.2365695,0.2313619,0.24163155,1.001312248395933,7198.653593479615
b_DBH_std,0.04580165,0.03196937,0.059690314999999994,1.0013905566500798,1884.1747821748515
b_IDBH_stdE2,-0.004437285,-0.0069465655,-0.001981936500000003,1.000810917663825,4345.113586562821
b_BA_std,0.0073073800000000005,5.096366000000014e-5,0.014835844999999999,0.9998293431827934,3814.977700780039
b_BAL_std,-0.06947300000000001,-0.07777148,-0.06110456,1.000253363810359,3840.0679663567257
b_SI_std,-0.0119715,-0.017306585,-0.006637618000000004,1.000796425822881,7052.260046493233
b_relDBH_std,-0.02035935,-0.030785550000000002,-0.01032889500000001,1.0015613240860255,4064.2621353503428
sd_SPCD_grouped__Intercept,0.167455,0.14808364999999998,0.19268459999999996,1.00325093316523,667.2630847867836
sd_SPCD_grouped__DBH_std,0.03621905,0.02695414,0.04796310499999999,1.002697012060135,893.6104504966627
cor_SPCD_grouped__Intercept__DBH_std,-0.380264,-0.6212402499999999,-0.08043629000000009,1.0033268962577753,1418.1725007838747
phi,17.2738,17.042895,17.498485000000002,1.0003306265998684,5597.790833320135
Intercept,-0.5550725000000001,-0.58667375,-0.5233997,1.0624190724071885,75.38484191972806
"r_SPCD_grouped[OTHER,Intercept]",0.0102549,-0.04149811,0.06242764999999995,1.0260639969151564,182.98242636432477
"r_SPCD_grouped[68,Intercept]",0.16173700000000002,0.1161313,0.2092041,1.0306270591650688,184.21428167742613
"r_SPCD_grouped[107,Intercept]",-0.394021,-0.49706635,-0.2946934500000002,1.004134416291763,2614.845672380725
"r_SPCD_grouped[110,Intercept]",-0.2154775,-0.26069939999999997,-0.16912259999999998,1.0283370775349165,191.23446972565478
"r_SPCD_grouped[111,Intercept]",-0.30542349999999996,-0.34451560000000003,-0.26558765,1.0408298064985255,127.89922909995705
"r_SPCD_grouped[115,Intercept]",-0.13959549999999998,-0.3027969,0.022879989999999944,1.0023415407679652,3636.3872948849885
"r_SPCD_grouped[121,Intercept]",-0.20301249999999998,-0.25659075,-0.14716125,1.020833069899613,207.48678948716233
"r_SPCD_grouped[126,Intercept]",-0.123896,-0.26328399999999996,0.01492514999999995,1.0037355815719105,3020.714811017766
"r_SPCD_grouped[128,Intercept]",-0.09774895,-0.19692964999999998,-3.857991000000093e-4,1.0039468315696023,2589.0715395121665
"r_SPCD_grouped[129,Intercept]",0.06911134999999999,0.0052195620000000005,0.13321924999999998,1.0110940830345827,1123.7365762623083
"r_SPCD_grouped[131,Intercept]",-0.248769,-0.28209685,-0.21640030000000002,1.0542982606295708,97.31834503541336
"r_SPCD_grouped[132,Intercept]",-0.268662,-0.31781385,-0.21733645000000001,1.0236347577841334,208.58017283204887
"r_SPCD_grouped[221,Intercept]",-0.07221175,-0.15005624999999997,9.634709499999864e-4,1.010800613095955,1022.6938638376045
"r_SPCD_grouped[222,Intercept]",-0.2642645,-0.32545740000000006,-0.20319010000000007,1.0146751153220066,706.5781201468119
"r_SPCD_grouped[261,Intercept]",0.240394,0.14836470000000002,0.3307441499999999,1.0059812608908474,1479.5367987442562
"r_SPCD_grouped[311,Intercept]",0.16525499999999999,0.06627450000000001,0.25872385,1.0056372371204303,1945.5776005867017
"r_SPCD_grouped[313,Intercept]",0.022654,-0.07035095,0.10879404999999998,1.003811311438348,1889.9653295662472
"r_SPCD_grouped[316,Intercept]",0.04119995,0.0029521210000000007,0.07809237999999999,1.0506055107290286,85.63779924435158
"r_SPCD_grouped[318,Intercept]",0.1017395,0.034024769999999996,0.16899674999999997,1.0161240539641416,382.7334969343398
"r_SPCD_grouped[341,Intercept]",-0.1207705,-0.2453782,0.0037164364999999677,1.002269092443194,2872.6670770421692
"r_SPCD_grouped[356,Intercept]",0.01150265,-0.12101574999999999,0.1411176499999999,1.0013614206658312,3141.53271803174
"r_SPCD_grouped[371,Intercept]",-0.054702100000000003,-0.20460789999999998,0.0939761649999999,1.0012449242491894,4689.625636238585
"r_SPCD_grouped[372,Intercept]",0.053035700000000005,-0.029088215,0.13269389999999998,1.0042648757008494,2102.9231848632653
"r_SPCD_grouped[373,Intercept]",-0.021326949999999997,-0.13353305000000001,0.08664009499999999,1.0038194297168201,2302.3016459173477
"r_SPCD_grouped[391,Intercept]",0.220038,0.14703275,0.2939484,1.0091836516327595,1066.3656650617488
"r_SPCD_grouped[401,Intercept]",-0.006715855,-0.1255629,0.11411649999999988,1.0018132904220192,3620.320283490334
"r_SPCD_grouped[402,Intercept]",-0.0731986,-0.17772349999999998,0.036892654999999996,1.006104348827063,2433.8245200900215
"r_SPCD_grouped[403,Intercept]",0.04264385,-0.011425185,0.09660274499999999,1.0210208603621629,208.716906063533
