variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk
lp__,-11897.76355,-11618.349999999999,883.1276014181043,622.1730899999994,-13680.84,-11062.59,NA,NA
lp_approx__,-42.622468775,-42.244200000000006,6.6324635805825904,6.460429499999992,-54.055525,-32.414300000000004,NA,NA
mu_b0,0.8376592765,0.8385795,0.0893037951977055,0.08800194690000004,0.68820685,0.98531845,NA,NA
sigma_b0,0.21923037325,0.21821649999999998,0.020293034443834887,0.0201618774,0.18719655,0.25333429999999996,NA,NA
z_b0[1],-0.34713128237075,-0.343219,0.4134556649800776,0.40692017814,-1.0422465,0.3284525499999995,NA,NA
z_b0[2],-0.403806439665975,-0.41597,0.8260891247308304,0.8256844029,-1.7795775,0.9448669999999995,NA,NA
z_b0[3],-1.67030223075,-1.664425,0.4464406559120218,0.44049528599999993,-2.4025339999999997,-0.9401777000000002,NA,NA
z_b0[4],0.27971230590875,0.26735549999999997,0.9627321944224169,0.9588530174999998,-1.3080055000000002,1.8389234999999984,NA,NA
z_b0[5],-0.5058506039585,-0.4977905,0.5035152556972591,0.5088342504000001,-1.3480305000000001,0.3135504,NA,NA
z_b0[6],-2.0849690225,-2.08293,0.4186955322476997,0.41520213,-2.760824,-1.4049350000000005,NA,NA
z_b0[7],0.027845955001,0.0233938,1.0202514125933404,1.02776767548,-1.625239,1.6799985,NA,NA
z_b0[8],-0.3947400547405,-0.3978505,0.4155018132013188,0.4126883817,-1.0744455,0.29242795,NA,NA
z_b0[9],0.347761792733,0.3429635,0.3571021151229016,0.36058351665,-0.23425079999999998,0.9353214999999999,NA,NA
z_b0[10],0.9720966015275,0.9707140000000001,0.43515119633222493,0.43842854159999994,0.26863355,1.7006594999999995,NA,NA
z_b0[11],0.754887267175,0.770674,0.745532469660536,0.7630052639999999,-0.48221634999999996,1.9495215,NA,NA
z_b0[12],0.43369887463075,0.4407,0.9777514424095245,0.9864271535999999,-1.1655354999999998,2.030582,NA,NA
z_b0[13],-1.147244792925,-1.1539899999999998,0.3776665456689561,0.3823551270000003,-1.7654925,-0.5258167500000004,NA,NA
z_b0[14],0.15447416323655,0.1637615,0.519942953193131,0.5093672451,-0.7202328,1.0062274999999998,NA,NA
z_b0[15],0.31640734275,0.3160465,0.573161974574046,0.5627505561299999,-0.6173399,1.2736929999999993,NA,NA
z_b0[16],0.1633592819571,0.15618900000000002,1.0069016166690683,1.0085297544,-1.4943674999999998,1.8352289999999991,NA,NA
z_b0[17],0.203625370098525,0.20201049999999998,0.31620389610053257,0.31601470739999993,-0.3081255,0.7212636499999999,NA,NA
z_b0[18],0.67691021647825,0.6715975000000001,0.6003293467318815,0.6076547295,-0.29056244999999997,1.6859449999999994,NA,NA
z_b0[19],-0.70928107893675,-0.712812,0.3230868973942448,0.31855291859999996,-1.2326799999999998,-0.16315500000000002,NA,NA
z_b0[20],-0.07395093349125,-0.08052390000000001,0.8025608880940435,0.81105914694,-1.3828905000000002,1.2492049999999997,NA,NA
z_b0[21],-1.226898012589,-1.23096,0.794992996310917,0.7749023876999998,-2.5268305000000004,0.09425083499999984,NA,NA
z_b0[22],-0.507850944888975,-0.5098655,0.4829847679595898,0.48671830620000006,-1.291113,0.2846150499999998,NA,NA
z_b0[23],0.2346661294385,0.2266185,1.0138496353530493,1.0112429124,-1.4155735,1.9181674999999998,NA,NA
z_b0[24],-0.946351004725,-0.9404485,0.375908511883444,0.37887991260000004,-1.5461695,-0.32872445000000017,NA,NA
z_b0[25],-0.095445807377,-0.1051935,0.7697863606606726,0.7608725438999999,-1.34541,1.1859849999999996,NA,NA
z_b0[26],0.878864524727,0.8733135,0.6849845379714053,0.6872184585,-0.2305745999999999,1.975962,NA,NA
z_b0[27],0.00130484750075,4.5916550000000005e-4,0.9873451992649384,0.9818901522296999,-1.590358,1.602501,NA,NA
z_b0[28],-0.0289365423282,-0.0384862,0.668756662731062,0.67790743398,-1.1223235,1.0619879999999993,NA,NA
z_b0[29],1.2452642904385,1.25529,0.795829762963285,0.7982488899,-0.07349933,2.5155554999999996,NA,NA
z_b0[30],-0.44145643772225,-0.428607,0.9447950157221428,0.9541591058999999,-2.0102825,1.091346,NA,NA
z_b0[31],-0.563285541938775,-0.5640415000000001,0.6242898289045729,0.617591856,-1.5714895,0.4718695,NA,NA
z_b0[32],1.1306650800675,1.12483,0.5295055488206245,0.5348902041,0.25525180000000003,2.002879,NA,NA
z_b0[33],-0.3960946686922,-0.39396450000000005,0.3366397138715926,0.3364768113,-0.950704,0.15476054999999989,NA,NA
z_b0[34],0.198328823391175,0.1968565,0.41896169406108746,0.4159769367599999,-0.4834022,0.8902634499999994,NA,NA
z_b0[35],-0.010918276799000001,0.00469725,0.9658099536064159,0.9722534975999998,-1.5701405,1.5755144999999997,NA,NA
z_b0[36],1.071788349955,1.0580500000000002,0.7485117635151731,0.7561697366999999,-0.14513664999999995,2.3186315,NA,NA
z_b0[37],0.0913581648,0.0779443,1.0078104379043413,1.0044054577200001,-1.562574,1.7509644999999998,NA,NA
z_b0[38],-0.5847433683535,-0.5991275,0.9330128075384209,0.9265809667799999,-2.1012515,0.9661796499999992,NA,NA
z_b0[39],0.60031799171975,0.6092335,1.0122290120955202,0.9973207794899999,-1.0534759999999999,2.2447239999999984,NA,NA
z_b0[40],0.2021872422425,0.21191100000000002,1.0027318647092123,0.9919839384,-1.4847994999999998,1.8783784999999995,NA,NA
z_b0[41],0.1050015033175,0.12037149999999999,1.0350667356406134,1.0543799006999999,-1.5839615,1.7759074999999995,NA,NA
z_b0[42],-1.4525502344125,-1.44268,0.533047278178566,0.5452928669999999,-2.32398,-0.5763298500000004,NA,NA
z_b0[43],0.49874222670125,0.494642,0.9951704841625177,0.9742431467999999,-1.1600424999999999,2.147058,NA,NA
z_b0[44],-0.38057219996475,-0.3836035,0.4600493624494973,0.4737559344,-1.12406,0.37479169999999984,NA,NA
z_b0[45],1.38314465885,1.3589099999999998,0.7983919157687316,0.8029806078,0.09118923,2.7291839999999996,NA,NA
z_b0[46],1.934485756,1.934235,0.37073774421459005,0.36331113,1.320203,2.5500689999999997,NA,NA
z_b0[47],1.63341056925,1.63565,0.2749172677993541,0.2782543680000001,1.181249,2.0980695000000003,NA,NA
z_b0[48],-0.2265828799915,-0.204694,0.8663584922492222,0.8467677161999999,-1.6997434999999999,1.1968589999999995,NA,NA
z_b0[49],0.050534977215,0.0464737,0.4262758692885405,0.4284662109,-0.65191835,0.74750895,NA,NA
z_b0[50],-0.8261055015525,-0.8245685,0.8508927167894069,0.8584721018999998,-2.2464815,0.5633938999999994,NA,NA
z_b0[51],-0.7734054827325,-0.765644,0.4657948194687212,0.4642999115999999,-1.52154,-0.01900015000000021,NA,NA
z_b0[52],0.02612772477915,0.045263349999999994,0.8815944495094975,0.9011292467099999,-1.4501155,1.4624849999999996,NA,NA
z_b0[53],0.888055659196,0.89111,0.4970904298234208,0.4938614730000001,0.07095896500000001,1.6932404999999997,NA,NA
z_b0[54],-0.8398414336575,-0.8373565000000001,0.4788852669813831,0.47482563029999986,-1.6323325,-0.051183235000000174,NA,NA
z_b0[55],0.3629725221615,0.3401555,1.0112385494079315,1.0052754473999999,-1.2816935,2.055594999999999,NA,NA
z_b0[56],1.5363062085,1.528995,0.3914362190406034,0.389145435,0.9095707000000001,2.1823104999999994,NA,NA
z_b0[57],-0.1585880451235,-0.15496100000000002,0.5129657349786918,0.5023856817000001,-1.0036260000000001,0.6985774499999999,NA,NA
z_b0[58],0.1260833828455,0.120046,0.831647478861921,0.8381619645,-1.242661,1.4780299999999995,NA,NA
z_b0[59],0.3479984260415,0.3410175,1.0192160554016336,1.0296301176,-1.3475514999999998,2.0144555,NA,NA
z_b0[60],0.5065432852075,0.5014455,0.994407815881722,0.9809467227,-1.1249945,2.1501899999999994,NA,NA
z_b0[61],0.6634327318699,0.650269,0.8838096170377323,0.8849135316,-0.76664465,2.1320519999999994,NA,NA
z_b0[62],0.2537480342495,0.2689905,1.0304712930354945,1.0366872936,-1.4499674999999999,1.9556959999999997,NA,NA
z_b0[63],0.166175793037575,0.1815755,0.8590790364390155,0.8654721978,-1.2269445,1.5602829999999999,NA,NA
z_b0[64],0.05677099136425,0.0516262,1.0069641430006633,1.0043992308,-1.6076829999999998,1.739489,NA,NA
z_b0[65],-0.371463429103,-0.366122,0.3666962350620884,0.36486415349999995,-0.9760106499999999,0.23209015,NA,NA
z_b0[66],1.396488043575,1.3937499999999998,0.4355791839993264,0.42775233899999976,0.6948945000000001,2.1231025,NA,NA
z_b0[67],0.2472778532866,0.2542365,0.9828992150703755,0.9979736423999999,-1.3568274999999999,1.8117879999999995,NA,NA
z_b0[68],0.73231645290325,0.726407,0.7667990676742102,0.753857622,-0.5269572,2.004678499999999,NA,NA
z_b0[69],-0.032244266457075,-0.02987895,1.0225385193893857,1.0024147707,-1.7437565,1.6152579999999999,NA,NA
b1,0.9206669985,0.920442,0.011938547898948246,0.011893417199999961,0.9011793499999999,0.9403264,NA,NA
b2,-0.081549332625,-0.0817113,0.010005218031379024,0.009843945090000005,-0.09761924,-0.06457403000000002,NA,NA
b3,0.118464183175,0.1185695,0.01254858143617435,0.012702175499999987,0.097283175,0.1388211,NA,NA
b4,-0.00682611679314,-0.006708550000000001,0.0139137279673105,0.014065055549999997,-0.02991565,0.015607884999999991,NA,NA
b5,-6.33036406915e-4,-6.257995e-4,0.006794990472422351,0.0068770994039999995,-0.01156128,0.010321514999999995,NA,NA
b6,-0.0038235085748875,-0.003745015,0.00972221424086184,0.009694840007999998,-0.019910374999999998,0.011782724999999999,NA,NA
b7,-0.0120772071100725,-0.01196385,0.009400618740537462,0.009580724286,-0.027390615000000004,0.0030767899999999825,NA,NA
b8,-0.013127856349565,-0.0131679,0.010460668199863717,0.01052438436,-0.030302640000000002,0.0039928924999999985,NA,NA
b9,-0.011270480886825,-0.01074775,0.04688532838326198,0.047066026559999995,-0.08729255999999999,0.06666232,NA,NA
b10,0.0188894063725,0.018890999999999998,0.0027628555056649655,0.0027474060599999997,0.014312195000000002,0.023401279999999997,NA,NA
b11,7.327607237185e-5,7.3836e-5,4.8366253752288676e-5,4.762407719999999e-5,-7.132962999999998e-6,1.5398555e-4,NA,NA
b12,-0.1943640885,-0.19427,0.015423516870556203,0.0153886467,-0.21978925,-0.1689222,NA,NA
b13,0.044686404053750003,0.0446366,0.01708364586607536,0.01680934815,0.01649311,0.07261514999999999,NA,NA
sigma,0.8049337835,0.803951,0.02587279430392862,0.026075968799999988,0.7636723,0.8488454499999999,NA,NA
b0[1],0.76160131625,0.7609440000000001,0.12620250823079812,0.12511068359999994,0.5552163000000001,0.96902165,NA,NA
