variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
on,Ontario,108742,84,369.9986048718968,-1.7923083035665648,239.5592394230589,-1.63846110875,-1.605,none,BAMAX1
