SPCD,n_stands,qr_intercept,qr_slope,qr_sdimax_10,reineke_sdimax
12,5033,10.102039181897926,-1.8417640587847985,351.1525397797993,606.8356668411142
68,109,9.773689029379854,-1.8343559998288668,257.21909949796304,307.91327991841456
71,2349,10.418360905251587,-2.191354652549651,215.41800476873314,618.8087782100777
91,45,10.72046917549933,-2.146880139465965,322.82002504272634,434.51464954199804
94,1009,9.997690535678323,-1.813496790117905,337.6331194547181,499.49185551635975
95,3986,9.877032358511176,-1.7637859951876174,335.54800085148577,660.2770989941196
105,3096,9.924345018363393,-1.880184307388337,269.09397286171566,521.009338022735
125,5576,10.243716416360407,-1.8670612626228693,381.70535360416335,688.274801504002
129,3026,9.749720568855961,-1.6330395792303118,399.21813727106854,620.5688270329522
130,292,10.332150716887979,-2.06846663611712,262.25839945987235,440.9090235523988
241,8178,10.328756720398655,-1.7790297450982848,508.9701392669698,879.3497326053014
261,1495,10.163363232226013,-1.7835056040806596,426.95977925014773,641.8903189746713
313,624,9.511744025434139,-1.6839260684641217,279.8800063272148,344.0189649280077
316,9568,9.90035165623672,-1.7355175479888867,366.56461974914157,589.2381711995197
317,873,9.5022885207236,-1.5463897372430353,380.54124329339595,469.7564910226344
318,12295,9.988354168116823,-1.8111384823495367,336.31684184301145,527.2718035207159
371,596,9.98998303270845,-1.7663750825262263,373.4387863030174,474.34916027184323
375,3716,9.86389571395686,-1.7709630948086221,325.740968902859,583.8400811447563
402,181,9.742289679213181,-1.8079562675990688,264.8904988368981,395.5146916756424
407,284,9.86428628171936,-1.9166543784350933,232.997210528406,445.3095661064315
462,39,8.763833570548753,-1.246632149437755,362.6205485750658,340.635717246207
500,42,8.912959960654563,-1.3722806794762896,315.18725568306314,293.278092231926
531,473,9.776044395735214,-1.690384871737323,359.16769221122763,506.7427085062138
541,542,9.288674211155296,-1.4045028986357995,426.1054171220133,476.2828004595904
543,3929,9.91965401024611,-1.7855290344245085,333.0596065038505,583.7232018464013
544,1335,9.656545736310969,-1.6829738433330728,324.1982634117126,435.9554586098766
601,39,9.637894390561554,-1.8618882075782182,210.76385981588842,275.3278616064818
602,208,9.328751987178974,-1.5670136238394061,305.07870009097917,343.3931498544018
701,208,9.457105937444616,-1.5629509072728247,350.12088384840405,361.98508339921386
741,1336,9.71362226855257,-1.6977991253890454,331.7213507501439,540.5763067556287
742,345,9.337069402754693,-1.4529040647393239,400.0678516051448,556.6851852324767
743,2902,9.835919395522842,-1.6907823664913857,380.98085439890866,668.7781152118312
746,17066,9.878597447160177,-1.7784019476463426,324.9514001533516,1020.1868362993526
762,746,9.782314740965218,-1.7340919623045554,326.823555186356,442.8935797869917
802,1713,9.893112915030246,-1.8257238878977229,295.6653696367153,497.86536879182415
804,103,10.50111407673264,-2.0997817546161084,288.9310013671884,622.6723282481701
809,1232,9.53944919636341,-1.6358854324150212,321.3991426779089,480.26195246612707
823,2078,9.775505320324237,-1.744904233781685,316.62396609266943,463.84575481269957
833,5710,9.802733482138704,-1.7209131566152813,343.8427742790158,537.4458965866733
837,1437,9.765324568881342,-1.7447562397627094,313.5236702132664,433.487612469026
901,100,9.561716027359294,-1.7015226731159605,282.53863007071845,320.6143245769304
922,127,10.242757386003067,-1.9772859935897449,295.8605216351637,383.0247077613989
931,84,9.081366045382941,-1.3701330274805692,374.84708178098487,359.1836217542442
951,3134,9.866581339332038,-1.7365230610326094,353.5727365796979,474.96029864012763
972,993,9.758824520501944,-1.7956072331522335,277.07440287952795,408.9054171583138
975,92,10.94080282376965,-2.4297803287042687,209.7731816548736,354.94068786293195
999,45,10.999757263852675,-2.4833786233863573,196.67776235278922,346.3288474127671
