variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
ci,Central Interior,16164,28,485.42585202230885,-1.6704778503290239,290.41352048186815,-1.64831252125,-1.605,R4SDI,BAMAXA
