SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior
17,0.318083682,5.989389522,399.17085050732265,0.0227747298887825,-1.6255377913612175,543.4665364000052,-1.6156770351508682,1084,0.7,0.30000000000000004,500.1778306322004,-1.618635262013973,NA
19,0.13952010417375,5.810825944173749,333.8947902737837,-0.024094832506275,-1.6724073537562751,420.7155497045012,-1.7984061492308772,1888,0.7,0.30000000000000004,394.66932187528596,-1.7606065105884965,NA
64,-0.08902339722201374,5.582282442777986,265.67730753534175,0.06917051960641,-1.57914200164359,367.2692989856564,-1.180479895623355,74,0.7,0.30000000000000004,336.791701550562,-1.3000785274294255,NA
65,-0.0502017633604625,5.621104076639537,276.1941544723508,0.05193016968416669,-1.5963823515658333,429.8297952211896,-0.9353150967168598,103,0.7,0.30000000000000004,383.73910299653795,-1.1336352731715518,NA
66,-0.308933883965,5.362371956035,213.23011955742444,-0.03748798643336875,-1.6858005076833689,316.31561926006407,-1.787629360575844,273,0.7,0.30000000000000004,285.3899693492722,-1.7570807047081014,NA
72,0.0298022207412625,5.701108060741262,299.19874774318987,-0.008166040828085,-1.656478562078085,NA,NA,NA,NA,NA,NA,NA,NA
73,0.130116334452375,5.801422174452375,330.7696376924587,-1.824935880215e-4,-1.6484950148380215,457.79801969596514,-1.5894552042002335,460,0.7,0.30000000000000004,419.6895050949132,-1.60716714739157,NA
93,0.22746795772125,5.898773797721249,364.5901324083314,-0.00141934956833375,-1.6497318708183337,466.2738838127162,-1.7661104213627856,1103,0.7,0.30000000000000004,435.76875839140075,-1.73119685619945,NA
94,-0.1967310131225,5.474574826877499,238.5490207340747,6.0252806775e-4,-1.64770999318225,NA,NA,NA,NA,NA,NA,NA,NA
101,0.178906067141375,5.850211907141374,347.30796972045624,-0.0289696142220125,-1.6772821354720127,481.96939487712064,-1.9536717276880469,442,0.7,0.30000000000000004,441.57096733012133,-1.8707548500232365,621
108,0.17676043304,5.84806627304,346.563572784255,-0.07355584703675,-1.7218683682867502,440.1833142051019,-1.8799174371872787,2850,0.7,0.30000000000000004,412.09739177884785,-1.8325027165171202,679
113,-0.0645203706152375,5.6067854693847625,272.2676172063705,-0.0180780995011125,-1.6663906207511126,369.5295595106106,-1.9477750244588947,89,0.7,0.30000000000000004,340.3509768193386,-1.86335970334656,409
119,-0.207526673712625,5.463779166287375,235.98757758472945,0.016171169843375,-1.632141351406625,355.987486839261,-1.1661485912894864,31,0.31,0.69,273.18754945363423,-1.4876835957703118,529
122,-0.21843988981875,5.452865950181249,233.4261960287074,-0.008405021923365,-1.656717543173365,355.81128662034695,-1.6126107467130275,1210,0.7,0.30000000000000004,319.09575944285507,-1.6258427856511286,446
202,0.073086153472625,5.744391993472624,312.43360839610375,-0.01140192015831,-1.65971444140831,437.41800124149495,-1.769957416019467,5242,0.7,0.30000000000000004,399.92268338787756,-1.73688452363612,570
242,0.5367903425,6.208096182499999,496.7546203270523,0.0512266567334625,-1.5970858645165376,659.7628536829751,-1.5345114626766105,448,0.7,0.30000000000000004,610.8603836761982,-1.5532837832285886,762
263,0.432877706125,6.104183546124999,447.7269437898585,-0.00813959578982625,-1.6564521170398263,563.3740637152691,-1.6067176453723533,196,0.7,0.30000000000000004,528.6799277376459,-1.6216379868725952,682
264,0.48289047325,6.15419631325,470.68840437438524,0.0017379061873325,-1.6465746150626674,611.7830235527887,-1.8427217484418132,169,0.7,0.30000000000000004,569.4546377992676,-1.7838776084280696,NA
321,-0.235336959466125,5.435968880533874,229.51511330974452,0.00887120411035,-1.63944131713965,NA,NA,NA,NA,NA,NA,NA,NA
322,0.0069038739663625,5.678209713966362,292.42543583919814,0.01733471071560625,-1.6309778105343937,603.5193158846039,-1.1251712723184009,37,0.37,0.63,407.53017145599824,-1.4438293913944764,NA
375,0.05026101045473956,5.721566850454739,305.38303784354434,-0.022318899958345,-1.670631421208345,NA,NA,NA,NA,NA,NA,NA,NA
475,-0.174402806701375,5.496903033298625,243.9353017324337,-0.0069115251837725,-1.6552240464337726,298.2851967957326,-1.9017266119094334,87,0.7,0.30000000000000004,281.9802282767429,-1.8277758422667352,501
544,-0.32903579763125,5.3422700423687495,208.98658062525408,0.01784806068085125,-1.6304644605691487,NA,NA,NA,NA,NA,NA,NA,NA
740,-0.105156442411675,5.566149397588324,261.42551294345566,-0.00229518850032375,-1.6506077097503238,NA,NA,NA,NA,NA,NA,NA,NA
745,-0.16780782974520125,5.503498010254798,245.54936593413038,0.0066341653255875,-1.6416783559244126,NA,NA,NA,NA,NA,NA,NA,NA
746,-0.202649027336,5.468656812663999,237.14145334873805,0.0017971219050125,-1.6465153993449875,256.1476579111275,-2.0613101348527842,240,0.7,0.30000000000000004,250.44579654241068,-1.9368717142004452,562
747,-0.16510099090425,5.50620484909575,246.21492887464078,6.239587709824999e-4,-1.6476885624790176,308.38527721251864,-1.5596319316054408,44,0.44,0.56,273.56988214330704,-1.608943644894644,452
749,-0.254378268567125,5.416927571432875,225.18619007113492,-0.010450790678026624,-1.6587633119280267,NA,NA,NA,NA,NA,NA,NA,NA
