variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
ca,California,9421,55,604.4308302639089,-1.5237251854420983,294.8051324197614,-1.6489222125,-1.605,R5SDI,none
