variable,estimate
b_Intercept,-0.2795865
b_DBH_std,0.20361200000000002
b_IDBH_stdE2,-0.00746123
b_BA_std,-0.2559985
b_BAL_std,0.02552975
b_CR_std,-0.6986605
b_SI_std,-0.03557995
sd_SPCD__Intercept,0.3654925
sigma,1.430645
Intercept,-0.28852849999999997
"r_SPCD[11,Intercept]",0.1148615
"r_SPCD[15,Intercept]",0.247306
"r_SPCD[19,Intercept]",0.48510050000000005
"r_SPCD[20,Intercept]",0.06686695000000001
"r_SPCD[21,Intercept]",-0.0377288
"r_SPCD[22,Intercept]",0.240825
"r_SPCD[41,Intercept]",-0.0645404
"r_SPCD[52,Intercept]",-0.4727015
"r_SPCD[55,Intercept]",-0.3588695
"r_SPCD[56,Intercept]",-0.3360165
"r_SPCD[62,Intercept]",0.5821624999999999
"r_SPCD[64,Intercept]",0.44523749999999995
"r_SPCD[81,Intercept]",0.0477269
"r_SPCD[92,Intercept]",0.429398
"r_SPCD[93,Intercept]",0.131874
"r_SPCD[103,Intercept]",-0.5616895
"r_SPCD[108,Intercept]",0.337901
"r_SPCD[109,Intercept]",-0.332263
"r_SPCD[116,Intercept]",0.180243
"r_SPCD[117,Intercept]",0.027056249999999997
"r_SPCD[119,Intercept]",0.1861735
"r_SPCD[122,Intercept]",0.029752599999999997
"r_SPCD[127,Intercept]",-0.26342449999999995
"r_SPCD[202,Intercept]",0.01922525
"r_SPCD[231,Intercept]",0.727183
"r_SPCD[251,Intercept]",0.21707500000000002
"r_SPCD[264,Intercept]",0.42585799999999996
"r_SPCD[312,Intercept]",-0.0193523
"r_SPCD[313,Intercept]",0.20927050000000003
"r_SPCD[333,Intercept]",-0.24599949999999998
"r_SPCD[351,Intercept]",-0.1346075
"r_SPCD[352,Intercept]",-0.416763
"r_SPCD[361,Intercept]",-0.357703
"r_SPCD[431,Intercept]",0.231721
"r_SPCD[492,Intercept]",-0.1155095
"r_SPCD[542,Intercept]",-0.110935
"r_SPCD[603,Intercept]",0.16464
"r_SPCD[611,Intercept]",-0.058818850000000006
"r_SPCD[631,Intercept]",-0.3287075
"r_SPCD[730,Intercept]",0.00504603
"r_SPCD[746,Intercept]",-0.145015
"r_SPCD[747,Intercept]",-0.08543629999999999
"r_SPCD[748,Intercept]",-0.0493161
"r_SPCD[763,Intercept]",-0.6263065
"r_SPCD[768,Intercept]",0.13110149999999998
"r_SPCD[801,Intercept]",-0.388131
"r_SPCD[805,Intercept]",0.0773227
"r_SPCD[807,Intercept]",0.222355
"r_SPCD[815,Intercept]",0.0285522
"r_SPCD[818,Intercept]",-0.1620695
"r_SPCD[821,Intercept]",-0.0368502
"r_SPCD[839,Intercept]",-0.4005885
"r_SPCD[981,Intercept]",0.007818075
lprior,-4.59576
lp__,-53392.9
